Table:CsvNpc,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,modelTid,occupation:Occupation,color:ItemColor,isBoss,level,hp,phyAttack,magicAttack,phyDefence,magicDefence,speed,skill1,skill2,skill3,skill4,initNuqi,recoverNuqi,energyAddWhenTeammateDie,buffs:a,inCombatMotion,scaleDelta:f
12810112,天灾战士,158,其它,,,87,133403,19894,19894,4714,4714,5714,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810113,天灾战士,158,其它,,,87,133403,19894,19894,4714,4714,5893,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810114,天灾战士,158,其它,,,87,130188,20430,20430,4714,4714,5982,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810115,憎恶,31,其它,,,87,131260,20358,20358,4714,4714,5625,2030,,,0,50,50,180,"20036,20037,20038,20039,0",,
12810116,天灾战士,158,其它,,,87,130188,20430,20430,4714,4714,5982,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810211,天灾战士,158,其它,,,90,143926,21463,21463,5086,5086,6358,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810212,天灾战士,158,其它,,,90,143926,21463,21463,5086,5086,6165,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810213,天灾战士,158,其它,,,90,143926,21463,21463,5086,5086,6358,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810214,天灾战士,158,其它,,,90,140458,22041,22041,5086,5086,6454,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810215,憎恶,31,其它,,,90,141614,21964,21964,5086,5086,6069,2030,,,0,50,50,180,"20036,20037,20038,20039,0",,
12810216,天灾战士,158,其它,,,90,140458,22041,22041,5086,5086,6454,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810311,天灾战士,158,其它,,,95,162849,24285,24285,5755,5755,7194,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810312,天灾战士,158,其它,,,95,162849,24285,24285,5755,5755,6976,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810313,天灾战士,158,其它,,,95,162849,24285,24285,5755,5755,7194,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810314,天灾战士,158,其它,,,95,158925,24939,24939,5755,5755,7303,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12810315,憎恶,31,其它,,,95,160233,24852,24852,5755,5755,6867,2030,,,0,50,50,180,"20036,20037,20038,20039,0",,
12810316,天灾战士,158,其它,,,95,158925,24939,24939,5755,5755,7303,1000008,,,1046,50,50,180,"20036,20037,20038,20039,0",,
12901111,怒爪熊,115,其它,,,87,133403,21590,21590,4661,4661,4643,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901112,魔爪狼,48,其它,,,87,133403,21590,21590,4661,4661,4911,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901113,怒爪熊,115,其它,,,87,133403,21590,21590,4661,4661,4643,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901114,魔爪狼,48,其它,,,87,131260,21948,21948,4661,4661,5089,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901115,怒爪熊,115,其它,,,87,131260,21948,21948,4661,4661,5089,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901116,魔爪狼,48,其它,,,87,131260,21948,21948,4661,4661,5089,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901211,怒爪熊,115,其它,,,90,143926,23294,23294,5028,5028,5009,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901212,魔爪狼,48,其它,,,90,143926,23294,23294,5028,5028,5298,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901213,怒爪熊,115,其它,,,90,143926,23294,23294,5028,5028,5009,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901214,魔爪狼,48,其它,,,90,141614,23679,23679,5028,5028,5491,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901215,怒爪熊,115,其它,,,90,141614,23679,23679,5028,5028,5491,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901216,魔爪狼,48,其它,,,90,141614,23679,23679,5028,5028,5491,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901311,怒爪熊,115,其它,,,95,162849,26356,26356,5689,5689,5668,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901312,魔爪狼,48,其它,,,95,162849,26356,26356,5689,5689,5995,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901313,怒爪熊,115,其它,,,95,162849,26356,26356,5689,5689,5668,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901314,魔爪狼,48,其它,,,95,160233,26792,26792,5689,5689,6213,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12901315,怒爪熊,115,其它,,,95,160233,26792,26792,5689,5689,6213,2032,,,0,50,50,180,"20036,20037,20038,20039,0",,
12901316,魔爪狼,48,其它,,,95,160233,26792,26792,5689,5689,6213,2028,,,0,50,50,180,"20036,20037,20038,20039,20047,0",,
12902111,熊怪,126,其它,,,88,136320,20011,20011,4580,4580,5725,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902112,熊怪,126,其它,,,88,136320,20011,20011,4580,4580,5998,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902113,熊怪,126,其它,,,88,136320,20011,20011,4580,4580,5725,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902114,熊怪,126,其它,,,88,130867,20920,20920,4580,4580,6179,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902115,熊怪,126,其它,,,88,130867,20920,20920,4580,4580,6179,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902116,熊怪,126,其它,,,88,130867,20920,20920,4580,4580,6179,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902211,熊怪,126,其它,,,91,149054,21881,21881,5008,5008,6260,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902212,熊怪,126,其它,,,91,149054,21881,21881,5008,5008,6558,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902213,熊怪,126,其它,,,91,149054,21881,21881,5008,5008,6260,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902214,熊怪,126,其它,,,91,143092,22874,22874,5008,5008,6757,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902215,熊怪,126,其它,,,91,143092,22874,22874,5008,5008,6757,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902216,熊怪,126,其它,,,91,143092,22874,22874,5008,5008,6757,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902311,熊怪,126,其它,,,96,166477,24438,24438,5593,5593,6992,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902312,熊怪,126,其它,,,96,166477,24438,24438,5593,5593,7325,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902313,熊怪,126,其它,,,96,166477,24438,24438,5593,5593,6992,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902314,熊怪,126,其它,,,96,159818,25548,25548,5593,5593,7546,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902315,熊怪,126,其它,,,96,159818,25548,25548,5593,5593,7546,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12902316,熊怪,126,其它,,,96,159818,25548,25548,5593,5593,7546,2034,,,0,50,50,180,"20036,20037,20038,20039,30042,0",,
12903111,萨特,37,其它,,,88,136320,20075,20075,4580,4580,5725,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903112,萨特,37,其它,,,88,136320,20075,20075,4580,4580,5998,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903113,萨特,37,其它,,,88,136320,20075,20075,4580,4580,5725,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903114,萨特,37,其它,,,88,133048,20620,20620,4580,4580,6179,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903115,萨特,37,其它,,,88,133048,20620,20620,4580,4580,6179,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903116,萨特,37,其它,,,88,133048,20620,20620,4580,4580,6179,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903211,萨特,37,其它,,,91,149054,21950,21950,5008,5008,6260,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903212,萨特,37,其它,,,91,149054,21950,21950,5008,5008,6558,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903213,萨特,37,其它,,,91,149054,21950,21950,5008,5008,6260,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903214,萨特,37,其它,,,91,145477,22547,22547,5008,5008,6757,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903215,萨特,37,其它,,,91,145477,22547,22547,5008,5008,6757,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903216,萨特,37,其它,,,91,145477,22547,22547,5008,5008,6757,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903311,萨特,37,其它,,,96,166477,24516,24516,5593,5593,6992,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903312,萨特,37,其它,,,96,166477,24516,24516,5593,5593,7325,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903313,萨特,37,其它,,,96,166477,24516,24516,5593,5593,6992,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903314,萨特,37,其它,,,96,162482,25182,25182,5593,5593,7546,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903315,萨特,37,其它,,,96,162482,25182,25182,5593,5593,7546,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12903316,萨特,37,其它,,,96,162482,25182,25182,5593,5593,7546,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904111,萨特,37,其它,,,88,136320,20257,20257,4580,4580,5725,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904112,萨特,37,其它,,,88,136320,20257,20257,4580,4580,5998,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904113,萨特,37,其它,,,88,136320,20257,20257,4580,4580,5725,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904114,萨特,37,其它,,,88,134139,20620,20620,4580,4580,6179,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904115,萨特,37,其它,,,88,134139,20620,20620,4580,4580,6179,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904116,萨特,37,其它,,,88,134139,20620,20620,4580,4580,6179,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904211,萨特,37,其它,,,91,149054,22149,22149,5008,5008,6260,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904212,萨特,37,其它,,,91,149054,22149,22149,5008,5008,6558,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904213,萨特,37,其它,,,91,149054,22149,22149,5008,5008,6260,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904214,萨特,37,其它,,,91,146669,22547,22547,5008,5008,6757,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904215,萨特,37,其它,,,91,146669,22547,22547,5008,5008,6757,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904216,萨特,37,其它,,,91,146669,22547,22547,5008,5008,6757,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904311,萨特,37,其它,,,96,166477,24738,24738,5593,5593,6992,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904312,萨特,37,其它,,,96,166477,24738,24738,5593,5593,7325,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904313,萨特,37,其它,,,96,166477,24738,24738,5593,5593,6992,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904314,萨特,37,其它,,,96,163814,25182,25182,5593,5593,7546,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904315,萨特,37,其它,,,96,163814,25182,25182,5593,5593,7546,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12904316,萨特,37,其它,,,96,163814,25182,25182,5593,5593,7546,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12905111,加德纳尔恶犬,25,其它,,,89,113347,22856,22856,4994,4994,5517,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905112,加德纳尔恶犬,25,其它,,,89,113347,22856,22856,4994,4994,5517,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905113,加德纳尔恶犬,25,其它,,,89,113347,22856,22856,4994,4994,5517,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905114,加德纳尔恶犬,25,其它,,,89,107175,22856,22856,4994,4994,5517,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905115,贝恩霍勒,137,其它,橙,1,89,361927,26036,26036,4994,4994,6452,2040,,,0,50,50,180,"20036,20037,20038,20039,20043,20045,10102,10080,0",,
12905116,加德纳尔恶犬,25,其它,,,89,107175,22856,22856,4994,4994,5517,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905211,加德纳尔恶犬,25,其它,,,92,124144,25033,25033,5469,5469,6043,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905212,加德纳尔恶犬,25,其它,,,92,124144,25033,25033,5469,5469,6043,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905213,加德纳尔恶犬,25,其它,,,92,124144,25033,25033,5469,5469,6043,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905214,加德纳尔恶犬,25,其它,,,92,117384,25033,25033,5469,5469,6043,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905215,贝恩霍勒,137,其它,橙,1,92,396401,28516,28516,5469,5469,7067,2040,,,0,50,50,180,"20036,20037,20038,20039,20043,20045,10102,10080,0",,
12905216,加德纳尔恶犬,25,其它,,,92,117384,25033,25033,5469,5469,6043,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905311,加德纳尔恶犬,25,其它,,,97,136868,27599,27599,6030,6030,6662,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905312,加德纳尔恶犬,25,其它,,,97,136868,27599,27599,6030,6030,6662,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905313,加德纳尔恶犬,25,其它,,,97,136868,27599,27599,6030,6030,6662,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905314,加德纳尔恶犬,25,其它,,,97,129414,27599,27599,6030,6030,6662,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12905315,贝恩霍勒,137,其它,橙,1,97,437029,31439,31439,6030,6030,7791,2040,,,0,50,50,180,"20036,20037,20038,20039,20043,20045,10102,10080,0",,
12905316,加德纳尔恶犬,25,其它,,,97,129414,27599,27599,6030,6030,6662,2058,,,1030,50,50,180,"20036,20037,20038,20039,20045,0",,
12906111,被污染的软泥怪,183,其它,,,89,140281,22856,22856,4994,4994,5330,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906112,被污染的软泥怪,183,其它,,,89,140281,22856,22856,4994,4994,5143,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906113,被污染的软泥怪,183,其它,,,89,140281,22856,22856,4994,4994,5330,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906114,被污染的软泥怪,183,其它,,,89,137476,23230,23230,4994,4994,5517,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906115,被污染的软泥怪,183,其它,,,89,137476,23230,23230,4994,4994,5517,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906116,被污染的软泥怪,183,其它,,,89,137476,23230,23230,4994,4994,5517,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906211,被污染的软泥怪,183,其它,,,92,153644,25033,25033,5469,5469,5838,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906212,被污染的软泥怪,183,其它,,,92,153644,25033,25033,5469,5469,5633,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906213,被污染的软泥怪,183,其它,,,92,153644,25033,25033,5469,5469,5838,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906214,被污染的软泥怪,183,其它,,,92,150571,25443,25443,5469,5469,6043,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906215,被污染的软泥怪,183,其它,,,92,150571,25443,25443,5469,5469,6043,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906216,被污染的软泥怪,183,其它,,,92,150571,25443,25443,5469,5469,6043,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906311,被污染的软泥怪,183,其它,,,97,169391,27599,27599,6030,6030,6436,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906312,被污染的软泥怪,183,其它,,,97,169391,27599,27599,6030,6030,6211,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906313,被污染的软泥怪,183,其它,,,97,169391,27599,27599,6030,6030,6436,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906314,被污染的软泥怪,183,其它,,,97,166003,28051,28051,6030,6030,6662,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906315,被污染的软泥怪,183,其它,,,97,166003,28051,28051,6030,6030,6662,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12906316,被污染的软泥怪,183,其它,,,97,166003,28051,28051,6030,6030,6662,2058,,,0,50,50,180,"20036,20037,20038,20039,30046,0",,
12907112,热能恐兽,68,其它,,,89,280563,23230,23230,4994,4994,5050,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907114,热能恐兽,68,其它,,,89,280563,23230,23230,4994,4994,5517,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907116,热能恐兽,68,其它,,,89,280563,23230,23230,4994,4994,5517,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907212,热能恐兽,68,其它,,,92,307288,25443,25443,5469,5469,5531,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907214,热能恐兽,68,其它,,,92,307288,25443,25443,5469,5469,6043,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907216,热能恐兽,68,其它,,,92,307288,25443,25443,5469,5469,6043,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907312,热能恐兽,68,其它,,,97,338782,28051,28051,6030,6030,6098,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907314,热能恐兽,68,其它,,,97,338782,28051,28051,6030,6030,6662,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12907316,热能恐兽,68,其它,,,97,338782,28051,28051,6030,6030,6662,2035,,,0,50,50,180,"20036,20037,20038,20039,10154,0",,
12908111,鞭笞者,153,其它,,,89,89724,14546,14546,2990,2990,3160,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908112,鞭笞者,153,其它,,,89,89724,14546,14546,2990,2990,3160,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908113,鞭笞者,153,其它,,,89,89724,14546,14546,2990,2990,3160,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908114,鞭笞者,153,其它,,,89,89724,14546,14546,2990,2990,3160,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908115,鞭笞者,153,其它,,,89,89724,14546,14546,2990,2990,3160,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908116,鞭笞者,153,其它,,,89,89724,14546,14546,2990,2990,3160,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908121,鞭笞者,67,其它,,,89,109980,18135,18135,3636,3636,4040,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908122,鞭笞者,67,其它,,,89,109980,18135,18135,3636,3636,4413,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908123,鞭笞者,67,其它,,,89,109980,18135,18135,3636,3636,4040,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908124,鞭笞者,67,其它,,,89,109980,18135,18135,3636,3636,4413,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908125,鞭笞者,67,其它,,,89,109980,18135,18135,3636,3636,4040,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908126,鞭笞者,67,其它,,,89,109980,18135,18135,3636,3636,4413,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908131,鞭笞者,153,其它,,,89,129754,21036,21036,4324,4324,4571,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908132,鞭笞者,67,其它,,,89,129227,21308,21308,4272,4272,5185,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908133,鞭笞者,153,其它,,,89,129754,21036,21036,4324,4324,4571,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908134,鞭笞者,67,其它,,,89,129227,21308,21308,4272,4272,5185,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908135,鞭笞者,153,其它,,,89,129754,21036,21036,4324,4324,4571,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908136,鞭笞者,67,其它,,,89,129227,21308,21308,4272,4272,5185,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908211,鞭笞者,153,其它,,,92,98270,15932,15932,3275,3275,3461,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908212,鞭笞者,153,其它,,,92,98270,15932,15932,3275,3275,3461,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908213,鞭笞者,153,其它,,,92,98270,15932,15932,3275,3275,3461,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908214,鞭笞者,153,其它,,,92,98270,15932,15932,3275,3275,3461,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908215,鞭笞者,153,其它,,,92,98270,15932,15932,3275,3275,3461,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908216,鞭笞者,153,其它,,,92,98270,15932,15932,3275,3275,3461,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908221,鞭笞者,67,其它,,,92,120456,19862,19862,3982,3982,4424,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908222,鞭笞者,67,其它,,,92,120456,19862,19862,3982,3982,4834,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908223,鞭笞者,67,其它,,,92,120456,19862,19862,3982,3982,4424,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908224,鞭笞者,67,其它,,,92,120456,19862,19862,3982,3982,4834,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908225,鞭笞者,67,其它,,,92,120456,19862,19862,3982,3982,4424,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908226,鞭笞者,67,其它,,,92,120456,19862,19862,3982,3982,4834,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908231,鞭笞者,153,其它,,,92,142113,23040,23040,4736,4736,5006,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908232,鞭笞者,67,其它,,,92,141536,23338,23338,4679,4679,5680,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908233,鞭笞者,153,其它,,,92,142113,23040,23040,4736,4736,5006,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908234,鞭笞者,67,其它,,,92,141536,23338,23338,4679,4679,5680,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908235,鞭笞者,153,其它,,,92,142113,23040,23040,4736,4736,5006,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908236,鞭笞者,67,其它,,,92,141536,23338,23338,4679,4679,5680,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908311,鞭笞者,153,其它,,,97,108342,17564,17564,3611,3611,3816,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908312,鞭笞者,153,其它,,,97,108342,17564,17564,3611,3611,3816,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908313,鞭笞者,153,其它,,,97,108342,17564,17564,3611,3611,3816,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908314,鞭笞者,153,其它,,,97,108342,17564,17564,3611,3611,3816,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908315,鞭笞者,153,其它,,,97,108342,17564,17564,3611,3611,3816,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908316,鞭笞者,153,其它,,,97,108342,17564,17564,3611,3611,3816,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908321,鞭笞者,67,其它,,,97,132802,21898,21898,4390,4390,4878,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908322,鞭笞者,67,其它,,,97,132802,21898,21898,4390,4390,5329,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908323,鞭笞者,67,其它,,,97,132802,21898,21898,4390,4390,4878,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908324,鞭笞者,67,其它,,,97,132802,21898,21898,4390,4390,5329,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908325,鞭笞者,67,其它,,,97,132802,21898,21898,4390,4390,4878,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908326,鞭笞者,67,其它,,,97,132802,21898,21898,4390,4390,5329,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908331,鞭笞者,153,其它,,,97,156680,25401,25401,5222,5222,5519,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908332,鞭笞者,67,其它,,,97,156042,25730,25730,5158,5158,6262,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908333,鞭笞者,153,其它,,,97,156680,25401,25401,5222,5222,5519,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908334,鞭笞者,67,其它,,,97,156042,25730,25730,5158,5158,6262,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908335,鞭笞者,153,其它,,,97,156680,25401,25401,5222,5222,5519,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12908336,鞭笞者,67,其它,,,97,156042,25730,25730,5158,5158,6262,2048,,,0,50,50,180,"20036,20037,20038,20039,30047,0",,
12909111,萨特,37,其它,,,90,144504,21088,21088,5202,5202,6550,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12909112,萨特,37,其它,,,90,144504,21088,21088,5202,5202,6358,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12909113,萨特,37,其它,,,90,144504,21088,21088,5202,5202,6550,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12909114,萨特,37,其它,,,90,138724,22051,22051,5202,5202,6743,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12909115,萨特,37,其它,,,90,138724,22051,22051,5202,5202,6743,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12909116,萨特,37,其它,,,90,138724,22051,22051,5202,5202,6743,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
12909211,萨特,37,其它,,,93,156649,22860,22860,5639,5639,7101,2025,,,1029,50,50,180,"20036,20037,20038,20039,10009,0",,
