Table:CsvDrop,,,,,,
tid,type:DropType,group,desc:s,itemTid,itemCount,probability
2040165,道具,20401,天降宝物40级奖励,2120,1,114
2040166,道具,20401,天降宝物40级奖励,2127,1,114
2040167,道具,20401,天降宝物40级奖励,2212,1,50
2040168,道具,20401,天降宝物40级奖励,2217,1,50
2040169,道具,20401,天降宝物40级奖励,2225,1,50
2040170,道具,20401,天降宝物40级奖励,2228,1,50
2040171,道具,20401,天降宝物40级奖励,2205,1,50
2040172,道具,20401,天降宝物40级奖励,2227,1,50
2040173,道具,20401,天降宝物40级奖励,2214,1,50
2040174,道具,20401,天降宝物40级奖励,2223,1,50
2040175,道具,20401,天降宝物40级奖励,2230,1,50
2040176,道具,20401,天降宝物40级奖励,2204,1,50
2040177,道具,20401,天降宝物40级奖励,2206,1,50
2040178,道具,20401,天降宝物40级奖励,2209,1,50
2040179,道具,20401,天降宝物40级奖励,2211,1,50
2040180,道具,20401,天降宝物40级奖励,2218,1,50
2040181,道具,20401,天降宝物40级奖励,2005,1,167
2040182,道具,20401,天降宝物40级奖励,2006,1,167
2040183,道具,20401,天降宝物40级奖励,2009,1,167
2040184,道具,20401,天降宝物40级奖励,2014,1,167
2040185,道具,20401,天降宝物40级奖励,2017,1,167
2040186,道具,20401,天降宝物40级奖励,2024,1,167
2040187,道具,20401,天降宝物40级奖励,2026,1,167
2040188,道具,20401,天降宝物40级奖励,2029,1,167
2040189,道具,20401,天降宝物40级奖励,2030,1,166
2040190,道具,20401,天降宝物40级奖励,2015,1,166
2040191,道具,20401,天降宝物40级奖励,2021,1,166
2040192,道具,20201,天降宝物40级奖励,2018,1,166
2040193,道具,20401,天降宝物40级奖励,60001,1,400
2040194,道具,20401,天降宝物40级奖励,60002,1,400
2040195,道具,20401,天降宝物40级奖励,40022,1,490
2040196,道具,20401,天降宝物40级奖励,40051,1,10
#,,,,,,
2050101,道具,20501,天降宝物50级奖励,100890,1,7
2050102,道具,20501,天降宝物50级奖励,100900,1,7
2050103,道具,20501,天降宝物50级奖励,100910,1,7
2050104,道具,20501,天降宝物50级奖励,100920,1,7
2050105,道具,20501,天降宝物50级奖励,100930,1,8
2050106,道具,20501,天降宝物50级奖励,100940,1,8
2050107,道具,20501,天降宝物50级奖励,101180,1,8
2050108,道具,20501,天降宝物50级奖励,101190,1,8
2050109,道具,20501,天降宝物50级奖励,101200,1,8
2050110,道具,20501,天降宝物50级奖励,101210,1,8
2050111,道具,20501,天降宝物50级奖励,101220,1,8
2050112,道具,20501,天降宝物50级奖励,101230,1,8
2050113,道具,20501,天降宝物50级奖励,101240,1,8
2050114,道具,20501,天降宝物50级奖励,11089,1,154
2050115,道具,20501,天降宝物50级奖励,11090,1,154
2050116,道具,20501,天降宝物50级奖励,11091,1,154
2050117,道具,20501,天降宝物50级奖励,11092,1,154
2050118,道具,20501,天降宝物50级奖励,11093,1,154
2050119,道具,20501,天降宝物50级奖励,11094,1,154
2050120,道具,20501,天降宝物50级奖励,11118,1,153
2050121,道具,20501,天降宝物50级奖励,11119,1,153
2050122,道具,20501,天降宝物50级奖励,11120,1,154
2050123,道具,20501,天降宝物50级奖励,11121,1,154
2050124,道具,20501,天降宝物50级奖励,11122,1,154
2050125,道具,20501,天降宝物50级奖励,11123,1,154
2050126,道具,20501,天降宝物50级奖励,11124,1,154
2050127,道具,20501,天降宝物50级奖励,100810,1,62
2050128,道具,20501,天降宝物50级奖励,100820,1,63
2050129,道具,20501,天降宝物50级奖励,100830,1,62
2050130,道具,20501,天降宝物50级奖励,100840,1,63
2050131,道具,20501,天降宝物50级奖励,100850,1,62
2050132,道具,20501,天降宝物50级奖励,100860,1,63
2050133,道具,20501,天降宝物50级奖励,100870,1,62
2050134,道具,20501,天降宝物50级奖励,100880,1,63
2050135,道具,20501,天降宝物50级奖励,11043,1,36
2050136,道具,20501,天降宝物50级奖励,11044,1,36
2050137,道具,20501,天降宝物50级奖励,11065,1,36
2050138,道具,20501,天降宝物50级奖励,11066,1,36
2050139,道具,20501,天降宝物50级奖励,11073,1,36
2050140,道具,20501,天降宝物50级奖励,11074,1,36
2050141,道具,20501,天降宝物50级奖励,11075,1,36
2050142,道具,20501,天降宝物50级奖励,11082,1,36
2050143,道具,20501,天降宝物50级奖励,11083,1,36
2050144,道具,20501,天降宝物50级奖励,11084,1,36
2050145,道具,20501,天降宝物50级奖励,11085,1,35
2050146,道具,20501,天降宝物50级奖励,11086,1,35
2050147,道具,20501,天降宝物50级奖励,11087,1,35
2050148,道具,20501,天降宝物50级奖励,11088,1,35
2050149,道具,20501,天降宝物50级奖励,2104,1,147
2050150,道具,20501,天降宝物50级奖励,2105,1,147
2050151,道具,20501,天降宝物50级奖励,2107,1,147
2050152,道具,20501,天降宝物50级奖励,2112,1,147
2050153,道具,20501,天降宝物50级奖励,2117,1,147
2050154,道具,20501,天降宝物50级奖励,2122,1,147
2050155,道具,20501,天降宝物50级奖励,2128,1,147
2050156,道具,20501,天降宝物50级奖励,2130,1,147
2050157,道具,20501,天降宝物50级奖励,2124,1,148
2050158,道具,20501,天降宝物50级奖励,2109,1,148
2050159,道具,20501,天降宝物50级奖励,2111,1,148
2050160,道具,20501,天降宝物50级奖励,2115,1,148
2050161,道具,20501,天降宝物50级奖励,2110,1,148
2050162,道具,20501,天降宝物50级奖励,2114,1,148
2050163,道具,20501,天降宝物50级奖励,2113,1,148
2050164,道具,20501,天降宝物50级奖励,2125,1,148
2050165,道具,20501,天降宝物50级奖励,2106,1,148
2050166,道具,20501,天降宝物50级奖励,2116,1,148
2050167,道具,20501,天降宝物50级奖励,2118,1,148
2050168,道具,20501,天降宝物50级奖励,2120,1,148
2050169,道具,20501,天降宝物50级奖励,2127,1,148
2050170,道具,20501,天降宝物50级奖励,2212,1,72
2050171,道具,20501,天降宝物50级奖励,2217,1,72
2050172,道具,20501,天降宝物50级奖励,2225,1,72
2050173,道具,20501,天降宝物50级奖励,2228,1,72
2050174,道具,20501,天降宝物50级奖励,2205,1,72
2050175,道具,20501,天降宝物50级奖励,2227,1,72
2050176,道具,20501,天降宝物50级奖励,2214,1,71
2050177,道具,20501,天降宝物50级奖励,2223,1,71
2050178,道具,20501,天降宝物50级奖励,2230,1,71
2050179,道具,20501,天降宝物50级奖励,2204,1,71
2050180,道具,20501,天降宝物50级奖励,2206,1,71
2050181,道具,20501,天降宝物50级奖励,2209,1,71
2050182,道具,20501,天降宝物50级奖励,2211,1,71
2050183,道具,20501,天降宝物50级奖励,2218,1,71
2050184,道具,20501,天降宝物50级奖励,2005,1,125
2050185,道具,20501,天降宝物50级奖励,2006,1,125
2050186,道具,20501,天降宝物50级奖励,2009,1,125
2050187,道具,20501,天降宝物50级奖励,2014,1,125
2050188,道具,20501,天降宝物50级奖励,2017,1,125
2050189,道具,20501,天降宝物50级奖励,2024,1,125
2050190,道具,20501,天降宝物50级奖励,2026,1,125
2050191,道具,20501,天降宝物50级奖励,2029,1,125
2050192,道具,20501,天降宝物50级奖励,2030,1,125
2050193,道具,20501,天降宝物50级奖励,2015,1,125
2050194,道具,20201,天降宝物50级奖励,2021,1,125
2050195,道具,20501,天降宝物50级奖励,2018,1,125
2050196,道具,20501,天降宝物50级奖励,60001,1,400
2050197,道具,20501,天降宝物50级奖励,60002,1,400
2050198,道具,20501,天降宝物50级奖励,40023,1,490
2050199,道具,20501,天降宝物50级奖励,40051,1,10
#,,,,,,
2060101,道具,20601,天降宝物60级奖励,100890,1,7
2060102,道具,20601,天降宝物60级奖励,100900,1,7
2060103,道具,20601,天降宝物60级奖励,100910,1,7
2060104,道具,20601,天降宝物60级奖励,100920,1,7
2060105,道具,20601,天降宝物60级奖励,100930,1,8
2060106,道具,20601,天降宝物60级奖励,100940,1,8
2060107,道具,20601,天降宝物60级奖励,101180,1,8
2060108,道具,20601,天降宝物60级奖励,101190,1,8
2060109,道具,20601,天降宝物60级奖励,101200,1,8
2060110,道具,20601,天降宝物60级奖励,101210,1,8
2060111,道具,20601,天降宝物60级奖励,101220,1,8
2060112,道具,20601,天降宝物60级奖励,101230,1,8
2060113,道具,20601,天降宝物60级奖励,101240,1,8
2060114,道具,20601,天降宝物60级奖励,11089,1,100
2060115,道具,20601,天降宝物60级奖励,11090,1,100
2060116,道具,20601,天降宝物60级奖励,11091,1,100
2060117,道具,20601,天降宝物60级奖励,11092,1,100
2060118,道具,20601,天降宝物60级奖励,11093,1,100
2060119,道具,20601,天降宝物60级奖励,11094,1,100
2060120,道具,20601,天降宝物60级奖励,11118,1,200
2060121,道具,20601,天降宝物60级奖励,11119,1,200
2060122,道具,20601,天降宝物60级奖励,11120,1,200
2060123,道具,20601,天降宝物60级奖励,11121,1,200
2060124,道具,20601,天降宝物60级奖励,11122,1,200
2060125,道具,20601,天降宝物60级奖励,11123,1,200
2060126,道具,20601,天降宝物60级奖励,11124,1,200
2060127,道具,20601,天降宝物60级奖励,100810,1,62
2060128,道具,20601,天降宝物60级奖励,100820,1,63
2060129,道具,20601,天降宝物60级奖励,100830,1,62
2060130,道具,20601,天降宝物60级奖励,100840,1,63
2060131,道具,20601,天降宝物60级奖励,100850,1,62
2060132,道具,20601,天降宝物60级奖励,100860,1,63
2060133,道具,20601,天降宝物60级奖励,100870,1,62
2060134,道具,20601,天降宝物60级奖励,100880,1,63
2060135,道具,20601,天降宝物60级奖励,2104,1,171
2060136,道具,20601,天降宝物60级奖励,2105,1,171
2060137,道具,20601,天降宝物60级奖励,2107,1,171
2060138,道具,20601,天降宝物60级奖励,2112,1,171
2060139,道具,20601,天降宝物60级奖励,2117,1,171
2060140,道具,20601,天降宝物60级奖励,2122,1,171
2060141,道具,20601,天降宝物60级奖励,2128,1,171
2060142,道具,20601,天降宝物60级奖励,2130,1,172
2060143,道具,20601,天降宝物60级奖励,2124,1,172
2060144,道具,20601,天降宝物60级奖励,2109,1,172
2060145,道具,20601,天降宝物60级奖励,2111,1,172
2060146,道具,20601,天降宝物60级奖励,2115,1,172
2060147,道具,20601,天降宝物60级奖励,2110,1,172
2060148,道具,20601,天降宝物60级奖励,2114,1,172
2060149,道具,20601,天降宝物60级奖励,2113,1,172
2060150,道具,20601,天降宝物60级奖励,2125,1,172
2060151,道具,20601,天降宝物60级奖励,2106,1,171
2060152,道具,20601,天降宝物60级奖励,2116,1,171
2060153,道具,20601,天降宝物60级奖励,2118,1,171
2060154,道具,20601,天降宝物60级奖励,2120,1,171
2060155,道具,20601,天降宝物60级奖励,2127,1,171
2060156,道具,20601,天降宝物60级奖励,2212,1,71
2060157,道具,20601,天降宝物60级奖励,2217,1,71
2060158,道具,20601,天降宝物60级奖励,2225,1,71
2060159,道具,20601,天降宝物60级奖励,2228,1,71
2060160,道具,20601,天降宝物60级奖励,2205,1,71
2060161,道具,20601,天降宝物60级奖励,2227,1,71
2060162,道具,20601,天降宝物60级奖励,2214,1,71
2060163,道具,20601,天降宝物60级奖励,2223,1,71
2060164,道具,20601,天降宝物60级奖励,2230,1,72
2060165,道具,20601,天降宝物60级奖励,2204,1,72
2060166,道具,20601,天降宝物60级奖励,2206,1,72
2060167,道具,20601,天降宝物60级奖励,2209,1,72
2060168,道具,20601,天降宝物60级奖励,2211,1,72
2060169,道具,20601,天降宝物60级奖励,2218,1,72
2060170,道具,20601,天降宝物60级奖励,2005,1,125
2060171,道具,20601,天降宝物60级奖励,2006,1,125
2060172,道具,20601,天降宝物60级奖励,2009,1,125
2060173,道具,20601,天降宝物60级奖励,2014,1,125
2060174,道具,20601,天降宝物60级奖励,2017,1,125
2060175,道具,20601,天降宝物60级奖励,2024,1,125
2060176,道具,20601,天降宝物60级奖励,2026,1,125
2060177,道具,20601,天降宝物60级奖励,2029,1,125
2060178,道具,20601,天降宝物60级奖励,2030,1,125
2060179,道具,20601,天降宝物60级奖励,2015,1,125
2060180,道具,20601,天降宝物60级奖励,2021,1,125
2060181,道具,20601,天降宝物60级奖励,2018,1,125
2060182,道具,20601,天降宝物60级奖励,60001,1,400
2060183,道具,20601,天降宝物60级奖励,60002,1,400
2060184,道具,20601,天降宝物60级奖励,40024,1,490
2060185,道具,20601,天降宝物60级奖励,40051,1,10
#,,,,,,
2070101,道具,20701,天降宝物70级奖励,100890,1,7
2070102,道具,20701,天降宝物70级奖励,100900,1,7
2070103,道具,20701,天降宝物70级奖励,100910,1,7
2070104,道具,20701,天降宝物70级奖励,100920,1,7
2070105,道具,20701,天降宝物70级奖励,100930,1,8
2070106,道具,20701,天降宝物70级奖励,100940,1,8
2070107,道具,20701,天降宝物70级奖励,101180,1,8
2070108,道具,20701,天降宝物70级奖励,101190,1,8
2070109,道具,20701,天降宝物70级奖励,101200,1,8
2070110,道具,20701,天降宝物70级奖励,101210,1,8
2070111,道具,20701,天降宝物70级奖励,101220,1,8
2070112,道具,20701,天降宝物70级奖励,101230,1,8
2070113,道具,20701,天降宝物70级奖励,101240,1,8
2070114,道具,20701,天降宝物70级奖励,11089,1,100
2070115,道具,20701,天降宝物70级奖励,11090,1,100
2070116,道具,20701,天降宝物70级奖励,11091,1,100
2070117,道具,20701,天降宝物70级奖励,11092,1,100
2070118,道具,20701,天降宝物70级奖励,11093,1,100
2070119,道具,20701,天降宝物70级奖励,11094,1,100
2070120,道具,20701,天降宝物70级奖励,11118,1,200
2070121,道具,20701,天降宝物70级奖励,11119,1,200
2070122,道具,20701,天降宝物70级奖励,11120,1,200
2070123,道具,20701,天降宝物70级奖励,11121,1,200
2070124,道具,20701,天降宝物70级奖励,11122,1,200
2070125,道具,20701,天降宝物70级奖励,11123,1,200
2070126,道具,20701,天降宝物70级奖励,11124,1,200
2070127,道具,20701,天降宝物70级奖励,100810,1,62
2070128,道具,20701,天降宝物70级奖励,100820,1,63
2070129,道具,20701,天降宝物70级奖励,100830,1,62
2070130,道具,20701,天降宝物70级奖励,100840,1,63
2070131,道具,20701,天降宝物70级奖励,100850,1,62
2070132,道具,20701,天降宝物70级奖励,100860,1,63
2070133,道具,20701,天降宝物70级奖励,100870,1,62
2070134,道具,20701,天降宝物70级奖励,100880,1,63
2070135,道具,20701,天降宝物70级奖励,2104,1,171
2070136,道具,20701,天降宝物70级奖励,2105,1,171
2070137,道具,20701,天降宝物70级奖励,2107,1,171
2070138,道具,20701,天降宝物70级奖励,2112,1,171
2070139,道具,20701,天降宝物70级奖励,2117,1,171
2070140,道具,20701,天降宝物70级奖励,2122,1,171
2070141,道具,20701,天降宝物70级奖励,2128,1,171
2070142,道具,20701,天降宝物70级奖励,2130,1,172
2070143,道具,20701,天降宝物70级奖励,2124,1,172
2070144,道具,20701,天降宝物70级奖励,2109,1,172
2070145,道具,20701,天降宝物70级奖励,2111,1,172
2070146,道具,20701,天降宝物70级奖励,2115,1,172
2070147,道具,20701,天降宝物70级奖励,2110,1,172
2070148,道具,20701,天降宝物70级奖励,2114,1,172
2070149,道具,20701,天降宝物70级奖励,2113,1,172
2070150,道具,20701,天降宝物70级奖励,2125,1,172
2070151,道具,20701,天降宝物70级奖励,2106,1,171
2070152,道具,20701,天降宝物70级奖励,2116,1,171
2070153,道具,20701,天降宝物70级奖励,2118,1,171
2070154,道具,20701,天降宝物70级奖励,2120,1,171
2070155,道具,20701,天降宝物70级奖励,2127,1,171
2070156,道具,20701,天降宝物70级奖励,2212,1,71
2070157,道具,20701,天降宝物70级奖励,2217,1,71
2070158,道具,20701,天降宝物70级奖励,2225,1,71
2070159,道具,20701,天降宝物70级奖励,2228,1,71
2070160,道具,20701,天降宝物70级奖励,2205,1,71
2070161,道具,20701,天降宝物70级奖励,2227,1,71
2070162,道具,20701,天降宝物70级奖励,2214,1,71
2070163,道具,20701,天降宝物70级奖励,2223,1,71
2070164,道具,20701,天降宝物70级奖励,2230,1,72
2070165,道具,20701,天降宝物70级奖励,2204,1,72
2070166,道具,20701,天降宝物70级奖励,2206,1,72
2070167,道具,20701,天降宝物70级奖励,2209,1,72
2070168,道具,20701,天降宝物70级奖励,2211,1,72
2070169,道具,20701,天降宝物70级奖励,2218,1,72
2070170,道具,20701,天降宝物70级奖励,2005,1,125
2070171,道具,20701,天降宝物70级奖励,2006,1,125
2070172,道具,20701,天降宝物70级奖励,2009,1,125
2070173,道具,20701,天降宝物70级奖励,2014,1,125
2070174,道具,20701,天降宝物70级奖励,2017,1,125
2070175,道具,20701,天降宝物70级奖励,2024,1,125
2070176,道具,20701,天降宝物70级奖励,2026,1,125
2070177,道具,20701,天降宝物70级奖励,2029,1,125
2070178,道具,20701,天降宝物70级奖励,2030,1,125
2070179,道具,20701,天降宝物70级奖励,2015,1,125
2070180,道具,20701,天降宝物70级奖励,2021,1,125
2070181,道具,20701,天降宝物70级奖励,2018,1,125
2070182,道具,20701,天降宝物70级奖励,60001,1,400
2070183,道具,20701,天降宝物70级奖励,60002,1,400
2070184,道具,20701,天降宝物70级奖励,40024,1,490
2070185,道具,20701,天降宝物70级奖励,40051,1,10
#,,,,,,
2080101,道具,20801,天降宝物80级奖励,100890,1,7
2080102,道具,20801,天降宝物80级奖励,100900,1,7
2080103,道具,20801,天降宝物80级奖励,100910,1,7
2080104,道具,20801,天降宝物80级奖励,100920,1,7
2080105,道具,20801,天降宝物80级奖励,100930,1,8
2080106,道具,20801,天降宝物80级奖励,100940,1,8
2080107,道具,20801,天降宝物80级奖励,101180,1,8
2080108,道具,20801,天降宝物80级奖励,101190,1,8
2080109,道具,20801,天降宝物80级奖励,101200,1,8
2080110,道具,20801,天降宝物80级奖励,101210,1,8
2080111,道具,20801,天降宝物80级奖励,101220,1,8
2080112,道具,20801,天降宝物80级奖励,101230,1,8
2080113,道具,20801,天降宝物80级奖励,101240,1,8
2080114,道具,20801,天降宝物80级奖励,11089,1,100
2080115,道具,20801,天降宝物80级奖励,11090,1,100
2080116,道具,20801,天降宝物80级奖励,11091,1,100
2080117,道具,20801,天降宝物80级奖励,11092,1,100
2080118,道具,20801,天降宝物80级奖励,11093,1,100
2080119,道具,20801,天降宝物80级奖励,11094,1,100
2080120,道具,20801,天降宝物80级奖励,11118,1,200
2080121,道具,20801,天降宝物80级奖励,11119,1,200
2080122,道具,20801,天降宝物80级奖励,11120,1,200
2080123,道具,20801,天降宝物80级奖励,11121,1,200
2080124,道具,20801,天降宝物80级奖励,11122,1,200
2080125,道具,20801,天降宝物80级奖励,11123,1,200
2080126,道具,20801,天降宝物80级奖励,11124,1,200
2080127,道具,20801,天降宝物80级奖励,100810,1,62
2080128,道具,20801,天降宝物80级奖励,100820,1,63
2080129,道具,20801,天降宝物80级奖励,100830,1,62
2080130,道具,20801,天降宝物80级奖励,100840,1,63
2080131,道具,20801,天降宝物80级奖励,100850,1,62
2080132,道具,20801,天降宝物80级奖励,100860,1,63
2080133,道具,20801,天降宝物80级奖励,100870,1,62
2080134,道具,20801,天降宝物80级奖励,100880,1,63
2080135,道具,20801,天降宝物80级奖励,2104,1,171
2080136,道具,20801,天降宝物80级奖励,2105,1,171
2080137,道具,20801,天降宝物80级奖励,2107,1,171
2080138,道具,20801,天降宝物80级奖励,2112,1,171
2080139,道具,20801,天降宝物80级奖励,2117,1,171
2080140,道具,20801,天降宝物80级奖励,2122,1,171
2080141,道具,20801,天降宝物80级奖励,2128,1,171
2080142,道具,20801,天降宝物80级奖励,2130,1,172
2080143,道具,20801,天降宝物80级奖励,2124,1,172
2080144,道具,20801,天降宝物80级奖励,2109,1,172
2080145,道具,20801,天降宝物80级奖励,2111,1,172
2080146,道具,20801,天降宝物80级奖励,2115,1,172
2080147,道具,20801,天降宝物80级奖励,2110,1,172
2080148,道具,20801,天降宝物80级奖励,2114,1,172
2080149,道具,20801,天降宝物80级奖励,2113,1,172
2080150,道具,20801,天降宝物80级奖励,2125,1,172
2080151,道具,20801,天降宝物80级奖励,2106,1,171
2080152,道具,20801,天降宝物80级奖励,2116,1,171
2080153,道具,20801,天降宝物80级奖励,2118,1,171
2080154,道具,20801,天降宝物80级奖励,2120,1,171
2080155,道具,20801,天降宝物80级奖励,2127,1,171
2080156,道具,20801,天降宝物80级奖励,2212,1,71
2080157,道具,20801,天降宝物80级奖励,2217,1,71
2080158,道具,20801,天降宝物80级奖励,2225,1,71
2080159,道具,20801,天降宝物80级奖励,2228,1,71
2080160,道具,20801,天降宝物80级奖励,2205,1,71
2080161,道具,20801,天降宝物80级奖励,2227,1,71
2080162,道具,20801,天降宝物80级奖励,2214,1,71
2080163,道具,20801,天降宝物80级奖励,2223,1,71
2080164,道具,20801,天降宝物80级奖励,2230,1,72
2080165,道具,20801,天降宝物80级奖励,2204,1,72
2080166,道具,20801,天降宝物80级奖励,2206,1,72
2080167,道具,20801,天降宝物80级奖励,2209,1,72
2080168,道具,20801,天降宝物80级奖励,2211,1,72
2080169,道具,20801,天降宝物80级奖励,2218,1,72
2080170,道具,20801,天降宝物80级奖励,2005,1,125
2080171,道具,20801,天降宝物80级奖励,2006,1,125
2080172,道具,20801,天降宝物80级奖励,2009,1,125
2080173,道具,20801,天降宝物80级奖励,2014,1,125
2080174,道具,20801,天降宝物80级奖励,2017,1,125
2080175,道具,20801,天降宝物80级奖励,2024,1,125
2080176,道具,20801,天降宝物80级奖励,2026,1,125
2080177,道具,20801,天降宝物80级奖励,2029,1,125
2080178,道具,20801,天降宝物80级奖励,2030,1,125
2080179,道具,20801,天降宝物80级奖励,2015,1,125
2080180,道具,20801,天降宝物80级奖励,2021,1,125
2080181,道具,20801,天降宝物80级奖励,2018,1,125
2080182,道具,20801,天降宝物80级奖励,60001,1,400
2080183,道具,20801,天降宝物80级奖励,60002,1,400
2080184,道具,20801,天降宝物80级奖励,40024,1,490
2080185,道具,20801,天降宝物80级奖励,40051,1,10
#,,,,,,
2090101,道具,20901,天降宝物90级奖励,100890,1,7
2090102,道具,20901,天降宝物90级奖励,100900,1,7
2090103,道具,20901,天降宝物90级奖励,100910,1,7
2090104,道具,20901,天降宝物90级奖励,100920,1,7
2090105,道具,20901,天降宝物90级奖励,100930,1,8
2090106,道具,20901,天降宝物90级奖励,100940,1,8
2090107,道具,20901,天降宝物90级奖励,101180,1,8
2090108,道具,20901,天降宝物90级奖励,101190,1,8
2090109,道具,20901,天降宝物90级奖励,101200,1,8
2090110,道具,20901,天降宝物90级奖励,101210,1,8
2090111,道具,20901,天降宝物90级奖励,101220,1,8
2090112,道具,20901,天降宝物90级奖励,101230,1,8
2090113,道具,20901,天降宝物90级奖励,101240,1,8
2090114,道具,20901,天降宝物90级奖励,11089,1,100
2090115,道具,20901,天降宝物90级奖励,11090,1,100
2090116,道具,20901,天降宝物90级奖励,11091,1,100
2090117,道具,20901,天降宝物90级奖励,11092,1,100
2090118,道具,20901,天降宝物90级奖励,11093,1,100
2090119,道具,20901,天降宝物90级奖励,11094,1,100
2090120,道具,20901,天降宝物90级奖励,11118,1,200
2090121,道具,20901,天降宝物90级奖励,11119,1,200
2090122,道具,20901,天降宝物90级奖励,11120,1,200
2090123,道具,20901,天降宝物90级奖励,11121,1,200
2090124,道具,20901,天降宝物90级奖励,11122,1,200
2090125,道具,20901,天降宝物90级奖励,11123,1,200
2090126,道具,20901,天降宝物90级奖励,11124,1,200
2090127,道具,20901,天降宝物90级奖励,100810,1,62
2090128,道具,20901,天降宝物90级奖励,100820,1,63
2090129,道具,20901,天降宝物90级奖励,100830,1,62
2090130,道具,20901,天降宝物90级奖励,100840,1,63
2090131,道具,20901,天降宝物90级奖励,100850,1,62
2090132,道具,20901,天降宝物90级奖励,100860,1,63
2090133,道具,20901,天降宝物90级奖励,100870,1,62
2090134,道具,20901,天降宝物90级奖励,100880,1,63
2090135,道具,20901,天降宝物90级奖励,2104,1,171
2090136,道具,20901,天降宝物90级奖励,2105,1,171
2090137,道具,20901,天降宝物90级奖励,2107,1,171
2090138,道具,20901,天降宝物90级奖励,2112,1,171
2090139,道具,20901,天降宝物90级奖励,2117,1,171
2090140,道具,20901,天降宝物90级奖励,2122,1,171
2090141,道具,20901,天降宝物90级奖励,2128,1,171
2090142,道具,20901,天降宝物90级奖励,2130,1,172
2090143,道具,20901,天降宝物90级奖励,2124,1,172
2090144,道具,20901,天降宝物90级奖励,2109,1,172
2090145,道具,20901,天降宝物90级奖励,2111,1,172
2090146,道具,20901,天降宝物90级奖励,2115,1,172
2090147,道具,20901,天降宝物90级奖励,2110,1,172
2090148,道具,20901,天降宝物90级奖励,2114,1,172
2090149,道具,20901,天降宝物90级奖励,2113,1,172
2090150,道具,20901,天降宝物90级奖励,2125,1,172
2090151,道具,20901,天降宝物90级奖励,2106,1,171
2090152,道具,20901,天降宝物90级奖励,2116,1,171
2090153,道具,20901,天降宝物90级奖励,2118,1,171
2090154,道具,20901,天降宝物90级奖励,2120,1,171
2090155,道具,20901,天降宝物90级奖励,2127,1,171
2090156,道具,20901,天降宝物90级奖励,2212,1,71
2090157,道具,20901,天降宝物90级奖励,2217,1,71
2090158,道具,20901,天降宝物90级奖励,2225,1,71
2090159,道具,20901,天降宝物90级奖励,2228,1,71
2090160,道具,20901,天降宝物90级奖励,2205,1,71
2090161,道具,20901,天降宝物90级奖励,2227,1,71
2090162,道具,20901,天降宝物90级奖励,2214,1,71
2090163,道具,20901,天降宝物90级奖励,2223,1,71
2090164,道具,20901,天降宝物90级奖励,2230,1,72
2090165,道具,20901,天降宝物90级奖励,2204,1,72
2090166,道具,20901,天降宝物90级奖励,2206,1,72
2090167,道具,20901,天降宝物90级奖励,2209,1,72
2090168,道具,20901,天降宝物90级奖励,2211,1,72
2090169,道具,20901,天降宝物90级奖励,2218,1,72
2090170,道具,20901,天降宝物90级奖励,2005,1,125
2090171,道具,20901,天降宝物90级奖励,2006,1,125
2090172,道具,20901,天降宝物90级奖励,2009,1,125
2090173,道具,20901,天降宝物90级奖励,2014,1,125
2090174,道具,20901,天降宝物90级奖励,2017,1,125
2090175,道具,20901,天降宝物90级奖励,2024,1,125
2090176,道具,20901,天降宝物90级奖励,2026,1,125
2090177,道具,20901,天降宝物90级奖励,2029,1,125
2090178,道具,20901,天降宝物90级奖励,2030,1,125
2090179,道具,20901,天降宝物90级奖励,2015,1,125
2090180,道具,20901,天降宝物90级奖励,2021,1,125
2090181,道具,20901,天降宝物90级奖励,2018,1,125
2090182,道具,20901,天降宝物90级奖励,60001,1,400
2090183,道具,20901,天降宝物90级奖励,60002,1,400
2090184,道具,20901,天降宝物90级奖励,40024,1,490
2090185,道具,20901,天降宝物90级奖励,40051,1,10
#,,,,,,
2100101,道具,21001,天降宝物100级奖励,100890,1,7
2100102,道具,21001,天降宝物100级奖励,100900,1,7
2100103,道具,21001,天降宝物100级奖励,100910,1,7
2100104,道具,21001,天降宝物100级奖励,100920,1,7
2100105,道具,21001,天降宝物100级奖励,100930,1,8
2100106,道具,21001,天降宝物100级奖励,100940,1,8
2100107,道具,21001,天降宝物100级奖励,101180,1,8
2100108,道具,21001,天降宝物100级奖励,101190,1,8
2100109,道具,21001,天降宝物100级奖励,101200,1,8
2100110,道具,21001,天降宝物100级奖励,101210,1,8
2100111,道具,21001,天降宝物100级奖励,101220,1,8
2100112,道具,21001,天降宝物100级奖励,101230,1,8
2100113,道具,21001,天降宝物100级奖励,101240,1,8
2100114,道具,21001,天降宝物100级奖励,11089,1,100
2100115,道具,21001,天降宝物100级奖励,11090,1,100
2100116,道具,21001,天降宝物100级奖励,11091,1,100
2100117,道具,21001,天降宝物100级奖励,11092,1,100
2100118,道具,21001,天降宝物100级奖励,11093,1,100
2100119,道具,21001,天降宝物100级奖励,11094,1,100
2100120,道具,21001,天降宝物100级奖励,11118,1,200
2100121,道具,21001,天降宝物100级奖励,11119,1,200
2100122,道具,21001,天降宝物100级奖励,11120,1,200
2100123,道具,21001,天降宝物100级奖励,11121,1,200
2100124,道具,21001,天降宝物100级奖励,11122,1,200
2100125,道具,21001,天降宝物100级奖励,11123,1,200
