Table:CsvMysteryShop,,,,,,,,,,,,
tid,level,commodity_group,num,is_free,paid_refresh,commodity_id,discription:s,price_type:PriceType,price,,,
3015028,30,5,2,1,111,2005,银白十字军碎片,英魂,180,,,
3015029,30,5,2,1,111,2009,大主教碎片,英魂,180,,,
3015030,30,5,2,1,111,2015,天灾首领碎片,英魂,180,,,
3015031,30,5,2,1,111,2010,大法师碎片,英魂,270,,,
3015032,30,5,2,1,111,2013,灰舌死誓者碎片,英魂,270,,,
3015033,30,5,2,1,111,2016,暮光首领碎片,英魂,270,,,
3015034,30,5,2,1,111,2021,符文图腾碎片,英魂,180,,,
3015035,30,5,2,1,111,2018,恐惧魔王碎片,英魂,180,,,
3015036,30,5,2,1,111,2023,盘牙女王碎片,英魂,180,,,
3015037,30,5,1,1,143,2104,影牙指挥官碎片,英魂,30,,,
3015038,30,5,1,1,143,2105,血色指挥官碎片,英魂,30,,,
3015039,30,5,1,1,143,2107,大检察官碎片,英魂,30,,,
3015040,30,5,1,1,143,2112,影牙堡主碎片,英魂,30,,,
3015041,30,5,1,1,143,2117,灰葬男爵碎片,英魂,30,,,
3015042,30,5,1,1,143,2122,荆棘谷猎手碎片,英魂,30,,,
3015043,30,5,1,1,143,2109,审讯官碎片,英魂,30,,,
3015044,30,5,1,1,143,2128,大范碎片,英魂,30,,,
3015045,30,5,1,1,143,2130,凡妮莎碎片,英魂,30,,,
3015046,30,5,1,1,143,2124,沙顶酋长碎片,英魂,30,,,
3015047,30,5,1,1,143,2111,巫妖碎片,英魂,30,,,
3015048,30,5,1,1,143,2115,督军碎片,英魂,30,,,
3015049,30,5,1,1,143,2110,奥法师碎片,英魂,30,,,
3015050,30,5,1,1,143,2114,水占师碎片,英魂,30,,,
3015051,30,5,1,1,143,2113,预言者碎片,英魂,30,,,
3015052,30,5,1,1,143,2125,赫洛德碎片,英魂,30,,,
3015053,30,5,1,1,143,2106,大帝碎片,英魂,30,,,
3015054,30,5,1,1,143,2116,加丁碎片,英魂,30,,,
3015055,30,5,1,1,143,2118,巴纳扎尔碎片,英魂,30,,,
3015056,30,5,1,1,143,2120,被诅咒的塞雷布拉斯碎片,英魂,30,,,
3015057,30,5,1,1,143,2127,黑手碎片,英魂,30,,,
3015058,30,5,2,1,143,2104,影牙指挥官碎片,英魂,60,,,
3015059,30,5,2,1,143,2105,血色指挥官碎片,英魂,60,,,
3015060,30,5,2,1,142,2107,大检察官碎片,英魂,60,,,
3015061,30,5,2,1,143,2112,影牙堡主碎片,英魂,60,,,
3015062,30,5,2,1,142,2117,灰葬男爵碎片,英魂,60,,,
3015063,30,5,2,1,142,2122,荆棘谷猎手碎片,英魂,60,,,
3015064,30,5,2,1,143,2109,审讯官碎片,英魂,60,,,
3015065,30,5,2,1,143,2128,大范碎片,英魂,60,,,
3015066,30,5,2,1,143,2130,凡妮莎碎片,英魂,60,,,
3015067,30,5,2,1,143,2124,沙顶酋长碎片,英魂,60,,,
3015068,30,5,2,1,143,2111,巫妖碎片,英魂,60,,,
3015069,30,5,2,1,143,2115,督军碎片,英魂,60,,,
3015070,30,5,2,1,143,2110,奥法师碎片,英魂,60,,,
3015071,30,5,2,1,143,2114,水占师碎片,英魂,60,,,
3015072,30,5,2,1,143,2113,预言者碎片,英魂,60,,,
3015073,30,5,2,1,143,2125,赫洛德碎片,英魂,60,,,
3015074,30,5,2,1,143,2106,大帝碎片,英魂,60,,,
3015075,30,5,2,1,143,2116,加丁碎片,英魂,60,,,
3015076,30,5,2,1,142,2118,巴纳扎尔碎片,英魂,60,,,
3015077,30,5,2,1,142,2120,被诅咒的塞雷布拉斯碎片,英魂,60,,,
3015078,30,5,2,1,142,2127,黑手碎片,英魂,60,,,
3016001,30,6,1,1,1400,42001,宁神花,英魂,10,,,
3016002,30,6,1,1,1400,42002,银叶草,英魂,10,,,
3016003,30,6,1,1,1300,42003,石南草,英魂,10,,,
3016004,30,6,1,1,900,42004,荆棘藻,英魂,10,,,
3016005,30,6,2,1,1120,42001,宁神花,英魂,20,,,
3016006,30,6,2,1,1120,42002,银叶草,英魂,20,,,
3016007,30,6,2,1,1040,42003,石南草,英魂,20,,,
3016008,30,6,2,1,720,42004,荆棘藻,英魂,20,,,
3016009,30,6,3,1,280,42001,宁神花,英魂,30,,,
3016010,30,6,3,1,280,42002,银叶草,英魂,30,,,
3016011,30,6,3,1,260,42003,石南草,英魂,30,,,
3016012,30,6,3,1,180,42004,荆棘藻,英魂,30,,,
3021001,30,1,1,2,0,200011,初级格挡之一,钻石,100,,,
3021002,30,1,1,2,0,200012,初级格挡之二,钻石,100,,,
3021003,30,1,1,2,0,200013,初级格挡之三,钻石,100,,,
3021004,30,1,1,2,0,200111,初级抵抗之一,钻石,100,,,
3021005,30,1,1,2,0,200112,初级抵抗之二,钻石,100,,,
3021006,30,1,1,2,0,200113,初级抵抗之三,钻石,100,,,
3021007,30,1,1,2,0,200211,初级命中之一,钻石,100,,,
3021008,30,1,1,2,0,200212,初级命中之二,钻石,100,,,
3021009,30,1,1,2,0,200213,初级命中之三,钻石,100,,,
3021010,30,1,1,2,0,200311,初级闪避之一,钻石,100,,,
3021011,30,1,1,2,0,200312,初级闪避之二,钻石,100,,,
3021012,30,1,1,2,0,200313,初级闪避之三,钻石,100,,,
3021013,30,1,1,2,0,200411,初级暴击之一,钻石,100,,,
3021014,30,1,1,2,0,200412,初级暴击之二,钻石,100,,,
3021015,30,1,1,2,0,200413,初级暴击之三,钻石,100,,,
3021016,30,1,1,2,350,200611,初级速度之一,钻石,100,,,
3021017,30,1,1,2,350,200612,初级速度之二,钻石,100,,,
3021018,30,1,1,2,350,200613,初级速度之三,钻石,100,,,
3021019,30,1,1,2,350,200711,初级血量之一,钻石,100,,,
3021020,30,1,1,2,350,200712,初级血量之二,钻石,100,,,
3021021,30,1,1,2,350,200713,初级血量之三,钻石,100,,,
3021022,30,1,1,2,0,200811,初级韧性之一,钻石,100,,,
3021023,30,1,1,2,0,200812,初级韧性之二,钻石,100,,,
3021024,30,1,1,2,0,200813,初级韧性之三,钻石,100,,,
3021025,30,1,1,2,350,200911,初级物攻之一,钻石,100,,,
3021026,30,1,1,2,350,200912,初级物攻之二,钻石,100,,,
3021027,30,1,1,2,350,200913,初级物攻之三,钻石,100,,,
3021028,30,1,1,2,350,201011,初级物防之一,钻石,100,,,
3021029,30,1,1,2,350,201012,初级物防之二,钻石,100,,,
3021030,30,1,1,2,350,201013,初级物防之三,钻石,100,,,
3021031,30,1,1,2,350,201111,初级法攻之一,钻石,100,,,
3021032,30,1,1,2,350,201112,初级法攻之二,钻石,100,,,
3021033,30,1,1,2,350,201113,初级法攻之三,钻石,100,,,
3021034,30,1,1,2,350,201211,初级法防之一,钻石,100,,,
3021035,30,1,1,2,350,201212,初级法防之二,钻石,100,,,
3021036,30,1,1,2,350,201213,初级法防之三,钻石,100,,,
3021037,30,1,1,2,0,201311,初级穿透之一,钻石,100,,,
3021038,30,1,1,2,0,201312,初级穿透之二,钻石,100,,,
3021039,30,1,1,2,0,201313,初级穿透之三,钻石,100,,,
3021040,30,1,1,2,0,201511,初级受治疗之一,钻石,100,,,
3021041,30,1,1,2,0,201512,初级受治疗之二,钻石,100,,,
3021042,30,1,1,2,0,201513,初级受治疗之三,钻石,100,,,
3021043,30,1,1,2,0,200021,中级格挡之一,钻石,1000,,,
3021044,30,1,1,2,0,200022,中级格挡之二,钻石,1000,,,
3021045,30,1,1,2,0,200023,中级格挡之三,钻石,1000,,,
3021046,30,1,1,2,0,200024,中级格挡之四,钻石,1000,,,
3021047,30,1,1,2,0,200121,中级抵抗之一,钻石,1000,,,
3021048,30,1,1,2,0,200122,中级抵抗之二,钻石,1000,,,
3021049,30,1,1,2,0,200123,中级抵抗之三,钻石,1000,,,
3021050,30,1,1,2,0,200124,中级抵抗之四,钻石,1000,,,
3021051,30,1,1,2,0,200221,中级命中之一,钻石,1000,,,
3021052,30,1,1,2,0,200222,中级命中之二,钻石,1000,,,
3021053,30,1,1,2,0,200223,中级命中之三,钻石,1000,,,
3021054,30,1,1,2,0,200224,中级命中之四,钻石,1000,,,
3021055,30,1,1,2,0,200321,中级闪避之一,钻石,1000,,,
3021056,30,1,1,2,0,200322,中级闪避之二,钻石,1000,,,
3021057,30,1,1,2,0,200323,中级闪避之三,钻石,1000,,,
3021058,30,1,1,2,0,200324,中级闪避之四,钻石,1000,,,
3021059,30,1,1,2,0,200421,中级暴击之一,钻石,1000,,,
3021060,30,1,1,2,0,200422,中级暴击之二,钻石,1000,,,
3021061,30,1,1,2,0,200423,中级暴击之三,钻石,1000,,,
3021062,30,1,1,2,0,200424,中级暴击之四,钻石,1000,,,
3021063,30,1,1,2,154,200621,中级速度之一,钻石,800,,,
3021064,30,1,1,2,154,200622,中级速度之二,钻石,800,,,
3021065,30,1,1,2,154,200623,中级速度之三,钻石,800,,,
3021066,30,1,1,2,154,200624,中级速度之四,钻石,800,,,
3021067,30,1,1,2,155,200721,中级血量之一,钻石,800,,,
3021068,30,1,1,2,155,200722,中级血量之二,钻石,800,,,
3021069,30,1,1,2,155,200723,中级血量之三,钻石,800,,,
3021070,30,1,1,2,155,200724,中级血量之四,钻石,800,,,
3021071,30,1,1,2,0,200821,中级韧性之一,钻石,1000,,,
3021072,30,1,1,2,0,200822,中级韧性之二,钻石,1000,,,
3021073,30,1,1,2,0,200823,中级韧性之三,钻石,1000,,,
3021074,30,1,1,2,0,200824,中级韧性之四,钻石,1000,,,
3021075,30,1,1,2,154,200921,中级物攻之一,钻石,800,,,
3021076,30,1,1,2,154,200922,中级物攻之二,钻石,800,,,
3021077,30,1,1,2,154,200923,中级物攻之三,钻石,800,,,
3021078,30,1,1,2,154,200924,中级物攻之四,钻石,800,,,
3021079,30,1,1,2,154,201021,中级物防之一,钻石,800,,,
3021080,30,1,1,2,154,201022,中级物防之二,钻石,800,,,
3021081,30,1,1,2,154,201023,中级物防之三,钻石,800,,,
3021082,30,1,1,2,154,201024,中级物防之四,钻石,800,,,
3021083,30,1,1,2,154,201121,中级法攻之一,钻石,800,,,
3021084,30,1,1,2,154,201122,中级法攻之二,钻石,800,,,
3021085,30,1,1,2,154,201123,中级法攻之三,钻石,800,,,
3021086,30,1,1,2,154,201124,中级法攻之四,钻石,800,,,
3021087,30,1,1,2,154,201221,中级法防之一,钻石,800,,,
3021088,30,1,1,2,154,201222,中级法防之二,钻石,800,,,
3021089,30,1,1,2,154,201223,中级法防之三,钻石,800,,,
3021090,30,1,1,2,154,201224,中级法防之四,钻石,800,,,
3021091,30,1,1,2,0,201321,中级穿透之一,钻石,1000,,,
3021092,30,1,1,2,0,201322,中级穿透之二,钻石,1000,,,
3021093,30,1,1,2,0,201323,中级穿透之三,钻石,1000,,,
3021094,30,1,1,2,0,201324,中级穿透之四,钻石,1000,,,
3021095,30,1,1,2,0,201521,中级受治疗之一,钻石,1000,,,
3021096,30,1,1,2,0,201522,中级受治疗之二,钻石,1000,,,
3021097,30,1,1,2,0,201523,中级受治疗之三,钻石,1000,,,
3021098,30,1,1,2,0,201524,中级受治疗之四,钻石,1000,,,
3022001,30,2,750,2,1000,108,战魂,钻石,50,,,
3022002,30,2,1500,2,2000,108,战魂,钻石,100,,,
3022003,30,2,3000,2,1000,108,战魂,钻石,200,,,
3022004,30,2,20000,2,600,107,铜币,钻石,30,,,
3022005,30,2,50000,2,300,107,铜币,钻石,75,,,
3022006,30,2,100000,2,100,107,铜币,钻石,150,,,
3022007,30,2,1,2,3000,40053,鉴定之书,钻石,25,,,
3022008,30,2,1,2,2000,40053,鉴定之书,英魂,25,,,
3023001,30,3,1,2,279,2006,暴风摄政王碎片,英魂,90,,,
3023002,30,3,1,2,279,2014,霜狼督军碎片,英魂,90,,,
3023003,30,3,1,2,279,2017,基丹碎片,英魂,90,,,
3023004,30,3,1,2,279,2026,山丘之王碎片,英魂,90,,,
3023005,30,3,1,2,279,2029,守望者碎片,英魂,90,,,
3023006,30,3,1,2,279,2030,刺客碎片,英魂,90,,,
3023007,30,3,1,2,278,2008,先知碎片,英魂,135,,,
3023008,30,3,1,2,278,2010,大法师碎片,英魂,135,,,
3023009,30,3,1,2,279,2013,灰舌死誓者碎片,英魂,135,,,
3023010,30,3,1,2,279,2024,暗矛巨魔碎片,英魂,90,,,
3023011,30,3,1,2,279,2005,银白十字军碎片,英魂,90,,,
3023012,30,3,1,2,278,2009,大主教碎片,英魂,90,,,
3023013,30,3,1,2,279,2015,天灾首领碎片,英魂,90,,,
3023014,30,3,1,2,278,2016,暮光首领碎片,英魂,135,,,
3023015,30,3,1,2,278,2021,符文图腾碎片,英魂,90,,,
3023016,30,3,1,2,278,2018,恐惧魔王碎片,英魂,90,,,
3023017,30,3,1,2,278,2023,盘牙女王碎片,英魂,90,,,
3023018,30,3,1,2,278,2003,血魔碎片,英魂,135,,,
3023019,30,3,2,2,277,2003,血魔碎片,英魂,270,,,
3023020,30,3,2,2,277,2006,暴风摄政王碎片,英魂,180,,,
3023021,30,3,2,2,277,2014,霜狼督军碎片,英魂,180,,,
3023022,30,3,2,2,277,2017,基丹碎片,英魂,180,,,
3023023,30,3,2,2,277,2026,山丘之王碎片,英魂,180,,,
3023024,30,3,2,2,277,2029,守望者碎片,英魂,180,,,
3023025,30,3,2,2,277,2030,刺客碎片,英魂,180,,,
3023026,30,3,2,2,277,2008,先知碎片,英魂,270,,,
3023027,30,3,2,2,277,2024,暗矛巨魔碎片,英魂,180,,,
3023028,30,3,2,2,277,2005,银白十字军碎片,英魂,180,,,
3023029,30,3,2,2,277,2009,大主教碎片,英魂,180,,,
3023030,30,3,2,2,277,2015,天灾首领碎片,英魂,180,,,
3023031,30,3,2,2,277,2010,大法师碎片,英魂,270,,,
3023032,30,3,2,2,277,2013,灰舌死誓者碎片,英魂,270,,,
3023033,30,3,2,2,277,2016,暮光首领碎片,英魂,270,,,
3023034,30,3,2,2,277,2021,符文图腾碎片,英魂,180,,,
3023035,30,3,2,2,277,2018,恐惧魔王碎片,英魂,180,,,
3023036,30,3,2,2,277,2023,盘牙女王碎片,英魂,180,,,
3024001,30,4,1,2,239,2104,影牙指挥官碎片,英魂,30,,,
3024002,30,4,1,2,239,2105,血色指挥官碎片,英魂,30,,,
3024003,30,4,1,2,239,2107,大检察官碎片,英魂,30,,,
3024004,30,4,1,2,238,2112,影牙堡主碎片,英魂,30,,,
3024005,30,4,1,2,239,2117,灰葬男爵碎片,英魂,30,,,
3024006,30,4,1,2,238,2122,荆棘谷猎手碎片,英魂,30,,,
3024007,30,4,1,2,238,2109,审讯官碎片,英魂,30,,,
3024008,30,4,1,2,238,2128,大范碎片,英魂,30,,,
3024009,30,4,1,2,238,2130,凡妮莎碎片,英魂,30,,,
3024010,30,4,1,2,238,2124,沙顶酋长碎片,英魂,30,,,
3024011,30,4,1,2,238,2111,巫妖碎片,英魂,30,,,
3024012,30,4,1,2,238,2115,督军碎片,英魂,30,,,
3024013,30,4,1,2,238,2110,奥法师碎片,英魂,30,,,
3024014,30,4,1,2,238,2114,水占师碎片,英魂,30,,,
3024015,30,4,1,2,238,2113,预言者碎片,英魂,30,,,
3024016,30,4,1,2,238,2125,赫洛德碎片,英魂,30,,,
3024017,30,4,1,2,238,2106,大帝碎片,英魂,30,,,
3024018,30,4,1,2,238,2116,加丁碎片,英魂,30,,,
3024019,30,4,1,2,238,2118,巴纳扎尔碎片,英魂,30,,,
3024020,30,4,1,2,238,2120,被诅咒的塞雷布拉斯碎片,英魂,30,,,
3024021,30,4,1,2,238,2127,黑手碎片,英魂,30,,,
3024022,30,4,2,2,238,2104,影牙指挥官碎片,英魂,60,,,
3024023,30,4,2,2,238,2105,血色指挥官碎片,英魂,60,,,
3024024,30,4,2,2,238,2107,大检察官碎片,英魂,60,,,
3024025,30,4,2,2,238,2112,影牙堡主碎片,英魂,60,,,
3024026,30,4,2,2,238,2117,灰葬男爵碎片,英魂,60,,,
3024027,30,4,2,2,238,2122,荆棘谷猎手碎片,英魂,60,,,
3024028,30,4,2,2,238,2109,审讯官碎片,英魂,60,,,
3024029,30,4,2,2,238,2128,大范碎片,英魂,60,,,
3024030,30,4,2,2,238,2130,凡妮莎碎片,英魂,60,,,
3024031,30,4,2,2,238,2124,沙顶酋长碎片,英魂,60,,,
3024032,30,4,2,2,238,2111,巫妖碎片,英魂,60,,,
3024033,30,4,2,2,238,2115,督军碎片,英魂,60,,,
3024034,30,4,2,2,238,2110,奥法师碎片,英魂,60,,,
3024035,30,4,2,2,238,2114,水占师碎片,英魂,60,,,
3024036,30,4,2,2,238,2113,预言者碎片,英魂,60,,,
3024037,30,4,2,2,238,2125,赫洛德碎片,英魂,60,,,
3024038,30,4,2,2,238,2106,大帝碎片,英魂,60,,,
3024039,30,4,2,2,238,2116,加丁碎片,英魂,60,,,
3024040,30,4,2,2,238,2118,巴纳扎尔碎片,英魂,60,,,
3024041,30,4,2,2,238,2120,被诅咒的塞雷布拉斯碎片,英魂,60,,,
3024042,30,4,2,2,238,2127,黑手碎片,英魂,60,,,
3025001,30,5,1,2,111,2006,暴风摄政王碎片,英魂,90,,,
3025002,30,5,1,2,111,2014,霜狼督军碎片,英魂,90,,,
3025003,30,5,1,2,111,2017,基丹碎片,英魂,90,,,
3025004,30,5,1,2,111,2026,山丘之王碎片,英魂,90,,,
3025005,30,5,1,2,112,2029,守望者碎片,英魂,90,,,
3025006,30,5,1,2,112,2030,刺客碎片,英魂,90,,,
3025007,30,5,1,2,111,2008,先知碎片,英魂,135,,,
3025008,30,5,1,2,111,2010,大法师碎片,英魂,135,,,
3025009,30,5,1,2,111,2013,灰舌死誓者碎片,英魂,135,,,
3025010,30,5,1,2,111,2024,暗矛巨魔碎片,英魂,90,,,
3025011,30,5,1,2,112,2005,银白十字军碎片,英魂,90,,,
3025012,30,5,1,2,111,2009,大主教碎片,英魂,90,,,
3025013,30,5,1,2,111,2015,天灾首领碎片,英魂,90,,,
3025014,30,5,1,2,111,2016,暮光首领碎片,英魂,135,,,
3025015,30,5,1,2,111,2021,符文图腾碎片,英魂,90,,,
3025016,30,5,1,2,112,2018,恐惧魔王碎片,英魂,90,,,
3025017,30,5,1,2,111,2023,盘牙女王碎片,英魂,90,,,
3025018,30,5,1,2,111,2003,血魔碎片,英魂,135,,,
3025019,30,5,2,2,111,2003,血魔碎片,英魂,270,,,
3025020,30,5,2,2,111,2006,暴风摄政王碎片,英魂,180,,,
3025021,30,5,2,2,111,2014,霜狼督军碎片,英魂,180,,,
3025022,30,5,2,2,111,2017,基丹碎片,英魂,180,,,
3025023,30,5,2,2,111,2026,山丘之王碎片,英魂,180,,,
3025024,30,5,2,2,111,2029,守望者碎片,英魂,180,,,
3025025,30,5,2,2,111,2030,刺客碎片,英魂,180,,,
3025026,30,5,2,2,111,2008,先知碎片,英魂,270,,,
3025027,30,5,2,2,111,2024,暗矛巨魔碎片,英魂,180,,,
3025028,30,5,2,2,111,2005,银白十字军碎片,英魂,180,,,
3025029,30,5,2,2,111,2009,大主教碎片,英魂,180,,,
3025030,30,5,2,2,111,2015,天灾首领碎片,英魂,180,,,
3025031,30,5,2,2,111,2010,大法师碎片,英魂,270,,,
3025032,30,5,2,2,111,2013,灰舌死誓者碎片,英魂,270,,,
3025033,30,5,2,2,111,2016,暮光首领碎片,英魂,270,,,
3025034,30,5,2,2,111,2021,符文图腾碎片,英魂,180,,,
3025035,30,5,2,2,111,2018,恐惧魔王碎片,英魂,180,,,
3025036,30,5,2,2,111,2023,盘牙女王碎片,英魂,180,,,
3025037,30,5,1,2,143,2104,影牙指挥官碎片,英魂,30,,,
3025038,30,5,1,2,143,2105,血色指挥官碎片,英魂,30,,,
3025039,30,5,1,2,143,2107,大检察官碎片,英魂,30,,,
3025040,30,5,1,2,143,2112,影牙堡主碎片,英魂,30,,,
3025041,30,5,1,2,143,2117,灰葬男爵碎片,英魂,30,,,
3025042,30,5,1,2,143,2122,荆棘谷猎手碎片,英魂,30,,,
3025043,30,5,1,2,143,2109,审讯官碎片,英魂,30,,,
3025044,30,5,1,2,143,2128,大范碎片,英魂,30,,,
3025045,30,5,1,2,143,2130,凡妮莎碎片,英魂,30,,,
3025046,30,5,1,2,143,2124,沙顶酋长碎片,英魂,30,,,
3025047,30,5,1,2,143,2111,巫妖碎片,英魂,30,,,
3025048,30,5,1,2,143,2115,督军碎片,英魂,30,,,
3025049,30,5,1,2,143,2110,奥法师碎片,英魂,30,,,
3025050,30,5,1,2,143,2114,水占师碎片,英魂,30,,,
3025051,30,5,1,2,143,2113,预言者碎片,英魂,30,,,
3025052,30,5,1,2,143,2125,赫洛德碎片,英魂,30,,,
3025053,30,5,1,2,143,2106,大帝碎片,英魂,30,,,
3025054,30,5,1,2,143,2116,加丁碎片,英魂,30,,,
3025055,30,5,1,2,143,2118,巴纳扎尔碎片,英魂,30,,,
3025056,30,5,1,2,143,2120,被诅咒的塞雷布拉斯碎片,英魂,30,,,
3025057,30,5,1,2,143,2127,黑手碎片,英魂,30,,,
3025058,30,5,2,2,143,2104,影牙指挥官碎片,英魂,60,,,
3025059,30,5,2,2,143,2105,血色指挥官碎片,英魂,60,,,
3025060,30,5,2,2,142,2107,大检察官碎片,英魂,60,,,
3025061,30,5,2,2,143,2112,影牙堡主碎片,英魂,60,,,
3025062,30,5,2,2,142,2117,灰葬男爵碎片,英魂,60,,,
3025063,30,5,2,2,142,2122,荆棘谷猎手碎片,英魂,60,,,
3025064,30,5,2,2,143,2109,审讯官碎片,英魂,60,,,
3025065,30,5,2,2,143,2128,大范碎片,英魂,60,,,
3025066,30,5,2,2,143,2130,凡妮莎碎片,英魂,60,,,
3025067,30,5,2,2,143,2124,沙顶酋长碎片,英魂,60,,,
3025068,30,5,2,2,143,2111,巫妖碎片,英魂,60,,,
3025069,30,5,2,2,143,2115,督军碎片,英魂,60,,,
3025070,30,5,2,2,143,2110,奥法师碎片,英魂,60,,,
3025071,30,5,2,2,143,2114,水占师碎片,英魂,60,,,
3025072,30,5,2,2,143,2113,预言者碎片,英魂,60,,,
3025073,30,5,2,2,143,2125,赫洛德碎片,英魂,60,,,
3025074,30,5,2,2,143,2106,大帝碎片,英魂,60,,,
3025075,30,5,2,2,143,2116,加丁碎片,英魂,60,,,
3025076,30,5,2,2,142,2118,巴纳扎尔碎片,英魂,60,,,
3025077,30,5,2,2,142,2120,被诅咒的塞雷布拉斯碎片,英魂,60,,,
3025078,30,5,2,2,142,2127,黑手碎片,英魂,60,,,
3026001,30,6,1,2,1400,42001,宁神花,英魂,10,,,
3026002,30,6,1,2,1400,42002,银叶草,英魂,10,,,
3026003,30,6,1,2,1300,42003,石南草,英魂,10,,,
3026004,30,6,1,2,900,42004,荆棘藻,英魂,10,,,
3026005,30,6,2,2,1120,42001,宁神花,英魂,20,,,
3026006,30,6,2,2,1120,42002,银叶草,英魂,20,,,
3026007,30,6,2,2,1040,42003,石南草,英魂,20,,,
3026008,30,6,2,2,720,42004,荆棘藻,英魂,20,,,
3026009,30,6,3,2,280,42001,宁神花,英魂,30,,,
3026010,30,6,3,2,280,42002,银叶草,英魂,30,,,
3026011,30,6,3,2,260,42003,石南草,英魂,30,,,
3026012,30,6,3,2,180,42004,荆棘藻,英魂,30,,,
4011001,40,1,1,1,0,200011,初级格挡之一,钻石,100,,,
4011002,40,1,1,1,0,200012,初级格挡之二,钻石,100,,,
4011003,40,1,1,1,0,200013,初级格挡之三,钻石,100,,,
4011004,40,1,1,1,0,200111,初级抵抗之一,钻石,100,,,
4011005,40,1,1,1,0,200112,初级抵抗之二,钻石,100,,,
4011006,40,1,1,1,0,200113,初级抵抗之三,钻石,100,,,
4011007,40,1,1,1,0,200211,初级命中之一,钻石,100,,,
4011008,40,1,1,1,0,200212,初级命中之二,钻石,100,,,
4011009,40,1,1,1,0,200213,初级命中之三,钻石,100,,,
4011010,40,1,1,1,0,200311,初级闪避之一,钻石,100,,,
4011011,40,1,1,1,0,200312,初级闪避之二,钻石,100,,,
4011012,40,1,1,1,0,200313,初级闪避之三,钻石,100,,,
4011013,40,1,1,1,0,200411,初级暴击之一,钻石,100,,,
4011014,40,1,1,1,0,200412,初级暴击之二,钻石,100,,,
4011015,40,1,1,1,0,200413,初级暴击之三,钻石,100,,,
4011016,40,1,1,1,350,200611,初级速度之一,钻石,100,,,
4011017,40,1,1,1,350,200612,初级速度之二,钻石,100,,,
4011018,40,1,1,1,350,200613,初级速度之三,钻石,100,,,
4011019,40,1,1,1,350,200711,初级血量之一,钻石,100,,,
4011020,40,1,1,1,350,200712,初级血量之二,钻石,100,,,
4011021,40,1,1,1,350,200713,初级血量之三,钻石,100,,,
4011022,40,1,1,1,0,200811,初级韧性之一,钻石,100,,,
4011023,40,1,1,1,0,200812,初级韧性之二,钻石,100,,,
4011024,40,1,1,1,0,200813,初级韧性之三,钻石,100,,,
4011025,40,1,1,1,350,200911,初级物攻之一,钻石,100,,,
4011026,40,1,1,1,350,200912,初级物攻之二,钻石,100,,,
4011027,40,1,1,1,350,200913,初级物攻之三,钻石,100,,,
4011028,40,1,1,1,350,201011,初级物防之一,钻石,100,,,
4011029,40,1,1,1,350,201012,初级物防之二,钻石,100,,,
4011030,40,1,1,1,350,201013,初级物防之三,钻石,100,,,
4011031,40,1,1,1,350,201111,初级法攻之一,钻石,100,,,
4011032,40,1,1,1,350,201112,初级法攻之二,钻石,100,,,
4011033,40,1,1,1,350,201113,初级法攻之三,钻石,100,,,
4011034,40,1,1,1,350,201211,初级法防之一,钻石,100,,,
4011035,40,1,1,1,350,201212,初级法防之二,钻石,100,,,
4011036,40,1,1,1,350,201213,初级法防之三,钻石,100,,,
4011037,40,1,1,1,0,201311,初级穿透之一,钻石,100,,,
4011038,40,1,1,1,0,201312,初级穿透之二,钻石,100,,,
4011039,40,1,1,1,0,201313,初级穿透之三,钻石,100,,,
4011040,40,1,1,1,0,201511,初级受治疗之一,钻石,100,,,
4011041,40,1,1,1,0,201512,初级受治疗之二,钻石,100,,,
4011042,40,1,1,1,0,201513,初级受治疗之三,钻石,100,,,
4011043,40,1,1,1,0,200021,中级格挡之一,钻石,1000,,,
4011044,40,1,1,1,0,200022,中级格挡之二,钻石,1000,,,
4011045,40,1,1,1,0,200023,中级格挡之三,钻石,1000,,,
4011046,40,1,1,1,0,200024,中级格挡之四,钻石,1000,,,
4011047,40,1,1,1,0,200121,中级抵抗之一,钻石,1000,,,
4011048,40,1,1,1,0,200122,中级抵抗之二,钻石,1000,,,
4011049,40,1,1,1,0,200123,中级抵抗之三,钻石,1000,,,
4011050,40,1,1,1,0,200124,中级抵抗之四,钻石,1000,,,
4011051,40,1,1,1,0,200221,中级命中之一,钻石,1000,,,
4011052,40,1,1,1,0,200222,中级命中之二,钻石,1000,,,
4011053,40,1,1,1,0,200223,中级命中之三,钻石,1000,,,
4011054,40,1,1,1,0,200224,中级命中之四,钻石,1000,,,
4011055,40,1,1,1,0,200321,中级闪避之一,钻石,1000,,,
4011056,40,1,1,1,0,200322,中级闪避之二,钻石,1000,,,
4011057,40,1,1,1,0,200323,中级闪避之三,钻石,1000,,,
4011058,40,1,1,1,0,200324,中级闪避之四,钻石,1000,,,
4011059,40,1,1,1,0,200421,中级暴击之一,钻石,1000,,,
4011060,40,1,1,1,0,200422,中级暴击之二,钻石,1000,,,
4011061,40,1,1,1,0,200423,中级暴击之三,钻石,1000,,,
4011062,40,1,1,1,0,200424,中级暴击之四,钻石,1000,,,
4011063,40,1,1,1,154,200621,中级速度之一,钻石,800,,,
4011064,40,1,1,1,154,200622,中级速度之二,钻石,800,,,
4011065,40,1,1,1,154,200623,中级速度之三,钻石,800,,,
4011066,40,1,1,1,154,200624,中级速度之四,钻石,800,,,
4011067,40,1,1,1,155,200721,中级血量之一,钻石,800,,,
