Table:CsvLimitedShop,,,,,,,,,
tid,level,commodity_group,num,is_free,paid_refresh,commodity_id,discription:s,price_type:PriceType,price
3021026,30,1,2,2,39,2014,霜狼督军碎片,英魂,180
3021027,30,1,2,2,40,2017,基丹碎片,英魂,180
3021028,30,1,2,2,39,2029,守望者碎片,英魂,180
3021029,30,1,2,2,39,2030,刺客碎片,英魂,180
3021030,30,1,2,2,39,2026,山丘之王碎片,英魂,180
3021031,30,1,2,2,40,2005,银白十字军碎片,英魂,180
3021032,30,1,2,2,39,2024,暗矛巨魔碎片,英魂,180
3021033,30,1,2,2,39,2009,大主教碎片,英魂,180
3021034,30,1,2,2,39,2015,天灾首领碎片,英魂,180
3021035,30,1,2,2,39,2021,符文图腾碎片,英魂,180
3021036,30,1,2,2,39,2018,恐惧魔王碎片,英魂,180
3021037,30,1,2,2,39,2023,盘牙女王碎片,英魂,180
3022001,30,2,1,2,496,100890,乔丹法杖,英魂,1000
3022002,30,2,1,2,496,100900,一闪,英魂,1000
3022003,30,2,1,2,497,100910,法力风暴护腿,英魂,1000
3022004,30,2,1,2,497,100920,狮心头盔,英魂,1000
3022005,30,2,1,2,497,100930,洞察法袍,英魂,1000
3022006,30,2,1,2,497,100940,黑色龙鳞战靴,英魂,1000
3022007,30,2,1,2,2,101180,亮木法杖,钻石,1200
3022008,30,2,1,2,2,101190,斩首者康恩,钻石,1200
3022009,30,2,1,2,2,101200,踏云腿甲,钻石,1200
3022010,30,2,1,2,2,101210,风蛇的拥抱,钻石,1200
3022011,30,2,1,2,2,101220,烈焰之环,钻石,1200
3022012,30,2,1,2,2,101230,闪避之靴,钻石,1200
3022013,30,2,1,2,2,101240,龙之召唤,钻石,1200
3022014,30,2,1,2,1,101410,院长之杖,钻石,2000
3022015,30,2,1,2,1,101420,奥兰纳的拥抱,钻石,2000
3022016,30,2,1,2,1,101430,泰坦护腿,钻石,2000
3022017,30,2,1,2,1,101440,瑞文戴尔之剑,钻石,2000
3022018,30,2,1,2,1,101450,纳尔维之盔,钻石,2000
3022019,30,2,1,2,1,101460,熔岩犬皮靴,钻石,2000
3022020,30,2,1,2,1150,11089,乔丹法杖碎片,英魂,100
3022021,30,2,1,2,1150,11090,一闪碎片,英魂,100
3022022,30,2,1,2,1150,11091,法力风暴护腿碎片,英魂,100
3022023,30,2,1,2,1150,11092,狮心头盔碎片,英魂,100
3022024,30,2,1,2,1150,11093,洞察法袍碎片,英魂,100
3022025,30,2,1,2,1150,11094,黑色龙鳞战靴碎片,英魂,100
3022026,30,2,1,2,10,11118,亮木法杖碎片,钻石,120
3022027,30,2,1,2,10,11119,斩首者康恩碎片,钻石,120
3022028,30,2,1,2,10,11120,踏云腿甲碎片,钻石,120
3022029,30,2,1,2,10,11121,风蛇的拥抱碎片,钻石,120
3022030,30,2,1,2,10,11122,烈焰之环碎片,钻石,120
3022031,30,2,1,2,10,11123,闪避之靴碎片,钻石,120
3022032,30,2,1,2,10,11124,龙之召唤碎片,钻石,120
3022033,30,2,1,2,5,11141,院长之杖碎片,钻石,200
3022034,30,2,1,2,5,11142,奥兰纳的拥抱碎片,钻石,200
3022035,30,2,1,2,5,11143,泰坦护腿碎片,钻石,200
3022036,30,2,1,2,5,11144,瑞文戴尔之剑碎片,钻石,200
3022037,30,2,1,2,5,11145,纳尔维之盔碎片,钻石,200
3022038,30,2,1,2,5,11146,熔岩犬皮靴碎片,钻石,200
3023001,30,3,1,2,4800,40041,初级技能经验书,英魂,100
3023002,30,3,1,2,2400,40042,中级技能经验书,钻石,400
3023003,30,3,1,2,800,40043,高级技能经验书,钻石,800
3023004,30,3,1,2,183,201524,中级受治疗之四,钻石,900
3023005,30,3,1,2,184,201324,中级穿透之四,钻石,900
3023006,30,3,1,2,150,201224,中级法术防御之四,英魂,800
3023007,30,3,1,2,150,201124,中级法术攻击之四,英魂,800
3023008,30,3,1,2,150,201024,中级物理防御之四,英魂,800
3023009,30,3,1,2,150,200924,中级物理攻击之四,英魂,800
3023010,30,3,1,2,184,200824,中级韧性之四,钻石,900
3023011,30,3,1,2,150,200724,中级血量之四,英魂,800
3023012,30,3,1,2,150,200624,中级速度之四,钻石,900
3023013,30,3,1,2,0,200524,中级暴伤之四,钻石,1500
3023014,30,3,1,2,0,200424,中级暴击之四,钻石,900
3023015,30,3,1,2,0,200324,中级闪避之四,钻石,900
3023016,30,3,1,2,183,200224,中级命中之四,钻石,900
3023017,30,3,1,2,183,200124,中级抵抗之四,钻石,900
3023018,30,3,1,2,183,200024,中级格挡之四,钻石,900
3023019,30,3,1,2,0,201534,高级受治疗之四,钻石,5000
3023020,30,3,1,2,0,201334,高级穿透之四,钻石,5000
3023021,30,3,1,2,0,201234,高级法术防御之四,英魂,5000
3023022,30,3,1,2,0,201134,高级法术攻击之四,英魂,5000
3023023,30,3,1,2,0,201034,高级物理防御之四,英魂,5000
3023024,30,3,1,2,0,200934,高级物理攻击之四,英魂,5000
3023025,30,3,1,2,0,200834,高级韧性之四,钻石,5000
3023026,30,3,1,2,0,200734,高级血量之四,英魂,5000
3023027,30,3,1,2,0,200634,高级速度之四,钻石,5000
3023028,30,3,1,2,0,200534,高级暴伤之四,钻石,5000
3023029,30,3,1,2,0,200434,高级暴击之四,钻石,5000
3023030,30,3,1,2,0,200334,高级闪避之四,钻石,5000
3023031,30,3,1,2,0,200234,高级命中之四,钻石,5000
3023032,30,3,1,2,0,200134,高级抵抗之四,钻石,5000
3023033,30,3,1,2,0,200034,高级格挡之四,钻石,5000
3024001,30,4,1,2,408,2006,暴风摄政王碎片,英魂,90
3024002,30,4,1,2,408,2014,霜狼督军碎片,英魂,90
3024003,30,4,1,2,408,2017,基丹碎片,英魂,90
3024004,30,4,1,2,408,2029,守望者碎片,英魂,90
3024005,30,4,1,2,408,2030,刺客碎片,英魂,90
3024006,30,4,1,2,408,2026,山丘之王碎片,英魂,90
3024007,30,4,1,2,408,2005,银白十字军碎片,英魂,90
3024008,30,4,1,2,408,2024,暗矛巨魔碎片,英魂,90
3024009,30,4,1,2,408,2009,大主教碎片,英魂,90
3024010,30,4,1,2,407,2015,天灾首领碎片,英魂,90
3024011,30,4,1,2,407,2021,符文图腾碎片,英魂,90
3024012,30,4,1,2,407,2018,恐惧魔王碎片,英魂,90
3024013,30,4,1,2,407,2023,盘牙女王碎片,英魂,90
3024014,30,4,1,2,50,2104,影牙指挥官碎片,英魂,30
3024015,30,4,1,2,50,2105,血色指挥官碎片,英魂,30
3024016,30,4,1,2,50,2107,大检察官碎片,英魂,30
3024017,30,4,1,2,50,2112,影牙堡主碎片,英魂,30
3024018,30,4,1,2,50,2117,灰葬男爵碎片,英魂,30
3024019,30,4,1,2,50,2122,荆棘谷猎手碎片,英魂,30
3024020,30,4,1,2,50,2128,大范碎片,英魂,30
3024021,30,4,1,2,50,2130,凡妮莎碎片,英魂,30
3024022,30,4,1,2,50,2124,沙顶酋长碎片,英魂,30
3024023,30,4,1,2,50,2109,审讯官碎片,英魂,30
3024024,30,4,1,2,50,2111,巫妖碎片,英魂,30
3024025,30,4,1,2,50,2115,督军碎片,英魂,30
3024026,30,4,1,2,50,2110,奥法师碎片,英魂,30
3024027,30,4,1,2,50,2114,水占师碎片,英魂,30
3024028,30,4,1,2,50,2113,预言者碎片,英魂,30
3024029,30,4,1,2,50,2125,赫洛德碎片,英魂,30
3024030,30,4,1,2,50,2116,加丁碎片,英魂,30
3024031,30,4,1,2,50,2106,大帝碎片,英魂,30
3024032,30,4,1,2,50,2118,巴纳扎尔碎片,英魂,30
3024033,30,4,1,2,50,2120,被诅咒的塞雷布拉斯碎片,英魂,30
3024034,30,4,1,2,50,2127,黑手碎片,英魂,30
3024035,30,4,2,2,281,2006,暴风摄政王碎片,英魂,180
3024036,30,4,2,2,280,2014,霜狼督军碎片,英魂,180
3024037,30,4,2,2,281,2017,基丹碎片,英魂,180
3024038,30,4,2,2,281,2029,守望者碎片,英魂,180
3024039,30,4,2,2,281,2030,刺客碎片,英魂,180
3024040,30,4,2,2,281,2026,山丘之王碎片,英魂,180
3024041,30,4,2,2,281,2005,银白十字军碎片,英魂,180
3024042,30,4,2,2,280,2024,暗矛巨魔碎片,英魂,180
3024043,30,4,2,2,281,2009,大主教碎片,英魂,180
3024044,30,4,2,2,281,2015,天灾首领碎片,英魂,180
3024045,30,4,2,2,281,2021,符文图腾碎片,英魂,180
3024046,30,4,2,2,280,2018,恐惧魔王碎片,英魂,180
3024047,30,4,2,2,281,2023,盘牙女王碎片,英魂,180
3025001,30,5,1,2,952,201513,初级受治疗之三,钻石,100
3025002,30,5,1,2,952,201313,初级穿透之三,钻石,100
3025003,30,5,1,2,715,201213,初级法术防御之三,英魂,100
3025004,30,5,1,2,714,201113,初级法术攻击之三,英魂,100
3025005,30,5,1,2,715,201013,初级物理防御之三,英魂,100
3025006,30,5,1,2,714,200913,初级物理攻击之三,英魂,100
3025007,30,5,1,2,952,200813,初级韧性之三,钻石,100
3025008,30,5,1,2,715,200713,初级血量之三,英魂,100
3025009,30,5,1,2,715,200613,初级速度之三,英魂,100
3025010,30,5,1,2,0,200413,初级暴击之三,钻石,100
3025011,30,5,1,2,0,200313,初级闪避之三,钻石,100
3025012,30,5,1,2,952,200213,初级命中之三,钻石,100
3025013,30,5,1,2,952,200113,初级抵抗之三,钻石,100
3025014,30,5,1,2,952,200013,初级格挡之三,钻石,100
3026001,30,6,1,2,1400,42001,宁神花,英魂,10
3026002,30,6,1,2,1400,42002,银叶草,英魂,10
3026003,30,6,1,2,1300,42003,石南草,英魂,10
3026004,30,6,1,2,900,42004,荆棘藻,英魂,10
3026005,30,6,2,2,1120,42001,宁神花,英魂,20
3026006,30,6,2,2,1120,42002,银叶草,英魂,20
3026007,30,6,2,2,1040,42003,石南草,英魂,20
3026008,30,6,2,2,720,42004,荆棘藻,英魂,20
3026009,30,6,3,2,280,42001,宁神花,英魂,30
3026010,30,6,3,2,280,42002,银叶草,英魂,30
3026011,30,6,3,2,260,42003,石南草,英魂,30
3026012,30,6,3,2,180,42004,荆棘藻,英魂,30
4011001,40,1,1,1,1100,2012,逐日者碎片,英魂,270
4011002,40,1,1,1,1100,2011,克总碎片,英魂,270
4011003,40,1,1,1,1100,2027,牛头人酋长碎片,英魂,270
4011004,40,1,1,1,1100,2020,半神碎片,英魂,270
4011005,40,1,1,1,1100,2025,地狱咆哮碎片,英魂,270
4011006,40,1,1,1,1100,2004,图拉扬碎片,英魂,270
4011007,40,1,1,1,500,2008,先知碎片,英魂,135
4011008,40,1,1,1,500,2010,大法师碎片,英魂,135
4011009,40,1,1,1,500,2013,灰舌死誓者碎片,英魂,135
4011010,40,1,1,1,500,2016,暮光首领碎片,英魂,135
4011011,40,1,1,1,500,2003,血魔碎片,英魂,135
4011012,40,1,1,1,30,2006,暴风摄政王碎片,英魂,90
4011013,40,1,1,1,30,2014,霜狼督军碎片,英魂,90
4011014,40,1,1,1,30,2017,基丹碎片,英魂,90
4011015,40,1,1,1,30,2029,守望者碎片,英魂,90
4011016,40,1,1,1,30,2030,刺客碎片,英魂,90
4011017,40,1,1,1,30,2026,山丘之王碎片,英魂,90
4011018,40,1,1,1,30,2005,银白十字军碎片,英魂,90
4011019,40,1,1,1,30,2024,暗矛巨魔碎片,英魂,90
4011020,40,1,1,1,30,2009,大主教碎片,英魂,90
4011021,40,1,1,1,30,2015,天灾首领碎片,英魂,90
4011022,40,1,1,1,30,2021,符文图腾碎片,英魂,90
4011023,40,1,1,1,30,2018,恐惧魔王碎片,英魂,90
4011024,40,1,1,1,30,2023,盘牙女王碎片,英魂,90
4011025,40,1,2,1,40,2006,暴风摄政王碎片,英魂,180
4011026,40,1,2,1,39,2014,霜狼督军碎片,英魂,180
4011027,40,1,2,1,40,2017,基丹碎片,英魂,180
4011028,40,1,2,1,39,2029,守望者碎片,英魂,180
4011029,40,1,2,1,39,2030,刺客碎片,英魂,180
4011030,40,1,2,1,39,2026,山丘之王碎片,英魂,180
4011031,40,1,2,1,40,2005,银白十字军碎片,英魂,180
4011032,40,1,2,1,39,2024,暗矛巨魔碎片,英魂,180
4011033,40,1,2,1,39,2009,大主教碎片,英魂,180
4011034,40,1,2,1,39,2015,天灾首领碎片,英魂,180
4011035,40,1,2,1,39,2021,符文图腾碎片,英魂,180
4011036,40,1,2,1,39,2018,恐惧魔王碎片,英魂,180
4011037,40,1,2,1,39,2023,盘牙女王碎片,英魂,180
4012001,40,2,1,1,496,100890,乔丹法杖,英魂,1000
4012002,40,2,1,1,496,100900,一闪,英魂,1000
4012003,40,2,1,1,497,100910,法力风暴护腿,英魂,1000
4012004,40,2,1,1,497,100920,狮心头盔,英魂,1000
4012005,40,2,1,1,497,100930,洞察法袍,英魂,1000
4012006,40,2,1,1,497,100940,黑色龙鳞战靴,英魂,1000
4012007,40,2,1,1,2,101180,亮木法杖,钻石,1200
4012008,40,2,1,1,2,101190,斩首者康恩,钻石,1200
4012009,40,2,1,1,2,101200,踏云腿甲,钻石,1200
4012010,40,2,1,1,2,101210,风蛇的拥抱,钻石,1200
4012011,40,2,1,1,2,101220,烈焰之环,钻石,1200
4012012,40,2,1,1,2,101230,闪避之靴,钻石,1200
4012013,40,2,1,1,2,101240,龙之召唤,钻石,1200
4012014,40,2,1,1,1,101410,院长之杖,钻石,2000
4012015,40,2,1,1,1,101420,奥兰纳的拥抱,钻石,2000
4012016,40,2,1,1,1,101430,泰坦护腿,钻石,2000
4012017,40,2,1,1,1,101440,瑞文戴尔之剑,钻石,2000
4012018,40,2,1,1,1,101450,纳尔维之盔,钻石,2000
4012019,40,2,1,1,1,101460,熔岩犬皮靴,钻石,2000
4012020,40,2,1,1,1150,11089,乔丹法杖碎片,英魂,100
4012021,40,2,1,1,1150,11090,一闪碎片,英魂,100
4012022,40,2,1,1,1150,11091,法力风暴护腿碎片,英魂,100
4012023,40,2,1,1,1150,11092,狮心头盔碎片,英魂,100
4012024,40,2,1,1,1150,11093,洞察法袍碎片,英魂,100
4012025,40,2,1,1,1150,11094,黑色龙鳞战靴碎片,英魂,100
4012026,40,2,1,1,10,11118,亮木法杖碎片,钻石,120
4012027,40,2,1,1,10,11119,斩首者康恩碎片,钻石,120
4012028,40,2,1,1,10,11120,踏云腿甲碎片,钻石,120
4012029,40,2,1,1,10,11121,风蛇的拥抱碎片,钻石,120
4012030,40,2,1,1,10,11122,烈焰之环碎片,钻石,120
4012031,40,2,1,1,10,11123,闪避之靴碎片,钻石,120
4012032,40,2,1,1,10,11124,龙之召唤碎片,钻石,120
4012033,40,2,1,1,5,11141,院长之杖碎片,钻石,200
4012034,40,2,1,1,5,11142,奥兰纳的拥抱碎片,钻石,200
4012035,40,2,1,1,5,11143,泰坦护腿碎片,钻石,200
4012036,40,2,1,1,5,11144,瑞文戴尔之剑碎片,钻石,200
4012037,40,2,1,1,5,11145,纳尔维之盔碎片,钻石,200
4012038,40,2,1,1,5,11146,熔岩犬皮靴碎片,钻石,200
4013001,40,3,1,1,4800,40041,初级技能经验书,英魂,100
4013002,40,3,1,1,2400,40042,中级技能经验书,钻石,400
4013003,40,3,1,1,800,40043,高级技能经验书,钻石,800
4013004,40,3,1,1,183,201524,中级受治疗之四,钻石,900
4013005,40,3,1,1,184,201324,中级穿透之四,钻石,900
4013006,40,3,1,1,150,201224,中级法术防御之四,英魂,800
4013007,40,3,1,1,150,201124,中级法术攻击之四,英魂,800
4013008,40,3,1,1,150,201024,中级物理防御之四,英魂,800
4013009,40,3,1,1,150,200924,中级物理攻击之四,英魂,800
4013010,40,3,1,1,184,200824,中级韧性之四,钻石,900
4013011,40,3,1,1,150,200724,中级血量之四,英魂,800
4013012,40,3,1,1,150,200624,中级速度之四,钻石,900
4013013,40,3,1,1,0,200524,中级暴伤之四,钻石,1500
4013014,40,3,1,1,0,200424,中级暴击之四,钻石,900
4013015,40,3,1,1,0,200324,中级闪避之四,钻石,900
4013016,40,3,1,1,183,200224,中级命中之四,钻石,900
4013017,40,3,1,1,183,200124,中级抵抗之四,钻石,900
4013018,40,3,1,1,183,200024,中级格挡之四,钻石,900
4013019,40,3,1,1,0,201534,高级受治疗之四,钻石,5000
4013020,40,3,1,1,0,201334,高级穿透之四,钻石,5000
4013021,40,3,1,1,0,201234,高级法术防御之四,英魂,5000
4013022,40,3,1,1,0,201134,高级法术攻击之四,英魂,5000
4013023,40,3,1,1,0,201034,高级物理防御之四,英魂,5000
4013024,40,3,1,1,0,200934,高级物理攻击之四,英魂,5000
4013025,40,3,1,1,0,200834,高级韧性之四,钻石,5000
4013026,40,3,1,1,0,200734,高级血量之四,英魂,5000
4013027,40,3,1,1,0,200634,高级速度之四,钻石,5000
4013028,40,3,1,1,0,200534,高级暴伤之四,钻石,5000
4013029,40,3,1,1,0,200434,高级暴击之四,钻石,5000
4013030,40,3,1,1,0,200334,高级闪避之四,钻石,5000
4013031,40,3,1,1,0,200234,高级命中之四,钻石,5000
4013032,40,3,1,1,0,200134,高级抵抗之四,钻石,5000
4013033,40,3,1,1,0,200034,高级格挡之四,钻石,5000
4014001,40,4,1,1,408,2006,暴风摄政王碎片,英魂,90
4014002,40,4,1,1,408,2014,霜狼督军碎片,英魂,90
4014003,40,4,1,1,408,2017,基丹碎片,英魂,90
4014004,40,4,1,1,408,2029,守望者碎片,英魂,90
4014005,40,4,1,1,408,2030,刺客碎片,英魂,90
4014006,40,4,1,1,408,2026,山丘之王碎片,英魂,90
4014007,40,4,1,1,408,2005,银白十字军碎片,英魂,90
4014008,40,4,1,1,408,2024,暗矛巨魔碎片,英魂,90
4014009,40,4,1,1,408,2009,大主教碎片,英魂,90
4014010,40,4,1,1,407,2015,天灾首领碎片,英魂,90
4014011,40,4,1,1,407,2021,符文图腾碎片,英魂,90
4014012,40,4,1,1,407,2018,恐惧魔王碎片,英魂,90
4014013,40,4,1,1,407,2023,盘牙女王碎片,英魂,90
4014014,40,4,1,1,50,2104,影牙指挥官碎片,英魂,30
4014015,40,4,1,1,50,2105,血色指挥官碎片,英魂,30
4014016,40,4,1,1,50,2107,大检察官碎片,英魂,30
4014017,40,4,1,1,50,2112,影牙堡主碎片,英魂,30
4014018,40,4,1,1,50,2117,灰葬男爵碎片,英魂,30
4014019,40,4,1,1,50,2122,荆棘谷猎手碎片,英魂,30
4014020,40,4,1,1,50,2128,大范碎片,英魂,30
4014021,40,4,1,1,50,2130,凡妮莎碎片,英魂,30
4014022,40,4,1,1,50,2124,沙顶酋长碎片,英魂,30
4014023,40,4,1,1,50,2109,审讯官碎片,英魂,30
4014024,40,4,1,1,50,2111,巫妖碎片,英魂,30
4014025,40,4,1,1,50,2115,督军碎片,英魂,30
4014026,40,4,1,1,50,2110,奥法师碎片,英魂,30
4014027,40,4,1,1,50,2114,水占师碎片,英魂,30
4014028,40,4,1,1,50,2113,预言者碎片,英魂,30
4014029,40,4,1,1,50,2125,赫洛德碎片,英魂,30
4014030,40,4,1,1,50,2116,加丁碎片,英魂,30
4014031,40,4,1,1,50,2106,大帝碎片,英魂,30
4014032,40,4,1,1,50,2118,巴纳扎尔碎片,英魂,30
4014033,40,4,1,1,50,2120,被诅咒的塞雷布拉斯碎片,英魂,30
4014034,40,4,1,1,50,2127,黑手碎片,英魂,30
4014035,40,4,2,1,281,2006,暴风摄政王碎片,英魂,180
4014036,40,4,2,1,280,2014,霜狼督军碎片,英魂,180
4014037,40,4,2,1,281,2017,基丹碎片,英魂,180
4014038,40,4,2,1,281,2029,守望者碎片,英魂,180
4014039,40,4,2,1,281,2030,刺客碎片,英魂,180
4014040,40,4,2,1,281,2026,山丘之王碎片,英魂,180
4014041,40,4,2,1,281,2005,银白十字军碎片,英魂,180
4014042,40,4,2,1,280,2024,暗矛巨魔碎片,英魂,180
4014043,40,4,2,1,281,2009,大主教碎片,英魂,180
4014044,40,4,2,1,281,2015,天灾首领碎片,英魂,180
4014045,40,4,2,1,281,2021,符文图腾碎片,英魂,180
4014046,40,4,2,1,280,2018,恐惧魔王碎片,英魂,180
4014047,40,4,2,1,281,2023,盘牙女王碎片,英魂,180
4015001,40,5,1,1,952,201513,初级受治疗之三,钻石,100
4015002,40,5,1,1,952,201313,初级穿透之三,钻石,100
4015003,40,5,1,1,715,201213,初级法术防御之三,英魂,100
4015004,40,5,1,1,714,201113,初级法术攻击之三,英魂,100
4015005,40,5,1,1,715,201013,初级物理防御之三,英魂,100
4015006,40,5,1,1,714,200913,初级物理攻击之三,英魂,100
4015007,40,5,1,1,952,200813,初级韧性之三,钻石,100
4015008,40,5,1,1,715,200713,初级血量之三,英魂,100
4015009,40,5,1,1,715,200613,初级速度之三,英魂,100
4015010,40,5,1,1,0,200413,初级暴击之三,钻石,100
4015011,40,5,1,1,0,200313,初级闪避之三,钻石,100
4015012,40,5,1,1,952,200213,初级命中之三,钻石,100
4015013,40,5,1,1,952,200113,初级抵抗之三,钻石,100
4015014,40,5,1,1,952,200013,初级格挡之三,钻石,100
4016001,40,6,1,1,166,42001,宁神花,英魂,10
4016002,40,6,1,1,166,42002,银叶草,英魂,10
4016003,40,6,1,1,166,42003,石南草,英魂,10
4016004,40,6,1,1,166,42004,荆棘藻,英魂,10
4016005,40,6,1,1,535,42011,幽灵菇,英魂,10
4016006,40,6,1,1,535,42012,火焰花,英魂,10
4016007,40,6,1,1,533,42013,野葡萄藤,英魂,10
4016008,40,6,1,1,533,42014,太阳草,英魂,10
4016009,40,6,1,1,533,42015,格罗姆之血,英魂,10
4016010,40,6,2,1,167,42001,宁神花,英魂,20
4016011,40,6,2,1,166,42002,银叶草,英魂,20
4016012,40,6,2,1,166,42003,石南草,英魂,20
4016013,40,6,2,1,166,42004,荆棘藻,英魂,20
4016014,40,6,2,1,535,42011,幽灵菇,英魂,20
4016015,40,6,2,1,535,42012,火焰花,英魂,20
4016016,40,6,2,1,533,42013,野葡萄藤,英魂,20
4016017,40,6,2,1,533,42014,太阳草,英魂,20
4016018,40,6,2,1,533,42015,格罗姆之血,英魂,20
4016019,40,6,3,1,166,42001,宁神花,英魂,30
4016020,40,6,3,1,166,42002,银叶草,英魂,30
4016021,40,6,3,1,166,42003,石南草,英魂,30
4016022,40,6,3,1,166,42004,荆棘藻,英魂,30
4016023,40,6,3,1,535,42011,幽灵菇,英魂,30
4016024,40,6,3,1,535,42012,火焰花,英魂,30
4016025,40,6,3,1,533,42013,野葡萄藤,英魂,30
4016026,40,6,3,1,533,42014,太阳草,英魂,30
4016027,40,6,3,1,533,42015,格罗姆之血,英魂,30
4021001,40,1,1,2,1100,2012,逐日者碎片,英魂,270
4021002,40,1,1,2,1100,2011,克总碎片,英魂,270
4021003,40,1,1,2,1100,2027,牛头人酋长碎片,英魂,270
4021004,40,1,1,2,1100,2020,半神碎片,英魂,270
4021005,40,1,1,2,1100,2025,地狱咆哮碎片,英魂,270
4021006,40,1,1,2,1100,2004,图拉扬碎片,英魂,270
4021007,40,1,1,2,500,2008,先知碎片,英魂,135
4021008,40,1,1,2,500,2010,大法师碎片,英魂,135
4021009,40,1,1,2,500,2013,灰舌死誓者碎片,英魂,135
4021010,40,1,1,2,500,2016,暮光首领碎片,英魂,135
4021011,40,1,1,2,500,2003,血魔碎片,英魂,135
4021012,40,1,1,2,30,2006,暴风摄政王碎片,英魂,90
4021013,40,1,1,2,30,2014,霜狼督军碎片,英魂,90
4021014,40,1,1,2,30,2017,基丹碎片,英魂,90
4021015,40,1,1,2,30,2029,守望者碎片,英魂,90
4021016,40,1,1,2,30,2030,刺客碎片,英魂,90
4021017,40,1,1,2,30,2026,山丘之王碎片,英魂,90
4021018,40,1,1,2,30,2005,银白十字军碎片,英魂,90
4021019,40,1,1,2,30,2024,暗矛巨魔碎片,英魂,90
4021020,40,1,1,2,30,2009,大主教碎片,英魂,90
4021021,40,1,1,2,30,2015,天灾首领碎片,英魂,90
4021022,40,1,1,2,30,2021,符文图腾碎片,英魂,90
4021023,40,1,1,2,30,2018,恐惧魔王碎片,英魂,90
4021024,40,1,1,2,30,2023,盘牙女王碎片,英魂,90
4021025,40,1,2,2,40,2006,暴风摄政王碎片,英魂,180
4021026,40,1,2,2,39,2014,霜狼督军碎片,英魂,180
4021027,40,1,2,2,40,2017,基丹碎片,英魂,180
4021028,40,1,2,2,39,2029,守望者碎片,英魂,180
4021029,40,1,2,2,39,2030,刺客碎片,英魂,180
4021030,40,1,2,2,39,2026,山丘之王碎片,英魂,180
4021031,40,1,2,2,40,2005,银白十字军碎片,英魂,180
4021032,40,1,2,2,39,2024,暗矛巨魔碎片,英魂,180
4021033,40,1,2,2,39,2009,大主教碎片,英魂,180
4021034,40,1,2,2,39,2015,天灾首领碎片,英魂,180
4021035,40,1,2,2,39,2021,符文图腾碎片,英魂,180
4021036,40,1,2,2,39,2018,恐惧魔王碎片,英魂,180
4021037,40,1,2,2,39,2023,盘牙女王碎片,英魂,180
4022001,40,2,1,2,496,100890,乔丹法杖,英魂,1000
4022002,40,2,1,2,496,100900,一闪,英魂,1000
4022003,40,2,1,2,497,100910,法力风暴护腿,英魂,1000
4022004,40,2,1,2,497,100920,狮心头盔,英魂,1000
4022005,40,2,1,2,497,100930,洞察法袍,英魂,1000
4022006,40,2,1,2,497,100940,黑色龙鳞战靴,英魂,1000
4022007,40,2,1,2,2,101180,亮木法杖,钻石,1200
4022008,40,2,1,2,2,101190,斩首者康恩,钻石,1200
4022009,40,2,1,2,2,101200,踏云腿甲,钻石,1200
4022010,40,2,1,2,2,101210,风蛇的拥抱,钻石,1200
4022011,40,2,1,2,2,101220,烈焰之环,钻石,1200
4022012,40,2,1,2,2,101230,闪避之靴,钻石,1200
4022013,40,2,1,2,2,101240,龙之召唤,钻石,1200
4022014,40,2,1,2,1,101410,院长之杖,钻石,2000
4022015,40,2,1,2,1,101420,奥兰纳的拥抱,钻石,2000
4022016,40,2,1,2,1,101430,泰坦护腿,钻石,2000
4022017,40,2,1,2,1,101440,瑞文戴尔之剑,钻石,2000
4022018,40,2,1,2,1,101450,纳尔维之盔,钻石,2000
4022019,40,2,1,2,1,101460,熔岩犬皮靴,钻石,2000
4022020,40,2,1,2,1150,11089,乔丹法杖碎片,英魂,100
4022021,40,2,1,2,1150,11090,一闪碎片,英魂,100
4022022,40,2,1,2,1150,11091,法力风暴护腿碎片,英魂,100
4022023,40,2,1,2,1150,11092,狮心头盔碎片,英魂,100
4022024,40,2,1,2,1150,11093,洞察法袍碎片,英魂,100
4022025,40,2,1,2,1150,11094,黑色龙鳞战靴碎片,英魂,100
4022026,40,2,1,2,10,11118,亮木法杖碎片,钻石,120
4022027,40,2,1,2,10,11119,斩首者康恩碎片,钻石,120
4022028,40,2,1,2,10,11120,踏云腿甲碎片,钻石,120
4022029,40,2,1,2,10,11121,风蛇的拥抱碎片,钻石,120
4022030,40,2,1,2,10,11122,烈焰之环碎片,钻石,120
4022031,40,2,1,2,10,11123,闪避之靴碎片,钻石,120
4022032,40,2,1,2,10,11124,龙之召唤碎片,钻石,120
4022033,40,2,1,2,5,11141,院长之杖碎片,钻石,200
4022034,40,2,1,2,5,11142,奥兰纳的拥抱碎片,钻石,200
4022035,40,2,1,2,5,11143,泰坦护腿碎片,钻石,200
4022036,40,2,1,2,5,11144,瑞文戴尔之剑碎片,钻石,200
4022037,40,2,1,2,5,11145,纳尔维之盔碎片,钻石,200
4022038,40,2,1,2,5,11146,熔岩犬皮靴碎片,钻石,200
4023001,40,3,1,2,4800,40041,初级技能经验书,英魂,100
4023002,40,3,1,2,2400,40042,中级技能经验书,钻石,400
4023003,40,3,1,2,800,40043,高级技能经验书,钻石,800
4023004,40,3,1,2,183,201524,中级受治疗之四,钻石,900
4023005,40,3,1,2,184,201324,中级穿透之四,钻石,900
4023006,40,3,1,2,150,201224,中级法术防御之四,英魂,800
