Table:CsvItem,,,,,,,,,,,,,,,,,
tid,name:s,type:ItemType,max_num,desc:s,icon_path:s,icon_path_s:s,icon_path_t:s,is_sell:b,sell_price,display_color:ItemColor,para1,para2,para3,para4,sort_order,need_level,is_use:b
20151,初级受治疗,技能书,1,学习后受到治疗时，效果得到一定提升,Icon/20151shouzhiliaoxiaoguo_lv_64,Icon/20151shouzhiliaoxiaoguo_lv_32,-1,1,100,绿,16,3,20,1,2,1,1
20152,中级受治疗,技能书,1,学习后受到治疗时，效果得到较高提升,Icon/20152shouzhiliaoxiaoguo_lan_64,Icon/20152shouzhiliaoxiaoguo_lan_32,-1,1,1000,蓝,16,4,100,2,3,1,1
20153,高级受治疗,技能书,1,学习后受到治疗时，效果得到大幅度提升,Icon/20153shouzhiliaoxiaoguo_zi_64,Icon/20153shouzhiliaoxiaoguo_zi_32,-1,1,10000,紫,16,6,500,3,4,1,1
#20154,神级受治疗,技能书,1,神级受治疗效果,Icon/20154shouzhiliaoxiaoguo_cheng_64,Icon/20154shouzhiliaoxiaoguo_cheng_32,-1,1,20000,橙,16,8,500,4,5,1,1
#,,,,,,,,,,,,,,,,,
#以下是技能书碎片,id前5位为对应技能书id，id第6位为该技能书的第几个碎片,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
200011,初级格挡之一,技能书碎片,999999,集齐碎片一二三，可合成【初级格挡】技能书,Icon/20001gedang_lv_64,Icon/20001gedang_lv_32,-1,1,100,绿,,,,,2,1,0
200012,初级格挡之二,技能书碎片,999999,集齐碎片一二三，可合成【初级格挡】技能书,Icon/20001gedang_lv_64,Icon/20001gedang_lv_32,-1,1,100,绿,,,,,2,1,0
200013,初级格挡之三,技能书碎片,999999,集齐碎片一二三，可合成【初级格挡】技能书,Icon/20001gedang_lv_64,Icon/20001gedang_lv_32,-1,1,100,绿,,,,,2,1,0
200021,中级格挡之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级格挡】技能书,Icon/20002gedang_lan_64,Icon/20002gedang_lan_32,-1,1,100,蓝,,,,,2,1,0
200022,中级格挡之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级格挡】技能书,Icon/20002gedang_lan_64,Icon/20002gedang_lan_32,-1,1,100,蓝,,,,,2,1,0
200023,中级格挡之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级格挡】技能书,Icon/20002gedang_lan_64,Icon/20002gedang_lan_32,-1,1,100,蓝,,,,,2,1,0
200024,中级格挡之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级格挡】技能书,Icon/20002gedang_lan_64,Icon/20002gedang_lan_32,-1,1,100,蓝,,,,,2,1,0
200031,高级格挡之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级格挡】技能书,Icon/20003gedang_zi_64,Icon/20003gedang_zi_32,-1,1,100,紫,,,,,2,1,0
200032,高级格挡之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级格挡】技能书,Icon/20003gedang_zi_64,Icon/20003gedang_zi_32,-1,1,100,紫,,,,,2,1,0
200033,高级格挡之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级格挡】技能书,Icon/20003gedang_zi_64,Icon/20003gedang_zi_32,-1,1,100,紫,,,,,2,1,0
200034,高级格挡之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级格挡】技能书,Icon/20003gedang_zi_64,Icon/20003gedang_zi_32,-1,1,100,紫,,,,,2,1,0
200035,高级格挡之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级格挡】技能书,Icon/20003gedang_zi_64,Icon/20003gedang_zi_32,-1,1,100,紫,,,,,2,1,0
200036,高级格挡之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级格挡】技能书,Icon/20003gedang_zi_64,Icon/20003gedang_zi_32,-1,1,100,紫,,,,,2,1,0
200111,初级抵抗之一,技能书碎片,999999,集齐碎片一二三，可合成【初级抵抗】技能书,Icon/20011dikang_lv_64,Icon/20011dikang_lv_32,-1,1,100,绿,,,,,2,1,0
200112,初级抵抗之二,技能书碎片,999999,集齐碎片一二三，可合成【初级抵抗】技能书,Icon/20011dikang_lv_64,Icon/20011dikang_lv_32,-1,1,100,绿,,,,,2,1,0
200113,初级抵抗之三,技能书碎片,999999,集齐碎片一二三，可合成【初级抵抗】技能书,Icon/20011dikang_lv_64,Icon/20011dikang_lv_32,-1,1,100,绿,,,,,2,1,0
200121,中级抵抗之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级抵抗】技能书,Icon/20012dikang_lan_64,Icon/20012dikang_lan_32,-1,1,100,蓝,,,,,2,1,0
200122,中级抵抗之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级抵抗】技能书,Icon/20012dikang_lan_64,Icon/20012dikang_lan_32,-1,1,100,蓝,,,,,2,1,0
200123,中级抵抗之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级抵抗】技能书,Icon/20012dikang_lan_64,Icon/20012dikang_lan_32,-1,1,100,蓝,,,,,2,1,0
200124,中级抵抗之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级抵抗】技能书,Icon/20012dikang_lan_64,Icon/20012dikang_lan_32,-1,1,100,蓝,,,,,2,1,0
200131,高级抵抗之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级抵抗】技能书,Icon/20013dikang_zi_64,Icon/20013dikang_zi_32,-1,1,100,紫,,,,,2,1,0
200132,高级抵抗之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级抵抗】技能书,Icon/20013dikang_zi_64,Icon/20013dikang_zi_32,-1,1,100,紫,,,,,2,1,0
200133,高级抵抗之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级抵抗】技能书,Icon/20013dikang_zi_64,Icon/20013dikang_zi_32,-1,1,100,紫,,,,,2,1,0
200134,高级抵抗之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级抵抗】技能书,Icon/20013dikang_zi_64,Icon/20013dikang_zi_32,-1,1,100,紫,,,,,2,1,0
200135,高级抵抗之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级抵抗】技能书,Icon/20013dikang_zi_64,Icon/20013dikang_zi_32,-1,1,100,紫,,,,,2,1,0
200136,高级抵抗之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级抵抗】技能书,Icon/20013dikang_zi_64,Icon/20013dikang_zi_32,-1,1,100,紫,,,,,2,1,0
200211,初级命中之一,技能书碎片,999999,集齐碎片一二三，可合成【初级命中】技能书,Icon/20021mingzhong_lv_64,Icon/20021mingzhong_lv_32,-1,1,100,绿,,,,,2,1,0
200212,初级命中之二,技能书碎片,999999,集齐碎片一二三，可合成【初级命中】技能书,Icon/20021mingzhong_lv_64,Icon/20021mingzhong_lv_32,-1,1,100,绿,,,,,2,1,0
200213,初级命中之三,技能书碎片,999999,集齐碎片一二三，可合成【初级命中】技能书,Icon/20021mingzhong_lv_64,Icon/20021mingzhong_lv_32,-1,1,100,绿,,,,,2,1,0
200221,中级命中之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级命中】技能书,Icon/20022mingzhong_lan_64,Icon/20022mingzhong_lan_32,-1,1,100,蓝,,,,,2,1,0
200222,中级命中之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级命中】技能书,Icon/20022mingzhong_lan_64,Icon/20022mingzhong_lan_32,-1,1,100,蓝,,,,,2,1,0
200223,中级命中之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级命中】技能书,Icon/20022mingzhong_lan_64,Icon/20022mingzhong_lan_32,-1,1,100,蓝,,,,,2,1,0
200224,中级命中之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级命中】技能书,Icon/20022mingzhong_lan_64,Icon/20022mingzhong_lan_32,-1,1,100,蓝,,,,,2,1,0
200231,高级命中之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级命中】技能书,Icon/20023mingzhong_zi_64,Icon/20023mingzhong_zi_32,-1,1,100,紫,,,,,2,1,0
200232,高级命中之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级命中】技能书,Icon/20023mingzhong_zi_64,Icon/20023mingzhong_zi_32,-1,1,100,紫,,,,,2,1,0
200233,高级命中之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级命中】技能书,Icon/20023mingzhong_zi_64,Icon/20023mingzhong_zi_32,-1,1,100,紫,,,,,2,1,0
200234,高级命中之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级命中】技能书,Icon/20023mingzhong_zi_64,Icon/20023mingzhong_zi_32,-1,1,100,紫,,,,,2,1,0
200235,高级命中之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级命中】技能书,Icon/20023mingzhong_zi_64,Icon/20023mingzhong_zi_32,-1,1,100,紫,,,,,2,1,0
200236,高级命中之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级命中】技能书,Icon/20023mingzhong_zi_64,Icon/20023mingzhong_zi_32,-1,1,100,紫,,,,,2,1,0
200311,初级闪避之一,技能书碎片,999999,集齐碎片一二三，可合成【初级闪避】技能书,Icon/20031shanbi_lv_64,Icon/20031shanbi_lv_32,-1,1,100,绿,,,,,2,1,0
200312,初级闪避之二,技能书碎片,999999,集齐碎片一二三，可合成【初级闪避】技能书,Icon/20031shanbi_lv_64,Icon/20031shanbi_lv_32,-1,1,100,绿,,,,,2,1,0
200313,初级闪避之三,技能书碎片,999999,集齐碎片一二三，可合成【初级闪避】技能书,Icon/20031shanbi_lv_64,Icon/20031shanbi_lv_32,-1,1,100,绿,,,,,2,1,0
200321,中级闪避之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级闪避】技能书,Icon/20032shanbi_lan_64,Icon/20032shanbi_lan_32,-1,1,100,蓝,,,,,2,1,0
200322,中级闪避之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级闪避】技能书,Icon/20032shanbi_lan_64,Icon/20032shanbi_lan_32,-1,1,100,蓝,,,,,2,1,0
200323,中级闪避之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级闪避】技能书,Icon/20032shanbi_lan_64,Icon/20032shanbi_lan_32,-1,1,100,蓝,,,,,2,1,0
200324,中级闪避之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级闪避】技能书,Icon/20032shanbi_lan_64,Icon/20032shanbi_lan_32,-1,1,100,蓝,,,,,2,1,0
200331,高级闪避之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级闪避】技能书,Icon/20033shanbi_zi_64,Icon/20033shanbi_zi_32,-1,1,100,紫,,,,,2,1,0
200332,高级闪避之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级闪避】技能书,Icon/20033shanbi_zi_64,Icon/20033shanbi_zi_32,-1,1,100,紫,,,,,2,1,0
200333,高级闪避之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级闪避】技能书,Icon/20033shanbi_zi_64,Icon/20033shanbi_zi_32,-1,1,100,紫,,,,,2,1,0
200334,高级闪避之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级闪避】技能书,Icon/20033shanbi_zi_64,Icon/20033shanbi_zi_32,-1,1,100,紫,,,,,2,1,0
200335,高级闪避之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级闪避】技能书,Icon/20033shanbi_zi_64,Icon/20033shanbi_zi_32,-1,1,100,紫,,,,,2,1,0
200336,高级闪避之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级闪避】技能书,Icon/20033shanbi_zi_64,Icon/20033shanbi_zi_32,-1,1,100,紫,,,,,2,1,0
200411,初级暴击之一,技能书碎片,999999,集齐碎片一二三，可合成【初级暴击】技能书,Icon/20041baoji_lv_64,Icon/20041baoji_lv_32,-1,1,100,绿,,,,,2,1,0
200412,初级暴击之二,技能书碎片,999999,集齐碎片一二三，可合成【初级暴击】技能书,Icon/20041baoji_lv_64,Icon/20041baoji_lv_32,-1,1,100,绿,,,,,2,1,0
200413,初级暴击之三,技能书碎片,999999,集齐碎片一二三，可合成【初级暴击】技能书,Icon/20041baoji_lv_64,Icon/20041baoji_lv_32,-1,1,100,绿,,,,,2,1,0
200421,中级暴击之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴击】技能书,Icon/20042baoji_lan_64,Icon/20042baoji_lan_32,-1,1,100,蓝,,,,,2,1,0
200422,中级暴击之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴击】技能书,Icon/20042baoji_lan_64,Icon/20042baoji_lan_32,-1,1,100,蓝,,,,,2,1,0
200423,中级暴击之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴击】技能书,Icon/20042baoji_lan_64,Icon/20042baoji_lan_32,-1,1,100,蓝,,,,,2,1,0
200424,中级暴击之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴击】技能书,Icon/20042baoji_lan_64,Icon/20042baoji_lan_32,-1,1,100,蓝,,,,,2,1,0
200431,高级暴击之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴击】技能书,Icon/20043baoji_zi_64,Icon/20043baoji_zi_32,-1,1,100,紫,,,,,2,1,0
200432,高级暴击之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴击】技能书,Icon/20043baoji_zi_64,Icon/20043baoji_zi_32,-1,1,100,紫,,,,,2,1,0
200433,高级暴击之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴击】技能书,Icon/20043baoji_zi_64,Icon/20043baoji_zi_32,-1,1,100,紫,,,,,2,1,0
200434,高级暴击之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴击】技能书,Icon/20043baoji_zi_64,Icon/20043baoji_zi_32,-1,1,100,紫,,,,,2,1,0
200435,高级暴击之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴击】技能书,Icon/20043baoji_zi_64,Icon/20043baoji_zi_32,-1,1,100,紫,,,,,2,1,0
200436,高级暴击之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴击】技能书,Icon/20043baoji_zi_64,Icon/20043baoji_zi_32,-1,1,100,紫,,,,,2,1,0
200511,初级暴伤之一,技能书碎片,999999,集齐碎片一二三，可合成【初级暴伤】技能书,Icon/20051baoshang_lv_64,Icon/20051baoshang_lv_32,-1,1,100,绿,,,,,2,1,0
200512,初级暴伤之二,技能书碎片,999999,集齐碎片一二三，可合成【初级暴伤】技能书,Icon/20051baoshang_lv_64,Icon/20051baoshang_lv_32,-1,1,100,绿,,,,,2,1,0
200513,初级暴伤之三,技能书碎片,999999,集齐碎片一二三，可合成【初级暴伤】技能书,Icon/20051baoshang_lv_64,Icon/20051baoshang_lv_32,-1,1,100,绿,,,,,2,1,0
200521,中级暴伤之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴伤】技能书,Icon/20052baoshang_lan_64,Icon/20052baoshang_lan_32,-1,1,100,蓝,,,,,2,1,0
200522,中级暴伤之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴伤】技能书,Icon/20052baoshang_lan_64,Icon/20052baoshang_lan_32,-1,1,100,蓝,,,,,2,1,0
200523,中级暴伤之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴伤】技能书,Icon/20052baoshang_lan_64,Icon/20052baoshang_lan_32,-1,1,100,蓝,,,,,2,1,0
200524,中级暴伤之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级暴伤】技能书,Icon/20052baoshang_lan_64,Icon/20052baoshang_lan_32,-1,1,100,蓝,,,,,2,1,0
200531,高级暴伤之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴伤】技能书,Icon/20053baoshang_zi_64,Icon/20053baoshang_zi_32,-1,1,100,紫,,,,,2,1,0
200532,高级暴伤之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴伤】技能书,Icon/20053baoshang_zi_64,Icon/20053baoshang_zi_32,-1,1,100,紫,,,,,2,1,0
200533,高级暴伤之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴伤】技能书,Icon/20053baoshang_zi_64,Icon/20053baoshang_zi_32,-1,1,100,紫,,,,,2,1,0
200534,高级暴伤之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴伤】技能书,Icon/20053baoshang_zi_64,Icon/20053baoshang_zi_32,-1,1,100,紫,,,,,2,1,0
200535,高级暴伤之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴伤】技能书,Icon/20053baoshang_zi_64,Icon/20053baoshang_zi_32,-1,1,100,紫,,,,,2,1,0
200536,高级暴伤之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级暴伤】技能书,Icon/20053baoshang_zi_64,Icon/20053baoshang_zi_32,-1,1,100,紫,,,,,2,1,0
200611,初级速度之一,技能书碎片,999999,集齐碎片一二三，可合成【初级速度】技能书,Icon/20061sudu_lv_64,Icon/20061sudu_lv_32,-1,1,100,绿,,,,,2,1,0
200612,初级速度之二,技能书碎片,999999,集齐碎片一二三，可合成【初级速度】技能书,Icon/20061sudu_lv_64,Icon/20061sudu_lv_32,-1,1,100,绿,,,,,2,1,0
200613,初级速度之三,技能书碎片,999999,集齐碎片一二三，可合成【初级速度】技能书,Icon/20061sudu_lv_64,Icon/20061sudu_lv_32,-1,1,100,绿,,,,,2,1,0
200621,中级速度之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级速度】技能书,Icon/20062sudu_lan_64,Icon/20062sudu_lan_32,-1,1,100,蓝,,,,,2,1,0
200622,中级速度之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级速度】技能书,Icon/20062sudu_lan_64,Icon/20062sudu_lan_32,-1,1,100,蓝,,,,,2,1,0
200623,中级速度之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级速度】技能书,Icon/20062sudu_lan_64,Icon/20062sudu_lan_32,-1,1,100,蓝,,,,,2,1,0
200624,中级速度之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级速度】技能书,Icon/20062sudu_lan_64,Icon/20062sudu_lan_32,-1,1,100,蓝,,,,,2,1,0
200631,高级速度之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级速度】技能书,Icon/20063sudu_zi_64,Icon/20063sudu_zi_32,-1,1,100,紫,,,,,2,1,0
200632,高级速度之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级速度】技能书,Icon/20063sudu_zi_64,Icon/20063sudu_zi_32,-1,1,100,紫,,,,,2,1,0
200633,高级速度之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级速度】技能书,Icon/20063sudu_zi_64,Icon/20063sudu_zi_32,-1,1,100,紫,,,,,2,1,0
200634,高级速度之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级速度】技能书,Icon/20063sudu_zi_64,Icon/20063sudu_zi_32,-1,1,100,紫,,,,,2,1,0
200635,高级速度之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级速度】技能书,Icon/20063sudu_zi_64,Icon/20063sudu_zi_32,-1,1,100,紫,,,,,2,1,0
200636,高级速度之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级速度】技能书,Icon/20063sudu_zi_64,Icon/20063sudu_zi_32,-1,1,100,紫,,,,,2,1,0
200711,初级血量之一,技能书碎片,999999,集齐碎片一二三，可合成【初级血量】技能书,Icon/20071xueliang_lv_64,Icon/20071xueliang_lv_32,-1,1,100,绿,,,,,2,1,0
200712,初级血量之二,技能书碎片,999999,集齐碎片一二三，可合成【初级血量】技能书,Icon/20071xueliang_lv_64,Icon/20071xueliang_lv_32,-1,1,100,绿,,,,,2,1,0
200713,初级血量之三,技能书碎片,999999,集齐碎片一二三，可合成【初级血量】技能书,Icon/20071xueliang_lv_64,Icon/20071xueliang_lv_32,-1,1,100,绿,,,,,2,1,0
200721,中级血量之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级血量】技能书,Icon/20072xueliang_lan_64,Icon/20072xueliang_lan_32,-1,1,100,蓝,,,,,2,1,0
200722,中级血量之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级血量】技能书,Icon/20072xueliang_lan_64,Icon/20072xueliang_lan_32,-1,1,100,蓝,,,,,2,1,0
200723,中级血量之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级血量】技能书,Icon/20072xueliang_lan_64,Icon/20072xueliang_lan_32,-1,1,100,蓝,,,,,2,1,0
200724,中级血量之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级血量】技能书,Icon/20072xueliang_lan_64,Icon/20072xueliang_lan_32,-1,1,100,蓝,,,,,2,1,0
200731,高级血量之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级血量】技能书,Icon/20073xueliang_zi_64,Icon/20073xueliang_zi_32,-1,1,100,紫,,,,,2,1,0
200732,高级血量之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级血量】技能书,Icon/20073xueliang_zi_64,Icon/20073xueliang_zi_32,-1,1,100,紫,,,,,2,1,0
200733,高级血量之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级血量】技能书,Icon/20073xueliang_zi_64,Icon/20073xueliang_zi_32,-1,1,100,紫,,,,,2,1,0
200734,高级血量之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级血量】技能书,Icon/20073xueliang_zi_64,Icon/20073xueliang_zi_32,-1,1,100,紫,,,,,2,1,0
200735,高级血量之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级血量】技能书,Icon/20073xueliang_zi_64,Icon/20073xueliang_zi_32,-1,1,100,紫,,,,,2,1,0
200736,高级血量之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级血量】技能书,Icon/20073xueliang_zi_64,Icon/20073xueliang_zi_32,-1,1,100,紫,,,,,2,1,0
200811,初级韧性之一,技能书碎片,999999,集齐碎片一二三，可合成【初级韧性】技能书,Icon/20081renxing_lv_64,Icon/20081renxing_lv_32,-1,1,100,绿,,,,,2,1,0
200812,初级韧性之二,技能书碎片,999999,集齐碎片一二三，可合成【初级韧性】技能书,Icon/20081renxing_lv_64,Icon/20081renxing_lv_32,-1,1,100,绿,,,,,2,1,0
200813,初级韧性之三,技能书碎片,999999,集齐碎片一二三，可合成【初级韧性】技能书,Icon/20081renxing_lv_64,Icon/20081renxing_lv_32,-1,1,100,绿,,,,,2,1,0
200821,中级韧性之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级韧性】技能书,Icon/20082renxing_lan_64,Icon/20082renxing_lan_32,-1,1,100,蓝,,,,,2,1,0
200822,中级韧性之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级韧性】技能书,Icon/20082renxing_lan_64,Icon/20082renxing_lan_32,-1,1,100,蓝,,,,,2,1,0
200823,中级韧性之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级韧性】技能书,Icon/20082renxing_lan_64,Icon/20082renxing_lan_32,-1,1,100,蓝,,,,,2,1,0
200824,中级韧性之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级韧性】技能书,Icon/20082renxing_lan_64,Icon/20082renxing_lan_32,-1,1,100,蓝,,,,,2,1,0
200831,高级韧性之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级韧性】技能书,Icon/20083renxing_zi_64,Icon/20083renxing_zi_32,-1,1,100,紫,,,,,2,1,0
200832,高级韧性之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级韧性】技能书,Icon/20083renxing_zi_64,Icon/20083renxing_zi_32,-1,1,100,紫,,,,,2,1,0
200833,高级韧性之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级韧性】技能书,Icon/20083renxing_zi_64,Icon/20083renxing_zi_32,-1,1,100,紫,,,,,2,1,0
200834,高级韧性之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级韧性】技能书,Icon/20083renxing_zi_64,Icon/20083renxing_zi_32,-1,1,100,紫,,,,,2,1,0
200835,高级韧性之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级韧性】技能书,Icon/20083renxing_zi_64,Icon/20083renxing_zi_32,-1,1,100,紫,,,,,2,1,0
200836,高级韧性之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级韧性】技能书,Icon/20083renxing_zi_64,Icon/20083renxing_zi_32,-1,1,100,紫,,,,,2,1,0
200911,初级物攻之一,技能书碎片,999999,集齐碎片一二三，可合成【初级物攻】技能书,Icon/20091wuligongji_lv_64,Icon/20091wuligongji_lv_32,-1,1,100,绿,,,,,2,1,0
200912,初级物攻之二,技能书碎片,999999,集齐碎片一二三，可合成【初级物攻】技能书,Icon/20091wuligongji_lv_64,Icon/20091wuligongji_lv_32,-1,1,100,绿,,,,,2,1,0
200913,初级物攻之三,技能书碎片,999999,集齐碎片一二三，可合成【初级物攻】技能书,Icon/20091wuligongji_lv_64,Icon/20091wuligongji_lv_32,-1,1,100,绿,,,,,2,1,0
200921,中级物攻之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级物攻】技能书,Icon/20092wuligongji_lan_64,Icon/20092wuligongji_lan_32,-1,1,100,蓝,,,,,2,1,0
200922,中级物攻之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级物攻】技能书,Icon/20092wuligongji_lan_64,Icon/20092wuligongji_lan_32,-1,1,100,蓝,,,,,2,1,0
200923,中级物攻之三,技能书碎片,999999,集齐碎片一二三四，可合成【中级物攻】技能书,Icon/20092wuligongji_lan_64,Icon/20092wuligongji_lan_32,-1,1,100,蓝,,,,,2,1,0
200924,中级物攻之四,技能书碎片,999999,集齐碎片一二三四，可合成【中级物攻】技能书,Icon/20092wuligongji_lan_64,Icon/20092wuligongji_lan_32,-1,1,100,蓝,,,,,2,1,0
200931,高级物攻之一,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物攻】技能书,Icon/20093wuligongji_zi_64,Icon/20093wuligongji_zi_32,-1,1,100,紫,,,,,2,1,0
200932,高级物攻之二,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物攻】技能书,Icon/20093wuligongji_zi_64,Icon/20093wuligongji_zi_32,-1,1,100,紫,,,,,2,1,0
200933,高级物攻之三,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物攻】技能书,Icon/20093wuligongji_zi_64,Icon/20093wuligongji_zi_32,-1,1,100,紫,,,,,2,1,0
200934,高级物攻之四,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物攻】技能书,Icon/20093wuligongji_zi_64,Icon/20093wuligongji_zi_32,-1,1,100,紫,,,,,2,1,0
200935,高级物攻之五,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物攻】技能书,Icon/20093wuligongji_zi_64,Icon/20093wuligongji_zi_32,-1,1,100,紫,,,,,2,1,0
200936,高级物攻之六,技能书碎片,999999,集齐碎片一二三四五六，可合成【高级物攻】技能书,Icon/20093wuligongji_zi_64,Icon/20093wuligongji_zi_32,-1,1,100,紫,,,,,2,1,0
201011,初级物防之一,技能书碎片,999999,集齐碎片一二三，可合成【初级物防】技能书,Icon/20101wulifangyu_lv_64,Icon/20101wulifangyu_lv_32,-1,1,100,绿,,,,,2,1,0
201012,初级物防之二,技能书碎片,999999,集齐碎片一二三，可合成【初级物防】技能书,Icon/20101wulifangyu_lv_64,Icon/20101wulifangyu_lv_32,-1,1,100,绿,,,,,2,1,0
201013,初级物防之三,技能书碎片,999999,集齐碎片一二三，可合成【初级物防】技能书,Icon/20101wulifangyu_lv_64,Icon/20101wulifangyu_lv_32,-1,1,100,绿,,,,,2,1,0
201021,中级物防之一,技能书碎片,999999,集齐碎片一二三四，可合成【中级物防】技能书,Icon/20102wulifangyu_lan_64,Icon/20102wulifangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
201022,中级物防之二,技能书碎片,999999,集齐碎片一二三四，可合成【中级物防】技能书,Icon/20102wulifangyu_lan_64,Icon/20102wulifangyu_lan_32,-1,1,100,蓝,,,,,2,1,0
