Table:CsvPSkillInfo,,,,,,,,,,,,,,,
tid,name:s,lv_exp,total_exp,attr:AttrType,attr_p,attr_v,color:ItemColor,icon:s,upgradeCostMoney,upgradeCostBookTID:a,upgradeCostBookCount:a,decomposeCostDiamond,decomposeGainItemTID:a,decomposeGainItemCount:a,desc:s
5115,初级暴击,187,1186,暴击,325,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40041,","1,1,1,",暴击+3.25%
5116,初级暴击,205,1373,暴击,350,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40041,","1,1,3,",暴击+3.5%
5117,初级暴击,222,1578,暴击,375,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,","1,1,1,",暴击+3.75%
5118,初级暴击,240,1800,暴击,400,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,40041,","1,1,1,3,",暴击+4%
5119,初级暴击,257,2040,暴击,425,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,","1,2,",暴击+4.25%
5120,初级暴击,275,2297,暴击,450,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40041,","1,2,2,",暴击+4.5%
5121,初级暴击,295,2572,暴击,480,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,","1,2,1,",暴击+4.8%
5122,初级暴击,315,2867,暴击,510,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,40041,","1,2,1,3,",暴击+5.1%
5123,初级暴击,335,3182,暴击,540,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40041,","1,3,1,",暴击+5.4%
5124,初级暴击,355,3517,暴击,570,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,","1,3,1,",暴击+5.7%
5125,初级暴击,375,3872,暴击,600,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,40041,","1,3,1,3,",暴击+6%
5126,初级暴击,397,4247,暴击,630,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40041,","1,4,2,",暴击+6.3%
5127,初级暴击,420,4644,暴击,660,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,40041,","1,4,1,1,",暴击+6.6%
5128,初级暴击,442,5064,暴击,690,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,","1,5,",暴击+6.9%
5129,初级暴击,465,5506,暴击,720,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,","1,5,1,",暴击+7.2%
5130,初级暴击,487,5971,暴击,750,,绿,Icon/20041baoji_lv_64,100000,20042,1,100,"20041,40043,40042,40041,","1,5,1,4,",暴击+7.5%
5201,中级暴击,25,-1,暴击,100,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,","1,1,",暴击+1%
5202,中级暴击,40,25,暴击,130,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,","1,1,",暴击+1.3%
5203,中级暴击,60,65,暴击,160,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,","1,1,",暴击+1.6%
5204,中级暴击,80,125,暴击,190,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40041,","1,1,1,",暴击+1.9%
5205,中级暴击,100,205,暴击,225,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40041,","1,1,2,",暴击+2.25%
5206,中级暴击,125,305,暴击,260,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40041,","1,1,3,",暴击+2.6%
5207,中级暴击,150,430,暴击,295,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40041,","1,1,4,",暴击+2.95%
5208,中级暴击,175,580,暴击,330,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40042,","1,1,1,",暴击+3.3%
5209,中级暴击,200,755,暴击,365,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40042,40041,","1,1,1,2,",暴击+3.65%
5210,中级暴击,225,955,暴击,400,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40042,40041,","1,1,1,4,",暴击+4%
5211,中级暴击,255,1180,暴击,450,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,1,1,",暴击+4.5%
5212,中级暴击,285,1435,暴击,500,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,1,4,",暴击+5%
5213,中级暴击,315,1720,暴击,550,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,40041,","1,1,1,1,2,",暴击+5.5%
5214,中级暴击,345,2035,暴击,600,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,","1,1,2,",暴击+6%
5215,中级暴击,375,2380,暴击,650,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,2,3,",暴击+6.5%
5216,中级暴击,410,2755,暴击,700,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,40041,","1,1,2,1,2,",暴击+7%
5217,中级暴击,445,3165,暴击,750,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,3,1,",暴击+7.5%
5218,中级暴击,480,3610,暴击,800,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,40041,","1,1,3,1,1,",暴击+8%
5219,中级暴击,515,4090,暴击,850,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,","1,1,4,",暴击+8.5%
5220,中级暴击,550,4605,暴击,900,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,40041,","1,1,4,1,1,",暴击+9%
5221,中级暴击,590,5155,暴击,960,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,5,1,",暴击+9.6%
5222,中级暴击,630,5745,暴击,1020,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,40041,","1,1,5,1,2,",暴击+10.2%
5223,中级暴击,670,6375,暴击,1080,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,6,3,",暴击+10.8%
5224,中级暴击,710,7045,暴击,1140,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,","1,1,7,",暴击+11.4%
5225,中级暴击,750,7755,暴击,1200,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,40041,","1,1,7,1,2,",暴击+12%
5226,中级暴击,795,8505,暴击,1260,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,","1,1,8,1,",暴击+12.6%
5227,中级暴击,840,9300,暴击,1320,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,9,3,",暴击+13.2%
5228,中级暴击,885,10140,暴击,1380,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40041,","1,1,10,1,",暴击+13.8%
5229,中级暴击,930,11025,暴击,1440,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,","1,1,11,",暴击+14.4%
5230,中级暴击,975,11955,暴击,1500,,蓝,Icon/20042baoji_lan_64,300000,20043,1,200,"20042,20041,40043,40042,40041,","1,1,11,1,4,",暴击+15%
5301,高级暴击,50,-1,暴击,200,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,","1,1,1,",暴击+2%
5302,高级暴击,80,50,暴击,260,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,","1,1,1,",暴击+2.6%
5303,高级暴击,120,130,暴击,320,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40041,","1,1,1,1,",暴击+3.2%
5304,高级暴击,160,250,暴击,380,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40041,","1,1,1,2,",暴击+3.8%
5305,高级暴击,200,410,暴击,450,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40041,","1,1,1,4,",暴击+4.5%
5306,高级暴击,250,610,暴击,520,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40042,40041,","1,1,1,1,1,",暴击+5.2%
5307,高级暴击,300,860,暴击,590,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40042,40041,","1,1,1,1,3,",暴击+5.9%
5308,高级暴击,350,1160,暴击,660,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,1,1,",暴击+6.6%
5309,高级暴击,400,1510,暴击,730,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,","1,1,1,1,1,",暴击+7.3%
5310,高级暴击,450,1910,暴击,800,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,40041,","1,1,1,1,1,4,",暴击+8%
5311,高级暴击,510,2360,暴击,900,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,2,3,",暴击+9%
5312,高级暴击,570,2870,暴击,1000,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,40041,","1,1,1,2,1,3,",暴击+10%
5313,高级暴击,630,3440,暴击,1100,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,3,4,",暴击+11%
5314,高级暴击,690,4070,暴击,1200,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,","1,1,1,4,",暴击+12%
5315,高级暴击,750,4760,暴击,1300,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,40041,","1,1,1,4,1,2,",暴击+13%
5316,高级暴击,820,5510,暴击,1400,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,","1,1,1,5,1,",暴击+14%
5317,高级暴击,890,6330,暴击,1500,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,6,3,",暴击+15%
5318,高级暴击,960,7220,暴击,1600,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,7,2,",暴击+16%
5319,高级暴击,1030,8180,暴击,1700,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,8,1,",暴击+17%
5320,高级暴击,1100,9210,暴击,1800,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,9,2,",暴击+18%
5321,高级暴击,1180,10310,暴击,1920,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,10,3,",暴击+19.2%
5322,高级暴击,1260,11490,暴击,2040,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,11,4,",暴击+20.4%
5323,高级暴击,1340,12750,暴击,2160,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,40041,","1,1,1,12,1,2,",暴击+21.6%
5324,高级暴击,1420,14090,暴击,2280,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,","1,1,1,14,",暴击+22.8%
5325,高级暴击,1500,15510,暴击,2400,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,","1,1,1,15,1,",暴击+24%
5326,高级暴击,1590,17010,暴击,2520,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,","1,1,1,17,",暴击+25.2%
5327,高级暴击,1680,18600,暴击,2640,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,40041,","1,1,1,18,1,1,",暴击+26.4%
5328,高级暴击,1770,20280,暴击,2760,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40041,","1,1,1,20,2,",暴击+27.6%
5329,高级暴击,1860,22050,暴击,2880,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,","1,1,1,22,",暴击+28.8%
5330,高级暴击,1950,23910,暴击,3000,,紫,Icon/20043baoji_zi_64,500000,20044,1,300,"20043,20042,20041,40043,40042,40041,","1,1,1,23,1,4,",暴击+30%
#暴伤,,,,,,,,,,,,,,,
6101,初级暴伤,12,-1,暴伤,50,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,","1,",暴伤+0.5%
6102,初级暴伤,20,12,暴伤,65,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,","1,",暴伤+0.65%
6103,初级暴伤,30,32,暴伤,80,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,","1,",暴伤+0.8%
6104,初级暴伤,40,62,暴伤,95,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,","1,",暴伤+0.95%
6105,初级暴伤,50,102,暴伤,112,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40041,","1,1,",暴伤+1.12%
6106,初级暴伤,62,152,暴伤,130,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40041,","1,1,",暴伤+1.3%
6107,初级暴伤,75,214,暴伤,147,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40041,","1,2,",暴伤+1.47%
6108,初级暴伤,87,289,暴伤,165,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40041,","1,2,",暴伤+1.65%
6109,初级暴伤,100,376,暴伤,182,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40041,","1,3,",暴伤+1.82%
6110,初级暴伤,112,476,暴伤,200,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40041,","1,4,",暴伤+2%
6111,初级暴伤,127,588,暴伤,225,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40042,","1,1,",暴伤+2.25%
6112,初级暴伤,142,715,暴伤,250,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40042,40041,","1,1,2,",暴伤+2.5%
6113,初级暴伤,157,857,暴伤,275,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40042,40041,","1,1,3,",暴伤+2.75%
6114,初级暴伤,172,1014,暴伤,300,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,","1,1,",暴伤+3%
6115,初级暴伤,187,1186,暴伤,325,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40041,","1,1,1,",暴伤+3.25%
6116,初级暴伤,205,1373,暴伤,350,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40041,","1,1,3,",暴伤+3.5%
6117,初级暴伤,222,1578,暴伤,375,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,","1,1,1,",暴伤+3.75%
6118,初级暴伤,240,1800,暴伤,400,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,40041,","1,1,1,3,",暴伤+4%
6119,初级暴伤,257,2040,暴伤,425,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,","1,2,",暴伤+4.25%
6120,初级暴伤,275,2297,暴伤,450,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40041,","1,2,2,",暴伤+4.5%
6121,初级暴伤,295,2572,暴伤,480,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,","1,2,1,",暴伤+4.8%
6122,初级暴伤,315,2867,暴伤,510,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,40041,","1,2,1,3,",暴伤+5.1%
6123,初级暴伤,335,3182,暴伤,540,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40041,","1,3,1,",暴伤+5.4%
6124,初级暴伤,355,3517,暴伤,570,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,","1,3,1,",暴伤+5.7%
6125,初级暴伤,375,3872,暴伤,600,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,40041,","1,3,1,3,",暴伤+6%
6126,初级暴伤,397,4247,暴伤,630,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40041,","1,4,2,",暴伤+6.3%
6127,初级暴伤,420,4644,暴伤,660,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,40041,","1,4,1,1,",暴伤+6.6%
6128,初级暴伤,442,5064,暴伤,690,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,","1,5,",暴伤+6.9%
6129,初级暴伤,465,5506,暴伤,720,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,","1,5,1,",暴伤+7.2%
6130,初级暴伤,487,5971,暴伤,750,,绿,Icon/20051baoshang_lv_64,200000,20052,1,100,"20051,40043,40042,40041,","1,5,1,4,",暴伤+7.5%
6201,中级暴伤,25,-1,暴伤,100,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,","1,1,",暴伤+1%
6202,中级暴伤,40,25,暴伤,130,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,","1,1,",暴伤+1.3%
6203,中级暴伤,60,65,暴伤,160,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,","1,1,",暴伤+1.6%
6204,中级暴伤,80,125,暴伤,190,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40041,","1,1,1,",暴伤+1.9%
6205,中级暴伤,100,205,暴伤,225,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40041,","1,1,2,",暴伤+2.25%
6206,中级暴伤,125,305,暴伤,260,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40041,","1,1,3,",暴伤+2.6%
6207,中级暴伤,150,430,暴伤,295,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40041,","1,1,4,",暴伤+2.95%
6208,中级暴伤,175,580,暴伤,330,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40042,","1,1,1,",暴伤+3.3%
6209,中级暴伤,200,755,暴伤,365,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40042,40041,","1,1,1,2,",暴伤+3.65%
6210,中级暴伤,225,955,暴伤,400,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40042,40041,","1,1,1,4,",暴伤+4%
6211,中级暴伤,255,1180,暴伤,450,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,1,1,",暴伤+4.5%
6212,中级暴伤,285,1435,暴伤,500,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,1,4,",暴伤+5%
6213,中级暴伤,315,1720,暴伤,550,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,40041,","1,1,1,1,2,",暴伤+5.5%
6214,中级暴伤,345,2035,暴伤,600,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,","1,1,2,",暴伤+6%
6215,中级暴伤,375,2380,暴伤,650,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,2,3,",暴伤+6.5%
6216,中级暴伤,410,2755,暴伤,700,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,40041,","1,1,2,1,2,",暴伤+7%
6217,中级暴伤,445,3165,暴伤,750,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,3,1,",暴伤+7.5%
6218,中级暴伤,480,3610,暴伤,800,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,40041,","1,1,3,1,1,",暴伤+8%
6219,中级暴伤,515,4090,暴伤,850,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,","1,1,4,",暴伤+8.5%
6220,中级暴伤,550,4605,暴伤,900,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,40041,","1,1,4,1,1,",暴伤+9%
6221,中级暴伤,590,5155,暴伤,960,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,5,1,",暴伤+9.6%
6222,中级暴伤,630,5745,暴伤,1020,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,40041,","1,1,5,1,2,",暴伤+10.2%
6223,中级暴伤,670,6375,暴伤,1080,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,6,3,",暴伤+10.8%
6224,中级暴伤,710,7045,暴伤,1140,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,","1,1,7,",暴伤+11.4%
6225,中级暴伤,750,7755,暴伤,1200,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,40041,","1,1,7,1,2,",暴伤+12%
6226,中级暴伤,795,8505,暴伤,1260,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,","1,1,8,1,",暴伤+12.6%
6227,中级暴伤,840,9300,暴伤,1320,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,9,3,",暴伤+13.2%
6228,中级暴伤,885,10140,暴伤,1380,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40041,","1,1,10,1,",暴伤+13.8%
6229,中级暴伤,930,11025,暴伤,1440,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,","1,1,11,",暴伤+14.4%
6230,中级暴伤,975,11955,暴伤,1500,,蓝,Icon/20052baoshang_lan_64,500000,20053,1,200,"20052,20051,40043,40042,40041,","1,1,11,1,4,",暴伤+15%
6301,高级暴伤,50,-1,暴伤,200,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,","1,1,1,",暴伤+2%
6302,高级暴伤,80,50,暴伤,260,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,","1,1,1,",暴伤+2.6%
6303,高级暴伤,120,130,暴伤,320,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40041,","1,1,1,1,",暴伤+3.2%
6304,高级暴伤,160,250,暴伤,380,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40041,","1,1,1,2,",暴伤+3.8%
6305,高级暴伤,200,410,暴伤,450,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40041,","1,1,1,4,",暴伤+4.5%
6306,高级暴伤,250,610,暴伤,520,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40042,40041,","1,1,1,1,1,",暴伤+5.2%
6307,高级暴伤,300,860,暴伤,590,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40042,40041,","1,1,1,1,3,",暴伤+5.9%
6308,高级暴伤,350,1160,暴伤,660,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,1,1,",暴伤+6.6%
6309,高级暴伤,400,1510,暴伤,730,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,","1,1,1,1,1,",暴伤+7.3%
6310,高级暴伤,450,1910,暴伤,800,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,40041,","1,1,1,1,1,4,",暴伤+8%
6311,高级暴伤,510,2360,暴伤,900,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,2,3,",暴伤+9%
6312,高级暴伤,570,2870,暴伤,1000,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,40041,","1,1,1,2,1,3,",暴伤+10%
6313,高级暴伤,630,3440,暴伤,1100,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,3,4,",暴伤+11%
6314,高级暴伤,690,4070,暴伤,1200,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,","1,1,1,4,",暴伤+12%
6315,高级暴伤,750,4760,暴伤,1300,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,40041,","1,1,1,4,1,2,",暴伤+13%
6316,高级暴伤,820,5510,暴伤,1400,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,","1,1,1,5,1,",暴伤+14%
6317,高级暴伤,890,6330,暴伤,1500,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,6,3,",暴伤+15%
6318,高级暴伤,960,7220,暴伤,1600,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,7,2,",暴伤+16%
6319,高级暴伤,1030,8180,暴伤,1700,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,8,1,",暴伤+17%
6320,高级暴伤,1100,9210,暴伤,1800,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,9,2,",暴伤+18%
6321,高级暴伤,1180,10310,暴伤,1920,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,10,3,",暴伤+19.2%
6322,高级暴伤,1260,11490,暴伤,2040,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,11,4,",暴伤+20.4%
6323,高级暴伤,1340,12750,暴伤,2160,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,40041,","1,1,1,12,1,2,",暴伤+21.6%
6324,高级暴伤,1420,14090,暴伤,2280,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,","1,1,1,14,",暴伤+22.8%
6325,高级暴伤,1500,15510,暴伤,2400,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,","1,1,1,15,1,",暴伤+24%
6326,高级暴伤,1590,17010,暴伤,2520,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,","1,1,1,17,",暴伤+25.2%
6327,高级暴伤,1680,18600,暴伤,2640,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,40041,","1,1,1,18,1,1,",暴伤+26.4%
6328,高级暴伤,1770,20280,暴伤,2760,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40041,","1,1,1,20,2,",暴伤+27.6%
6329,高级暴伤,1860,22050,暴伤,2880,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,","1,1,1,22,",暴伤+28.8%
6330,高级暴伤,1950,23910,暴伤,3000,,紫,Icon/20053baoshang_zi_64,800000,20054,1,300,"20053,20052,20051,40043,40042,40041,","1,1,1,23,1,4,",暴伤+30%
#速度,,,,,,,,,,,,,,,
7101,初级速度,12,-1,速度,50,5,绿,Icon/20061sudu_lv_64,100000,20062,1,100,"20061,","1,",速度+0.5%
