Table:CsvEquipUpgrade,,,,,,,,,,,,,,,,,,,,,,,,
tid,after_tid,lv_limited,cost,item1_tid,item1_count,item2_tid,item2_count,item3_tid,item3_count,item4_tid,item4_count,item5_tid,item5_count,rebrith_tid,return_item1_tid,return_item1_count,return_item2_tid,return_item2_count,return_item3_tid,return_item3_count,return_item4_tid,return_item4_count,return_item5_tid,return_item5_count
101102,101103,45,60000,41011,50,41012,10,41013,5,,,,,101100,41011,35,41012,5,0,0,0,0,,
101112,101113,45,60000,41011,50,41012,10,41013,5,,,,,101110,41011,35,41012,5,0,0,0,0,,
101122,101123,45,60000,41011,50,41012,10,41013,5,,,,,101120,41011,35,41012,5,0,0,0,0,,
101132,101133,45,60000,41011,50,41012,10,41013,5,,,,,101130,41011,35,41012,5,0,0,0,0,,
101142,101143,45,60000,41011,50,41012,10,41013,5,,,,,101140,41011,35,41012,5,0,0,0,0,,
101152,101153,45,60000,41011,50,41012,10,41013,5,,,,,101150,41011,35,41012,5,0,0,0,0,,
101162,101163,45,60000,41011,50,41012,10,41013,5,,,,,101160,41011,35,41012,5,0,0,0,0,,
101172,101173,45,60000,41011,50,41012,10,41013,5,,,,,101170,41011,35,41012,5,0,0,0,0,,
101182,101183,45,60000,41011,50,41012,10,41013,5,,,,,101180,41011,35,41012,5,0,0,0,0,,
101192,101193,45,60000,41011,50,41012,10,41013,5,,,,,101190,41011,35,41012,5,0,0,0,0,,
101202,101203,45,60000,41011,50,41012,10,41013,5,,,,,101200,41011,35,41012,5,0,0,0,0,,
101212,101213,45,60000,41011,50,41012,10,41013,5,,,,,101210,41011,35,41012,5,0,0,0,0,,
101222,101223,45,60000,41011,50,41012,10,41013,5,,,,,101220,41011,35,41012,5,0,0,0,0,,
101232,101233,45,60000,41011,50,41012,10,41013,5,,,,,101230,41011,35,41012,5,0,0,0,0,,
101242,101243,45,60000,41011,50,41012,10,41013,5,,,,,101240,41011,35,41012,5,0,0,0,0,,
101252,101253,45,60000,41011,50,41012,10,41013,5,,,,,101250,41011,35,41012,5,0,0,0,0,,
101262,101263,45,60000,41011,50,41012,10,41013,5,,,,,101260,41011,35,41012,5,0,0,0,0,,
101272,101273,45,60000,41011,50,41012,10,41013,5,,,,,101270,41011,35,41012,5,0,0,0,0,,
101282,101283,45,60000,41011,50,41012,10,41013,5,,,,,101280,41011,35,41012,5,0,0,0,0,,
101292,101293,45,60000,41011,50,41012,10,41013,5,,,,,101290,41011,35,41012,5,0,0,0,0,,
101302,101303,45,60000,41011,50,41012,10,41013,5,,,,,101300,41011,35,41012,5,0,0,0,0,,
101312,101313,45,60000,41011,50,41012,10,41013,5,,,,,101310,41011,35,41012,5,0,0,0,0,,
101322,101323,45,60000,41011,50,41012,10,41013,5,,,,,101320,41011,35,41012,5,0,0,0,0,,
101332,101333,45,60000,41011,50,41012,10,41013,5,,,,,101330,41011,35,41012,5,0,0,0,0,,
101342,101343,45,60000,41011,50,41012,10,41013,5,,,,,101340,41011,35,41012,5,0,0,0,0,,
101352,101353,45,60000,41011,50,41012,10,41013,5,,,,,101350,41011,35,41012,5,0,0,0,0,,
101362,101363,45,60000,41011,50,41012,10,41013,5,,,,,101360,41011,35,41012,5,0,0,0,0,,
101372,101373,45,60000,41011,50,41012,10,41013,5,,,,,101370,41011,35,41012,5,0,0,0,0,,
101382,101383,45,60000,41011,50,41012,10,41013,5,,,,,101380,41011,35,41012,5,0,0,0,0,,
101392,101393,45,60000,41011,50,41012,10,41013,5,,,,,101390,41011,35,41012,5,0,0,0,0,,
101402,101403,45,60000,41011,50,41012,10,41013,5,,,,,101400,41011,35,41012,5,0,0,0,0,,
101412,101413,45,60000,41011,50,41012,10,41013,5,,,,,101410,41011,35,41012,5,0,0,0,0,,
101422,101423,45,60000,41011,50,41012,10,41013,5,,,,,101420,41011,35,41012,5,0,0,0,0,,
101432,101433,45,60000,41011,50,41012,10,41013,5,,,,,101430,41011,35,41012,5,0,0,0,0,,
101442,101443,45,60000,41011,50,41012,10,41013,5,,,,,101440,41011,35,41012,5,0,0,0,0,,
101452,101453,45,60000,41011,50,41012,10,41013,5,,,,,101450,41011,35,41012,5,0,0,0,0,,
101462,101463,45,60000,41011,50,41012,10,41013,5,,,,,101460,41011,35,41012,5,0,0,0,0,,
101472,101473,45,60000,41011,50,41012,10,41013,5,,,,,101470,41011,35,41012,5,0,0,0,0,,
101482,101483,45,60000,41011,50,41012,10,41013,5,,,,,101480,41011,35,41012,5,0,0,0,0,,
101492,101493,45,60000,41011,50,41012,10,41013,5,,,,,101490,41011,35,41012,5,0,0,0,0,,
101502,101503,45,60000,41011,50,41012,10,41013,5,,,,,101500,41011,35,41012,5,0,0,0,0,,
101512,101513,45,60000,41011,50,41012,10,41013,5,,,,,101510,41011,35,41012,5,0,0,0,0,,
101522,101523,45,60000,41011,50,41012,10,41013,5,,,,,101520,41011,35,41012,5,0,0,0,0,,
#,,,,,,,,,,,,,,错误:520,41011,0,0,0,0,0,0,0,,
100113,100114,55,100000,41011,100,41012,20,41013,10,41021,3,,,100110,41011,85,41012,15,41013,5,0,0,,
100123,100124,55,100000,41011,100,41012,20,41013,10,41021,3,,,100120,41011,85,41012,15,41013,5,0,0,,
100133,100134,55,100000,41011,100,41012,20,41013,10,41022,3,,,100130,41011,85,41012,15,41013,5,0,0,,
100143,100144,55,100000,41011,100,41012,20,41013,10,41022,3,,,100140,41011,85,41012,15,41013,5,0,0,,
100153,100154,55,100000,41011,100,41012,20,41013,10,41022,3,,,100150,41011,85,41012,15,41013,5,0,0,,
100163,100164,55,100000,41011,100,41012,20,41013,10,41022,3,,,100160,41011,85,41012,15,41013,5,0,0,,
100213,100214,55,100000,41011,100,41012,20,41013,10,41021,3,,,100210,41011,85,41012,15,41013,5,0,0,,
100223,100224,55,100000,41011,100,41012,20,41013,10,41021,3,,,100220,41011,85,41012,15,41013,5,0,0,,
100233,100234,55,100000,41011,100,41012,20,41013,10,41022,3,,,100230,41011,85,41012,15,41013,5,0,0,,
100243,100244,55,100000,41011,100,41012,20,41013,10,41022,3,,,100240,41011,85,41012,15,41013,5,0,0,,
100253,100254,55,100000,41011,100,41012,20,41013,10,41022,3,,,100250,41011,85,41012,15,41013,5,0,0,,
100263,100264,55,100000,41011,100,41012,20,41013,10,41022,3,,,100260,41011,85,41012,15,41013,5,0,0,,
100313,100314,55,100000,41011,100,41012,20,41013,10,41021,3,,,100310,41011,85,41012,15,41013,5,0,0,,
100323,100324,55,100000,41011,100,41012,20,41013,10,41021,3,,,100320,41011,85,41012,15,41013,5,0,0,,
100333,100334,55,100000,41011,100,41012,20,41013,10,41022,3,,,100330,41011,85,41012,15,41013,5,0,0,,
100343,100344,55,100000,41011,100,41012,20,41013,10,41022,3,,,100340,41011,85,41012,15,41013,5,0,0,,
100353,100354,55,100000,41011,100,41012,20,41013,10,41022,3,,,100350,41011,85,41012,15,41013,5,0,0,,
100363,100364,55,100000,41011,100,41012,20,41013,10,41022,3,,,100360,41011,85,41012,15,41013,5,0,0,,
100413,100414,55,100000,41011,100,41012,20,41013,10,41021,3,,,100410,41011,85,41012,15,41013,5,0,0,,
100423,100424,55,100000,41011,100,41012,20,41013,10,41021,3,,,100420,41011,85,41012,15,41013,5,0,0,,
100433,100434,55,100000,41011,100,41012,20,41013,10,41022,3,,,100430,41011,85,41012,15,41013,5,0,0,,
100443,100444,55,100000,41011,100,41012,20,41013,10,41022,3,,,100440,41011,85,41012,15,41013,5,0,0,,
100453,100454,55,100000,41011,100,41012,20,41013,10,41022,3,,,100450,41011,85,41012,15,41013,5,0,0,,
100463,100464,55,100000,41011,100,41012,20,41013,10,41022,3,,,100460,41011,85,41012,15,41013,5,0,0,,
100513,100514,55,100000,41011,100,41012,20,41013,10,41021,3,,,100510,41011,85,41012,15,41013,5,0,0,,
100523,100524,55,100000,41011,100,41012,20,41013,10,41021,3,,,100520,41011,85,41012,15,41013,5,0,0,,
100533,100534,55,100000,41011,100,41012,20,41013,10,41022,3,,,100530,41011,85,41012,15,41013,5,0,0,,
100543,100544,55,100000,41011,100,41012,20,41013,10,41022,3,,,100540,41011,85,41012,15,41013,5,0,0,,
100553,100554,55,100000,41011,100,41012,20,41013,10,41022,3,,,100550,41011,85,41012,15,41013,5,0,0,,
100563,100564,55,100000,41011,100,41012,20,41013,10,41022,3,,,100560,41011,85,41012,15,41013,5,0,0,,
100613,100614,55,100000,41011,100,41012,20,41013,10,41021,3,,,100610,41011,85,41012,15,41013,5,0,0,,
100623,100624,55,100000,41011,100,41012,20,41013,10,41021,3,,,100620,41011,85,41012,15,41013,5,0,0,,
100633,100634,55,100000,41011,100,41012,20,41013,10,41022,3,,,100630,41011,85,41012,15,41013,5,0,0,,
100643,100644,55,100000,41011,100,41012,20,41013,10,41022,3,,,100640,41011,85,41012,15,41013,5,0,0,,
100653,100654,55,100000,41011,100,41012,20,41013,10,41022,3,,,100650,41011,85,41012,15,41013,5,0,0,,
100663,100664,55,100000,41011,100,41012,20,41013,10,41022,3,,,100660,41011,85,41012,15,41013,5,0,0,,
100713,100714,55,100000,41011,100,41012,20,41013,10,41021,3,,,100710,41011,85,41012,15,41013,5,0,0,,
100723,100724,55,100000,41011,100,41012,20,41013,10,41021,3,,,100720,41011,85,41012,15,41013,5,0,0,,
100733,100734,55,100000,41011,100,41012,20,41013,10,41022,3,,,100730,41011,85,41012,15,41013,5,0,0,,
100743,100744,55,100000,41011,100,41012,20,41013,10,41022,3,,,100740,41011,85,41012,15,41013,5,0,0,,
100753,100754,55,100000,41011,100,41012,20,41013,10,41022,3,,,100750,41011,85,41012,15,41013,5,0,0,,
100763,100764,55,100000,41011,100,41012,20,41013,10,41022,3,,,100760,41011,85,41012,15,41013,5,0,0,,
100813,100814,55,100000,41011,100,41012,20,41013,10,41021,3,,,100810,41011,85,41012,15,41013,5,0,0,,
100823,100824,55,100000,41011,100,41012,20,41013,10,41022,3,,,100820,41011,85,41012,15,41013,5,0,0,,
100833,100834,55,100000,41011,100,41012,20,41013,10,41022,3,,,100830,41011,85,41012,15,41013,5,0,0,,
100843,100844,55,100000,41011,100,41012,20,41013,10,41022,3,,,100840,41011,85,41012,15,41013,5,0,0,,
100853,100854,55,100000,41011,100,41012,20,41013,10,41022,3,,,100850,41011,85,41012,15,41013,5,0,0,,
100863,100864,55,100000,41011,100,41012,20,41013,10,41022,3,,,100860,41011,85,41012,15,41013,5,0,0,,
100873,100874,55,100000,41011,100,41012,20,41013,10,41022,3,,,100870,41011,85,41012,15,41013,5,0,0,,
100883,100884,55,100000,41011,100,41012,20,41013,10,41021,3,,,100880,41011,85,41012,15,41013,5,0,0,,
100893,100894,55,100000,41011,100,41012,20,41013,10,41021,3,,,100890,41011,85,41012,15,41013,5,0,0,,
100903,100904,55,100000,41011,100,41012,20,41013,10,41021,3,,,100900,41011,85,41012,15,41013,5,0,0,,
100913,100914,55,100000,41011,100,41012,20,41013,10,41022,3,,,100910,41011,85,41012,15,41013,5,0,0,,
100923,100924,55,100000,41011,100,41012,20,41013,10,41022,3,,,100920,41011,85,41012,15,41013,5,0,0,,
100933,100934,55,100000,41011,100,41012,20,41013,10,41022,3,,,100930,41011,85,41012,15,41013,5,0,0,,
100943,100944,55,100000,41011,100,41012,20,41013,10,41022,3,,,100940,41011,85,41012,15,41013,5,0,0,,
100953,100954,55,100000,41011,100,41012,20,41013,10,41021,3,,,100950,41011,85,41012,15,41013,5,0,0,,
100963,100964,55,100000,41011,100,41012,20,41013,10,41022,3,,,100960,41011,85,41012,15,41013,5,0,0,,
100973,100974,55,100000,41011,100,41012,20,41013,10,41022,3,,,100970,41011,85,41012,15,41013,5,0,0,,
100983,100984,55,100000,41011,100,41012,20,41013,10,41021,3,,,100980,41011,85,41012,15,41013,5,0,0,,
100993,100994,55,100000,41011,100,41012,20,41013,10,41022,3,,,100990,41011,85,41012,15,41013,5,0,0,,
101003,101004,55,100000,41011,100,41012,20,41013,10,41021,3,,,101000,41011,85,41012,15,41013,5,0,0,,
101013,101014,55,100000,41011,100,41012,20,41013,10,41022,3,,,101010,41011,85,41012,15,41013,5,0,0,,
101023,101024,55,100000,41011,100,41012,20,41013,10,41021,3,,,101020,41011,85,41012,15,41013,5,0,0,,
101033,101034,55,100000,41011,100,41012,20,41013,10,41021,3,,,101030,41011,85,41012,15,41013,5,0,0,,
101043,101044,55,100000,41011,100,41012,20,41013,10,41021,3,,,101040,41011,85,41012,15,41013,5,0,0,,
101053,101054,55,100000,41011,100,41012,20,41013,10,41021,3,,,101050,41011,85,41012,15,41013,5,0,0,,
101063,101064,55,100000,41011,100,41012,20,41013,10,41021,3,,,101060,41011,85,41012,15,41013,5,0,0,,
101073,101074,55,100000,41011,100,41012,20,41013,10,41021,3,,,101070,41011,85,41012,15,41013,5,0,0,,
101083,101084,55,100000,41011,100,41012,20,41013,10,41021,3,,,101080,41011,85,41012,15,41013,5,0,0,,
101093,101094,55,100000,41011,100,41012,20,41013,10,41021,3,,,101090,41011,85,41012,15,41013,5,0,0,,
101103,101104,55,100000,41011,100,41012,20,41013,10,41021,3,,,101100,41011,85,41012,15,41013,5,0,0,,
101113,101114,55,100000,41011,100,41012,20,41013,10,41021,3,,,101110,41011,85,41012,15,41013,5,0,0,,
101123,101124,55,100000,41011,100,41012,20,41013,10,41021,3,,,101120,41011,85,41012,15,41013,5,0,0,,
101133,101134,55,100000,41011,100,41012,20,41013,10,41021,3,,,101130,41011,85,41012,15,41013,5,0,0,,
101143,101144,55,100000,41011,100,41012,20,41013,10,41021,3,,,101140,41011,85,41012,15,41013,5,0,0,,
101153,101154,55,100000,41011,100,41012,20,41013,10,41021,3,,,101150,41011,85,41012,15,41013,5,0,0,,
101163,101164,55,100000,41011,100,41012,20,41013,10,41021,3,,,101160,41011,85,41012,15,41013,5,0,0,,
101173,101174,55,100000,41011,100,41012,20,41013,10,41021,3,,,101170,41011,85,41012,15,41013,5,0,0,,
101183,101184,55,100000,41011,100,41012,20,41013,10,41021,3,,,101180,41011,85,41012,15,41013,5,0,0,,
101193,101194,55,100000,41011,100,41012,20,41013,10,41021,3,,,101190,41011,85,41012,15,41013,5,0,0,,
101203,101204,55,100000,41011,100,41012,20,41013,10,41022,3,,,101200,41011,85,41012,15,41013,5,0,0,,
101213,101214,55,100000,41011,100,41012,20,41013,10,41022,3,,,101210,41011,85,41012,15,41013,5,0,0,,
101223,101224,55,100000,41011,100,41012,20,41013,10,41022,3,,,101220,41011,85,41012,15,41013,5,0,0,,
101233,101234,55,100000,41011,100,41012,20,41013,10,41022,3,,,101230,41011,85,41012,15,41013,5,0,0,,
101243,101244,55,100000,41011,100,41012,20,41013,10,41021,3,,,101240,41011,85,41012,15,41013,5,0,0,,
101253,101254,55,100000,41011,100,41012,20,41013,10,41021,3,,,101250,41011,85,41012,15,41013,5,0,0,,
101263,101264,55,100000,41011,100,41012,20,41013,10,41021,3,,,101260,41011,85,41012,15,41013,5,0,0,,
101273,101274,55,100000,41011,100,41012,20,41013,10,41021,3,,,101270,41011,85,41012,15,41013,5,0,0,,
101283,101284,55,100000,41011,100,41012,20,41013,10,41021,3,,,101280,41011,85,41012,15,41013,5,0,0,,
101293,101294,55,100000,41011,100,41012,20,41013,10,41021,3,,,101290,41011,85,41012,15,41013,5,0,0,,
101303,101304,55,100000,41011,100,41012,20,41013,10,41021,3,,,101300,41011,85,41012,15,41013,5,0,0,,
101313,101314,55,100000,41011,100,41012,20,41013,10,41021,3,,,101310,41011,85,41012,15,41013,5,0,0,,
101323,101324,55,100000,41011,100,41012,20,41013,10,41021,3,,,101320,41011,85,41012,15,41013,5,0,0,,
101333,101334,55,100000,41011,100,41012,20,41013,10,41021,3,,,101330,41011,85,41012,15,41013,5,0,0,,
101343,101344,55,100000,41011,100,41012,20,41013,10,41021,3,,,101340,41011,85,41012,15,41013,5,0,0,,
101353,101354,55,100000,41011,100,41012,20,41013,10,41021,3,,,101350,41011,85,41012,15,41013,5,0,0,,
101363,101364,55,100000,41011,100,41012,20,41013,10,41021,3,,,101360,41011,85,41012,15,41013,5,0,0,,
101373,101374,55,100000,41011,100,41012,20,41013,10,41021,3,,,101370,41011,85,41012,15,41013,5,0,0,,
101383,101384,55,100000,41011,100,41012,20,41013,10,41021,3,,,101380,41011,85,41012,15,41013,5,0,0,,
101393,101394,55,100000,41011,100,41012,20,41013,10,41021,3,,,101390,41011,85,41012,15,41013,5,0,0,,
101403,101404,55,100000,41011,100,41012,20,41013,10,41021,3,,,101400,41011,85,41012,15,41013,5,0,0,,
101413,101414,55,100000,41011,100,41012,20,41013,10,41021,3,,,101410,41011,85,41012,15,41013,5,0,0,,
101423,101424,55,100000,41011,100,41012,20,41013,10,41022,3,,,101420,41011,85,41012,15,41013,5,0,0,,
101433,101434,55,100000,41011,100,41012,20,41013,10,41022,3,,,101430,41011,85,41012,15,41013,5,0,0,,
101443,101444,55,100000,41011,100,41012,20,41013,10,41021,3,,,101440,41011,85,41012,15,41013,5,0,0,,
101453,101454,55,100000,41011,100,41012,20,41013,10,41022,3,,,101450,41011,85,41012,15,41013,5,0,0,,
101463,101464,55,100000,41011,100,41012,20,41013,10,41022,3,,,101460,41011,85,41012,15,41013,5,0,0,,
101473,101474,55,100000,41011,100,41012,20,41013,10,41021,3,,,101470,41011,85,41012,15,41013,5,0,0,,
101483,101484,55,100000,41011,100,41012,20,41013,10,41022,3,,,101480,41011,85,41012,15,41013,5,0,0,,
101493,101494,55,100000,41011,100,41012,20,41013,10,41022,3,,,101490,41011,85,41012,15,41013,5,0,0,,
101503,101504,55,100000,41011,100,41012,20,41013,10,41021,3,,,101500,41011,85,41012,15,41013,5,0,0,,
101513,101514,55,100000,41011,100,41012,20,41013,10,41022,3,,,101510,41011,85,41012,15,41013,5,0,0,,
101523,101524,55,100000,41011,100,41012,20,41013,10,41022,3,,,101520,41011,85,41012,15,41013,5,0,0,,
#,,,,,,,,,,,,,,错误:520,41011,0,0,0,0,0,0,0,,
100114,100115,65,200000,41011,200,41012,40,41013,20,41021,10,,,100110,41011,185,41012,35,41013,15,41021,3,,
100124,100125,65,200000,41011,200,41012,40,41013,20,41021,10,,,100120,41011,185,41012,35,41013,15,41021,3,,
100134,100135,65,200000,41011,200,41012,40,41013,20,41022,10,,,100130,41011,185,41012,35,41013,15,41022,3,,
100144,100145,65,200000,41011,200,41012,40,41013,20,41022,10,,,100140,41011,185,41012,35,41013,15,41022,3,,
100154,100155,65,200000,41011,200,41012,40,41013,20,41022,10,,,100150,41011,185,41012,35,41013,15,41022,3,,
100164,100165,65,200000,41011,200,41012,40,41013,20,41022,10,,,100160,41011,185,41012,35,41013,15,41022,3,,
100214,100215,65,200000,41011,200,41012,40,41013,20,41021,10,,,100210,41011,185,41012,35,41013,15,41021,3,,
100224,100225,65,200000,41011,200,41012,40,41013,20,41021,10,,,100220,41011,185,41012,35,41013,15,41021,3,,
100234,100235,65,200000,41011,200,41012,40,41013,20,41022,10,,,100230,41011,185,41012,35,41013,15,41022,3,,
100244,100245,65,200000,41011,200,41012,40,41013,20,41022,10,,,100240,41011,185,41012,35,41013,15,41022,3,,
100254,100255,65,200000,41011,200,41012,40,41013,20,41022,10,,,100250,41011,185,41012,35,41013,15,41022,3,,
100264,100265,65,200000,41011,200,41012,40,41013,20,41022,10,,,100260,41011,185,41012,35,41013,15,41022,3,,
100314,100315,65,200000,41011,200,41012,40,41013,20,41021,10,,,100310,41011,185,41012,35,41013,15,41021,3,,
100324,100325,65,200000,41011,200,41012,40,41013,20,41021,10,,,100320,41011,185,41012,35,41013,15,41021,3,,
100334,100335,65,200000,41011,200,41012,40,41013,20,41022,10,,,100330,41011,185,41012,35,41013,15,41022,3,,
100344,100345,65,200000,41011,200,41012,40,41013,20,41022,10,,,100340,41011,185,41012,35,41013,15,41022,3,,
100354,100355,65,200000,41011,200,41012,40,41013,20,41022,10,,,100350,41011,185,41012,35,41013,15,41022,3,,
100364,100365,65,200000,41011,200,41012,40,41013,20,41022,10,,,100360,41011,185,41012,35,41013,15,41022,3,,
100414,100415,65,200000,41011,200,41012,40,41013,20,41021,10,,,100410,41011,185,41012,35,41013,15,41021,3,,
100424,100425,65,200000,41011,200,41012,40,41013,20,41021,10,,,100420,41011,185,41012,35,41013,15,41021,3,,
100434,100435,65,200000,41011,200,41012,40,41013,20,41022,10,,,100430,41011,185,41012,35,41013,15,41022,3,,
100444,100445,65,200000,41011,200,41012,40,41013,20,41022,10,,,100440,41011,185,41012,35,41013,15,41022,3,,
100454,100455,65,200000,41011,200,41012,40,41013,20,41022,10,,,100450,41011,185,41012,35,41013,15,41022,3,,
100464,100465,65,200000,41011,200,41012,40,41013,20,41022,10,,,100460,41011,185,41012,35,41013,15,41022,3,,
100514,100515,65,200000,41011,200,41012,40,41013,20,41021,10,,,100510,41011,185,41012,35,41013,15,41021,3,,
100524,100525,65,200000,41011,200,41012,40,41013,20,41021,10,,,100520,41011,185,41012,35,41013,15,41021,3,,
100534,100535,65,200000,41011,200,41012,40,41013,20,41022,10,,,100530,41011,185,41012,35,41013,15,41022,3,,
100544,100545,65,200000,41011,200,41012,40,41013,20,41022,10,,,100540,41011,185,41012,35,41013,15,41022,3,,
100554,100555,65,200000,41011,200,41012,40,41013,20,41022,10,,,100550,41011,185,41012,35,41013,15,41022,3,,
100564,100565,65,200000,41011,200,41012,40,41013,20,41022,10,,,100560,41011,185,41012,35,41013,15,41022,3,,
100614,100615,65,200000,41011,200,41012,40,41013,20,41021,10,,,100610,41011,185,41012,35,41013,15,41021,3,,
100624,100625,65,200000,41011,200,41012,40,41013,20,41021,10,,,100620,41011,185,41012,35,41013,15,41021,3,,
100634,100635,65,200000,41011,200,41012,40,41013,20,41022,10,,,100630,41011,185,41012,35,41013,15,41022,3,,
100644,100645,65,200000,41011,200,41012,40,41013,20,41022,10,,,100640,41011,185,41012,35,41013,15,41022,3,,
100654,100655,65,200000,41011,200,41012,40,41013,20,41022,10,,,100650,41011,185,41012,35,41013,15,41022,3,,
100664,100665,65,200000,41011,200,41012,40,41013,20,41022,10,,,100660,41011,185,41012,35,41013,15,41022,3,,
100714,100715,65,200000,41011,200,41012,40,41013,20,41021,10,,,100710,41011,185,41012,35,41013,15,41021,3,,
100724,100725,65,200000,41011,200,41012,40,41013,20,41021,10,,,100720,41011,185,41012,35,41013,15,41021,3,,
100734,100735,65,200000,41011,200,41012,40,41013,20,41022,10,,,100730,41011,185,41012,35,41013,15,41022,3,,
100744,100745,65,200000,41011,200,41012,40,41013,20,41022,10,,,100740,41011,185,41012,35,41013,15,41022,3,,
100754,100755,65,200000,41011,200,41012,40,41013,20,41022,10,,,100750,41011,185,41012,35,41013,15,41022,3,,
100764,100765,65,200000,41011,200,41012,40,41013,20,41022,10,,,100760,41011,185,41012,35,41013,15,41022,3,,
100814,100815,65,200000,41011,200,41012,40,41013,20,41021,10,,,100810,41011,185,41012,35,41013,15,41021,3,,
100824,100825,65,200000,41011,200,41012,40,41013,20,41022,10,,,100820,41011,185,41012,35,41013,15,41022,3,,
100834,100835,65,200000,41011,200,41012,40,41013,20,41022,10,,,100830,41011,185,41012,35,41013,15,41022,3,,
100844,100845,65,200000,41011,200,41012,40,41013,20,41022,10,,,100840,41011,185,41012,35,41013,15,41022,3,,
100854,100855,65,200000,41011,200,41012,40,41013,20,41022,10,,,100850,41011,185,41012,35,41013,15,41022,3,,
100864,100865,65,200000,41011,200,41012,40,41013,20,41022,10,,,100860,41011,185,41012,35,41013,15,41022,3,,
100874,100875,65,200000,41011,200,41012,40,41013,20,41022,10,,,100870,41011,185,41012,35,41013,15,41022,3,,
100884,100885,65,200000,41011,200,41012,40,41013,20,41021,10,,,100880,41011,185,41012,35,41013,15,41021,3,,
100894,100895,65,200000,41011,200,41012,40,41013,20,41021,10,,,100890,41011,185,41012,35,41013,15,41021,3,,
100904,100905,65,200000,41011,200,41012,40,41013,20,41021,10,,,100900,41011,185,41012,35,41013,15,41021,3,,
100914,100915,65,200000,41011,200,41012,40,41013,20,41022,10,,,100910,41011,185,41012,35,41013,15,41022,3,,
100924,100925,65,200000,41011,200,41012,40,41013,20,41022,10,,,100920,41011,185,41012,35,41013,15,41022,3,,
100934,100935,65,200000,41011,200,41012,40,41013,20,41022,10,,,100930,41011,185,41012,35,41013,15,41022,3,,
100944,100945,65,200000,41011,200,41012,40,41013,20,41022,10,,,100940,41011,185,41012,35,41013,15,41022,3,,
100954,100955,65,200000,41011,200,41012,40,41013,20,41021,10,,,100950,41011,185,41012,35,41013,15,41021,3,,
100964,100965,65,200000,41011,200,41012,40,41013,20,41022,10,,,100960,41011,185,41012,35,41013,15,41022,3,,
100974,100975,65,200000,41011,200,41012,40,41013,20,41022,10,,,100970,41011,185,41012,35,41013,15,41022,3,,
100984,100985,65,200000,41011,200,41012,40,41013,20,41021,10,,,100980,41011,185,41012,35,41013,15,41021,3,,
100994,100995,65,200000,41011,200,41012,40,41013,20,41022,10,,,100990,41011,185,41012,35,41013,15,41022,3,,
101004,101005,65,200000,41011,200,41012,40,41013,20,41021,10,,,101000,41011,185,41012,35,41013,15,41021,3,,
101014,101015,65,200000,41011,200,41012,40,41013,20,41022,10,,,101010,41011,185,41012,35,41013,15,41022,3,,
101024,101025,65,200000,41011,200,41012,40,41013,20,41021,10,,,101020,41011,185,41012,35,41013,15,41021,3,,
101034,101035,65,200000,41011,200,41012,40,41013,20,41021,10,,,101030,41011,185,41012,35,41013,15,41021,3,,
101044,101045,65,200000,41011,200,41012,40,41013,20,41021,10,,,101040,41011,185,41012,35,41013,15,41021,3,,
101054,101055,65,200000,41011,200,41012,40,41013,20,41021,10,,,101050,41011,185,41012,35,41013,15,41021,3,,
101064,101065,65,200000,41011,200,41012,40,41013,20,41021,10,,,101060,41011,185,41012,35,41013,15,41021,3,,
101074,101075,65,200000,41011,200,41012,40,41013,20,41021,10,,,101070,41011,185,41012,35,41013,15,41021,3,,
101084,101085,65,200000,41011,200,41012,40,41013,20,41021,10,,,101080,41011,185,41012,35,41013,15,41021,3,,
101094,101095,65,200000,41011,200,41012,40,41013,20,41021,10,,,101090,41011,185,41012,35,41013,15,41021,3,,
101104,101105,65,200000,41011,200,41012,40,41013,20,41021,10,,,101100,41011,185,41012,35,41013,15,41021,3,,
101114,101115,65,200000,41011,200,41012,40,41013,20,41021,10,,,101110,41011,185,41012,35,41013,15,41021,3,,
101124,101125,65,200000,41011,200,41012,40,41013,20,41021,10,,,101120,41011,185,41012,35,41013,15,41021,3,,
101134,101135,65,200000,41011,200,41012,40,41013,20,41021,10,,,101130,41011,185,41012,35,41013,15,41021,3,,
101144,101145,65,200000,41011,200,41012,40,41013,20,41021,10,,,101140,41011,185,41012,35,41013,15,41021,3,,
101154,101155,65,200000,41011,200,41012,40,41013,20,41021,10,,,101150,41011,185,41012,35,41013,15,41021,3,,
101164,101165,65,200000,41011,200,41012,40,41013,20,41021,10,,,101160,41011,185,41012,35,41013,15,41021,3,,
101174,101175,65,200000,41011,200,41012,40,41013,20,41021,10,,,101170,41011,185,41012,35,41013,15,41021,3,,
101184,101185,65,200000,41011,200,41012,40,41013,20,41021,10,,,101180,41011,185,41012,35,41013,15,41021,3,,
101194,101195,65,200000,41011,200,41012,40,41013,20,41021,10,,,101190,41011,185,41012,35,41013,15,41021,3,,
101204,101205,65,200000,41011,200,41012,40,41013,20,41022,10,,,101200,41011,185,41012,35,41013,15,41022,3,,
101214,101215,65,200000,41011,200,41012,40,41013,20,41022,10,,,101210,41011,185,41012,35,41013,15,41022,3,,
101224,101225,65,200000,41011,200,41012,40,41013,20,41022,10,,,101220,41011,185,41012,35,41013,15,41022,3,,
101234,101235,65,200000,41011,200,41012,40,41013,20,41022,10,,,101230,41011,185,41012,35,41013,15,41022,3,,
