Table:CsvItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,type:ItemType,max_num,desc:s,icon_path:s,icon_path_s:s,is_sell:b,sell_price,display_color:ItemColor,para1,para2,para3,sort_order,need_level,is_use:b,equip_type:EquipType,equip_limited_lv,equip_main_attr0:AttrType,equip_standard_value0,equip_inc_value0,equip_main_attr1:AttrType,equip_standard_value1,equip_inc_value1,equip_side_attr:AttrType,can_upgrade:b,occupation_type:OccupationType,addAttr1,Probability1,addAttr2,Probability2,punch_cost_id:a,punch_cost_num:a,punch_num,equip_grade,extraction_cost,appriasal_cost
100911,法力风暴护腿,装备,1,0,Icon/falifengbaohutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,990,30,,,,,1,全部,,,,,40051,7,3,10,7,8
100921,狮心头盔,装备,1,0,Icon/shixintoukui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,198,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100931,洞察法袍,装备,1,0,Icon/dongchafapao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,198,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100941,黑色龙鳞战靴,装备,1,0,Icon/heiselonglinzhanxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,165,5,,,,,1,全部,,,,,40051,7,3,10,7,8
100951,厄运钟摆,装备,1,0,Icon/eyunzhongbai,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,250,10,,,,,1,物理,,,,,40051,5,2,10,5,4
100961,瑟莱德丝之眼,装备,1,0,Icon/selaidesizhiyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,168,6,,,,,1,全部,,,,,40051,5,2,10,5,4
100971,白鳄长靴,装备,1,0,Icon/baiechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,140,5,,,,,1,全部,,,,,40051,5,2,10,5,4
100981,诺克赛恩魔杖,装备,1,0,Icon/nuokesaienmozhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,280,10,,,,,1,法术,,,,,40051,5,2,10,5,4
100991,风鳞布裙,装备,1,0,Icon/fenglinbuqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,840,30,,,,,1,全部,,,,,40051,5,2,10,5,4
101001,哈卡之塔,装备,1,0,Icon/hakazhita,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,280,10,,,,,1,法术,,,,,40051,5,2,10,5,4
101011,溅血胫甲,装备,1,0,Icon/jianxuejingjia,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,140,5,,,,,1,全部,,,,,40051,5,2,10,5,4
101181,亮木法杖,装备,1,0,Icon/liangmufazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,420,15,,,,,1,法术,,,,,40051,9,3,15,9,12
101191,斩首者康恩,装备,1,0,Icon/zhanshouzhekangen,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,420,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101201,踏云腿甲,装备,1,0,Icon/tayuntuijia,0,1,2000,紫,,,,0,1,1,裤子,1,血量,1260,45,,,,,1,全部,,,,,40051,9,3,15,9,12
101211,风蛇的拥抱,装备,1,0,Icon/fengshedeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,252,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101221,烈焰之环,装备,1,0,Icon/lieyanzhihuan,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,252,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101231,闪避之靴,装备,1,0,Icon/shanbichangxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,210,7,,,,,1,全部,,,,,40051,9,3,15,9,12
101241,龙之召唤,装备,1,0,Icon/longzhizhaohuan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,420,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101411,院长之杖,装备,1,0,Icon/yuanzhangzhizhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,440,18,,,,,1,法术,,,,,40051,11,3,20,11,16
101421,奥兰纳的拥抱,装备,1,0,Icon/aolannadeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,264,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101431,泰坦护腿,装备,1,0,Icon/taitanhutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,1320,54,,,,,1,全部,,,,,40051,11,3,20,11,16
101441,瑞文戴尔之剑,装备,1,0,Icon/ruiwendaierzhijian,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,440,18,,,,,1,全部,,,,,40051,11,3,20,11,16
101451,纳尔维之盔,装备,1,0,Icon/naerweizhikui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,264,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101461,熔岩犬皮靴,装备,1,0,Icon/rongyanquanpixue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,220,9,,,,,1,全部,,,,,40051,11,3,20,11,16
101471,毁灭之刃,装备,1,,Icon/huimiezhiren,,1,2000,紫,,,,0,1,1,武器,1,物理攻击,440,22,,,,,1,物理,,,,,40051,13,3,25,13,20
101481,生命赐予者头盔,装备,1,,Icon/shengmingciyuzhezhikui,,1,2000,紫,,,,0,1,1,头盔,1,法术防御,264,13,,,,,1,全部,,,,,40051,13,3,25,13,20
101491,烈焰行者重靴,装备,1,,Icon/lieyanxingzhezhongxue,,1,2000,紫,,,,0,1,1,鞋子,1,速度,220,11,,,,,1,全部,,,,,40051,13,3,25,13,20
101501,统御法杖,装备,1,,Icon/tongyufazhang,,1,2000,紫,,,,0,1,1,武器,1,法术攻击,440,22,,,,,1,法术,,,,,40051,13,3,25,13,20
101511,火蜥蜴鳞片短裤,装备,1,,Icon/huoxiyilinpianduanku,,1,2000,紫,,,,0,1,1,裤子,1,血量,1320,66,,,,,1,全部,,,,,40051,13,3,25,13,20
101521,波动长袍,装备,1,,Icon/bodongchangpao,,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,264,13,,,,,1,全部,,,,,40051,13,3,25,13,20
100112,残酷倒钩,装备,1,0,Icon/cankudaogou,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,210,4,,,,,1,物理,,,,,40051,5,2,2,5,4
100122,曲奇的烧火棍,装备,1,0,Icon/quqidechuihuo,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,210,4,,,,,1,法术,,,,,40051,5,2,2,5,4
100132,黑暗迪菲亚护腿,装备,1,0,Icon/heiandifeiyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,630,12,,,,,1,全部,,,,,40051,5,2,2,5,4
100142,黑暗迪菲亚护甲,装备,1,0,Icon/heiandifeiyahujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,126,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100152,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,126,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100162,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,105,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100212,毒蛇,装备,1,0,Icon/dushe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,230,4,,,,,1,物理,,,,,40051,5,2,2,5,4
100222,生命之根,装备,1,0,Icon/shengmingzhigen,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,230,4,,,,,1,法术,,,,,40051,5,2,2,5,4
100232,尖牙护腿,装备,1,0,Icon/jianyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,690,12,,,,,1,全部,,,,,40051,5,2,2,5,4
100242,尖牙外套,装备,1,0,Icon/jianyawaitao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,138,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100252,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,138,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100262,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,115,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100312,曲刃战斧,装备,1,0,Icon/qurenzhanfu,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,250,5,,,,,1,物理,,,,,40051,5,2,4,5,4
100322,奥杜之杖,装备,1,0,Icon/aoduzhizhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,250,5,,,,,1,法术,,,,,40051,5,2,4,5,4
100332,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,750,15,,,,,1,全部,,,,,40051,5,2,4,5,4
100342,影牙堡主法袍,装备,1,0,Icon/alugaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,150,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100352,追随者眼罩,装备,1,0,Icon/zhuisuizheyanzhao,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,150,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100362,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,115,2,,,,,1,全部,,,,,40051,5,2,4,5,4
100412,纳迦穿心者,装备,1,0,Icon/najiachuanxinzhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,270,5,,,,,1,物理,,,,,40051,5,2,4,5,4
100422,梦游者魔棒,装备,1,0,Icon/mengyouzhemobang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,270,5,,,,,1,法术,,,,,40051,5,2,4,5,4
100432,凝望短裤,装备,1,0,Icon/ningwangduanku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,810,15,,,,,1,全部,,,,,40051,5,2,4,5,4
100442,海龟护甲,装备,1,0,Icon/haiguihujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,162,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100452,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,150,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100462,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,125,2,,,,,1,全部,,,,,40051,5,2,4,5,4
100612,破坏者,装备,1,0,Icon/pohuaizhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,300,7,,,,,1,物理,,,,,40051,5,2,6,5,4
100622,幻影法杖,装备,1,0,Icon/huanyingfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,300,7,,,,,1,法术,,,,,40051,5,2,6,5,4
100632,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,870,21,,,,,1,全部,,,,,40051,5,2,6,5,4
100642,铠甲,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,174,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100652,主教之冠,装备,1,0,Icon/zhujiaozhiguan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,180,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100662,血色十字军战靴,装备,1,0,Icon/xueseshizijunzhanxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,150,3,,,,,1,全部,,,,,40051,5,2,6,5,4
100712,尸体制造者,装备,1,0,Icon/shitizhizaozhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,320,7,,,,,1,物理,,,,,40051,5,2,6,5,4
100722,法杖,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,310,7,,,,,1,法术,,,,,40051,5,2,6,5,4
100732,野兽护腿,装备,1,0,Icon/yeshouhutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,960,21,,,,,1,全部,,,,,40051,5,2,6,5,4
100742,巫妖法袍,装备,1,0,Icon/wuyaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,192,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100752,冰铁之盔,装备,1,0,Icon/bingtiezhikui,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,192,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100762,之靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,160,3,,,,,1,全部,,,,,40051,5,2,6,5,4
100812,加加恩的火枪,装备,1,0,Icon/jiajiaendehuoqiang,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,320,8,,,,,1,物理,,,,,40051,5,2,8,5,4
100822,鲁恩乌的长靴,装备,1,0,Icon/luenwudechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,160,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100832,石化蜥蜴皮裤,装备,1,0,Icon/shihuaxiyipiku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,960,24,,,,,1,全部,,,,,40051,5,2,8,5,4
100842,格瑞姆洛克的部族法衣,装备,1,0,Icon/geruimuluokedebuzufayi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,192,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100852,大坏蛋面具,装备,1,0,Icon/dahuaidanmianju,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,192,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100862,霉运巫毒之皮,装备,1,0,Icon/meiyunwuduzhipi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,192,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100872,霉运巫毒之裙,装备,1,0,Icon/meiyunwuduzhiqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,960,24,,,,,1,全部,,,,,40051,5,2,8,5,4
100882,祖穆拉恩的能量法杖,装备,1,0,Icon/zumulaendenengliangfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,320,8,,,,,1,法术,,,,,40051,5,2,8,5,4
100892,乔丹法杖,装备,1,0,Icon/qiaodanfazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,470,10,,,,,1,法术,,,,,40051,7,3,10,7,8
100902,一闪,装备,1,0,Icon/yishan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,470,10,,,,,1,物理,,,,,40051,7,3,10,7,8
100912,法力风暴护腿,装备,1,0,Icon/falifengbaohutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,1410,30,,,,,1,全部,,,,,40051,7,3,10,7,8
100922,狮心头盔,装备,1,0,Icon/shixintoukui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,282,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100932,洞察法袍,装备,1,0,Icon/dongchafapao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,282,6,,,,,1,全部,,,,,40051,7,3,10,7,8
100942,黑色龙鳞战靴,装备,1,0,Icon/heiselonglinzhanxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,235,5,,,,,1,全部,,,,,40051,7,3,10,7,8
100952,厄运钟摆,装备,1,0,Icon/eyunzhongbai,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,350,10,,,,,1,物理,,,,,40051,5,2,10,5,4
100962,瑟莱德丝之眼,装备,1,0,Icon/selaidesizhiyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,246,6,,,,,1,全部,,,,,40051,5,2,10,5,4
100972,白鳄长靴,装备,1,0,Icon/baiechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,205,5,,,,,1,全部,,,,,40051,5,2,10,5,4
100982,诺克赛恩魔杖,装备,1,0,Icon/nuokesaienmozhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,410,10,,,,,1,法术,,,,,40051,5,2,10,5,4
100992,风鳞布裙,装备,1,0,Icon/fenglinbuqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1230,30,,,,,1,全部,,,,,40051,5,2,10,5,4
101002,哈卡之塔,装备,1,0,Icon/hakazhita,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,410,10,,,,,1,法术,,,,,40051,5,2,10,5,4
101012,溅血胫甲,装备,1,0,Icon/jianxuejingjia,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,205,5,,,,,1,全部,,,,,40051,5,2,10,5,4
101182,亮木法杖,装备,1,0,Icon/liangmufazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,620,15,,,,,1,法术,,,,,40051,9,3,15,9,12
101192,斩首者康恩,装备,1,0,Icon/zhanshouzhekangen,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,620,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101202,踏云腿甲,装备,1,0,Icon/tayuntuijia,0,1,2000,紫,,,,0,1,1,裤子,1,血量,1860,45,,,,,1,全部,,,,,40051,9,3,15,9,12
101212,风蛇的拥抱,装备,1,0,Icon/fengshedeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,372,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101222,烈焰之环,装备,1,0,Icon/lieyanzhihuan,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,372,9,,,,,1,全部,,,,,40051,9,3,15,9,12
101232,闪避之靴,装备,1,0,Icon/shanbichangxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,310,7,,,,,1,全部,,,,,40051,9,3,15,9,12
101242,龙之召唤,装备,1,0,Icon/longzhizhaohuan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,620,15,,,,,1,物理,,,,,40051,9,3,15,9,12
101412,院长之杖,装备,1,0,Icon/yuanzhangzhizhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,642,18,,,,,1,法术,,,,,40051,11,3,20,11,16
101422,奥兰纳的拥抱,装备,1,0,Icon/aolannadeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,385,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101432,泰坦护腿,装备,1,0,Icon/taitanhutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,1926,54,,,,,1,全部,,,,,40051,11,3,20,11,16
101442,瑞文戴尔之剑,装备,1,0,Icon/ruiwendaierzhijian,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,642,18,,,,,1,全部,,,,,40051,11,3,20,11,16
101452,纳尔维之盔,装备,1,0,Icon/naerweizhikui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,385,11,,,,,1,全部,,,,,40051,11,3,20,11,16
101462,熔岩犬皮靴,装备,1,0,Icon/rongyanquanpixue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,321,9,,,,,1,全部,,,,,40051,11,3,20,11,16
101472,毁灭之刃,装备,1,,Icon/huimiezhiren,,1,2000,紫,,,,0,1,1,武器,1,物理攻击,645,22,,,,,1,物理,,,,,40051,13,3,25,13,20
101482,生命赐予者头盔,装备,1,,Icon/shengmingciyuzhezhikui,,1,2000,紫,,,,0,1,1,头盔,1,法术防御,387,13,,,,,1,全部,,,,,40051,13,3,25,13,20
101492,烈焰行者重靴,装备,1,,Icon/lieyanxingzhezhongxue,,1,2000,紫,,,,0,1,1,鞋子,1,速度,322,11,,,,,1,全部,,,,,40051,13,3,25,13,20
101502,统御法杖,装备,1,,Icon/tongyufazhang,,1,2000,紫,,,,0,1,1,武器,1,法术攻击,645,22,,,,,1,法术,,,,,40051,13,3,25,13,20
101512,火蜥蜴鳞片短裤,装备,1,,Icon/huoxiyilinpianduanku,,1,2000,紫,,,,0,1,1,裤子,1,血量,1935,66,,,,,1,全部,,,,,40051,13,3,25,13,20
101522,波动长袍,装备,1,,Icon/bodongchangpao,,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,387,13,,,,,1,全部,,,,,40051,13,3,25,13,20
100113,残酷倒钩,装备,1,0,Icon/cankudaogou,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,310,4,,,,,1,物理,,,,,40051,5,2,2,5,4
100123,曲奇的烧火棍,装备,1,0,Icon/quqidechuihuo,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,310,4,,,,,1,法术,,,,,40051,5,2,2,5,4
100133,黑暗迪菲亚护腿,装备,1,0,Icon/heiandifeiyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,930,12,,,,,1,全部,,,,,40051,5,2,2,5,4
100143,黑暗迪菲亚护甲,装备,1,0,Icon/heiandifeiyahujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,186,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100153,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,186,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100163,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,155,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100213,毒蛇,装备,1,0,Icon/dushe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,330,4,,,,,1,物理,,,,,40051,5,2,2,5,4
100223,生命之根,装备,1,0,Icon/shengmingzhigen,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,330,4,,,,,1,法术,,,,,40051,5,2,2,5,4
100233,尖牙护腿,装备,1,0,Icon/jianyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,990,12,,,,,1,全部,,,,,40051,5,2,2,5,4
100243,尖牙外套,装备,1,0,Icon/jianyawaitao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,198,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100253,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,198,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100263,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,165,2,,,,,1,全部,,,,,40051,5,2,2,5,4
100313,曲刃战斧,装备,1,0,Icon/qurenzhanfu,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,350,5,,,,,1,物理,,,,,40051,5,2,4,5,4
100323,奥杜之杖,装备,1,0,Icon/aoduzhizhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,350,5,,,,,1,法术,,,,,40051,5,2,4,5,4
100333,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1050,15,,,,,1,全部,,,,,40051,5,2,4,5,4
100343,影牙堡主法袍,装备,1,0,Icon/alugaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,210,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100353,追随者眼罩,装备,1,0,Icon/zhuisuizheyanzhao,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,210,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100363,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,165,2,,,,,1,全部,,,,,40051,5,2,4,5,4
100413,纳迦穿心者,装备,1,0,Icon/najiachuanxinzhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,370,5,,,,,1,物理,,,,,40051,5,2,4,5,4
100423,梦游者魔棒,装备,1,0,Icon/mengyouzhemobang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,370,5,,,,,1,法术,,,,,40051,5,2,4,5,4
100433,凝望短裤,装备,1,0,Icon/ningwangduanku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1110,15,,,,,1,全部,,,,,40051,5,2,4,5,4
100443,海龟护甲,装备,1,0,Icon/haiguihujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,222,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100453,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,210,3,,,,,1,全部,,,,,40051,5,2,4,5,4
100463,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,175,2,,,,,1,全部,,,,,40051,5,2,4,5,4
100613,破坏者,装备,1,0,Icon/pohuaizhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,400,7,,,,,1,物理,,,,,40051,5,2,6,5,4
100623,幻影法杖,装备,1,0,Icon/huanyingfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,400,7,,,,,1,法术,,,,,40051,5,2,6,5,4
100633,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1170,21,,,,,1,全部,,,,,40051,5,2,6,5,4
100643,铠甲,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,234,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100653,主教之冠,装备,1,0,Icon/zhujiaozhiguan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,240,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100663,血色十字军战靴,装备,1,0,Icon/xueseshizijunzhanxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,200,3,,,,,1,全部,,,,,40051,5,2,6,5,4
100713,尸体制造者,装备,1,0,Icon/shitizhizaozhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,420,7,,,,,1,物理,,,,,40051,5,2,6,5,4
100723,法杖,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,410,7,,,,,1,法术,,,,,40051,5,2,6,5,4
100733,野兽护腿,装备,1,0,Icon/yeshouhutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1260,21,,,,,1,全部,,,,,40051,5,2,6,5,4
100743,巫妖法袍,装备,1,0,Icon/wuyaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,252,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100753,冰铁之盔,装备,1,0,Icon/bingtiezhikui,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,252,4,,,,,1,全部,,,,,40051,5,2,6,5,4
100763,之靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,210,3,,,,,1,全部,,,,,40051,5,2,6,5,4
100813,加加恩的火枪,装备,1,0,Icon/jiajiaendehuoqiang,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,420,8,,,,,1,物理,,,,,40051,5,2,8,5,4
100823,鲁恩乌的长靴,装备,1,0,Icon/luenwudechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,210,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100833,石化蜥蜴皮裤,装备,1,0,Icon/shihuaxiyipiku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1260,24,,,,,1,全部,,,,,40051,5,2,8,5,4
100843,格瑞姆洛克的部族法衣,装备,1,0,Icon/geruimuluokedebuzufayi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,252,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100853,大坏蛋面具,装备,1,0,Icon/dahuaidanmianju,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,252,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100863,霉运巫毒之皮,装备,1,0,Icon/meiyunwuduzhipi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,252,4,,,,,1,全部,,,,,40051,5,2,8,5,4
100873,霉运巫毒之裙,装备,1,0,Icon/meiyunwuduzhiqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1260,24,,,,,1,全部,,,,,40051,5,2,8,5,4
100883,祖穆拉恩的能量法杖,装备,1,0,Icon/zumulaendenengliangfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,420,8,,,,,1,法术,,,,,40051,5,2,8,5,4
