Table:CsvEquipEnhance,,,,
tid,cost,accum_cost,critical_rate,critical_rate2
10026102,58774,1051748,200,100
10026103,61121,1110522,200,100
10026104,63490,1171643,200,100
10026105,65882,1235133,200,100
10026106,68297,1301015,200,100
10026107,70735,1369312,200,100
10026108,73195,1440047,200,100
10026109,75678,1513242,200,100
10026110,78185,1588920,200,100
10026111,80713,1667105,200,100
10026112,83265,1747818,200,100
10026113,85840,1831083,200,100
10026114,88437,1916923,200,100
10026115,91057,2005360,200,100
10026116,93700,2096417,200,100
10026117,96366,2190117,200,100
10026118,99054,2286483,200,100
10026119,101765,2385537,200,100
10026120,105070,2487302,200,100
10026121,108742,2592372,200,100
10026122,112445,2701114,200,100
10026123,116179,2813559,200,100
10026124,119943,2929738,200,100
10026125,123737,3049681,200,100
10026126,127562,3173418,200,100
10026127,131417,3300980,200,100
10026128,135302,3432397,200,100
10026129,139218,3567699,200,100
10026130,143165,3706917,200,100
10026131,147141,3850082,200,100
10026132,151148,3997223,200,100
10026133,155186,4148371,200,100
10026134,159254,4303557,200,100
10026135,163352,4462811,200,100
10026136,167481,4626163,200,100
10026137,171640,4793644,200,100
10026138,175829,4965284,200,100
10026139,180049,5141113,200,100
10026140,184300,5321162,200,100
10026141,188580,5505462,200,100
10026142,192891,5694042,200,100
10026143,197233,5886933,200,100
10026144,201605,6084166,200,100
10026145,206007,6285771,200,100
10026146,210440,6491778,200,100
10026147,214903,6702218,200,100
10026148,219396,6917121,200,100
10026149,223920,7136517,200,100
10026150,228475,7360437,200,100
10026151,233059,7588912,200,100
10026152,237674,7821971,200,100
10026153,242320,8059645,200,100
10026154,246996,8301965,200,100
10026155,251702,8548961,200,100
10026156,256439,8800663,200,100
10026157,261206,9057102,200,100
10026158,266003,9318308,200,100
10026159,270831,9584311,200,100
10026160,277020,9855142,200,100
10026161,284653,10132162,100,50
10026162,292334,10416815,100,50
10026163,300062,10709149,100,50
10026164,307838,11009211,100,50
10026165,315661,11317049,100,50
10026166,323532,11632710,100,50
10026167,331450,11956242,100,50
10026168,339416,12287692,100,50
10026169,347429,12627108,100,50
10026170,355490,12974537,100,50
10026171,363598,13330027,100,50
10026172,371754,13693625,100,50
10026173,379957,14065379,100,50
10026174,388208,14445336,100,50
10026175,396506,14833544,100,50
10026176,404852,15230050,100,50
10026177,413245,15634902,100,50
10026178,421686,16048147,100,50
10026179,430174,16469833,100,50
10026180,438710,16900007,100,50
10026181,447293,17338717,100,50
10026182,455924,17786010,100,50
10026183,464602,18241934,100,50
10026184,473328,18706536,100,50
10026185,482101,19179864,100,50
10026186,490922,19661965,100,50
10026187,499790,20152887,100,50
10026188,508706,20652677,100,50
10026189,517669,21161383,100,50
10026190,526680,21679052,100,50
10026191,535738,22205732,100,50
10026192,544844,22741470,100,50
10026193,553997,23286314,100,50
10026194,563198,23840311,100,50
10026195,572446,24403509,100,50
10026196,581742,24975955,100,50
10026197,591085,25557697,100,50
10026198,600476,26148782,100,50
10026199,609914,26749258,100,50
10026200,624150,27359172,100,50
10026201,647016,27983322,100,50
10031001,34,0,2000,1000
10031002,34,34,2000,1000
10031003,39,68,2000,1000
10031004,47,107,2000,1000
10031005,59,154,2000,1000
10031006,75,213,2000,1000
10031007,94,288,2000,1000
10031008,117,382,2000,1000
10031009,144,499,2000,1000
10031010,174,643,2000,1000
10031011,208,817,2000,1000
10031012,246,1025,2000,1000
10031013,287,1271,2000,1000
10031014,333,1558,2000,1000
10031015,381,1891,2000,1000
10031016,434,2272,2000,1000
10031017,490,2706,2000,1000
10031018,550,3196,2000,1000
10031019,613,3746,2000,1000
10031020,680,4359,2000,1000
10031021,751,5039,1500,750
10031022,826,5790,1500,750
10031023,904,6616,1500,750
10031024,986,7520,1500,750
10031025,1071,8506,1500,750
10031026,1161,9577,1500,750
10031027,1253,10738,1500,750
10031028,1350,11991,1500,750
10031029,1450,13341,1500,750
10031030,1554,14791,1500,750
10031031,1662,16345,1000,500
10031032,1773,18007,1000,500
10031033,1888,19780,1000,500
10031034,2007,21668,1000,500
10031035,2129,23675,1000,500
10031036,2255,25804,1000,500
10031037,2385,28059,1000,500
10031038,2518,30444,1000,500
10031039,2656,32962,1000,500
10031040,2796,35618,1000,500
10031041,2941,38414,1000,500
10031042,3089,41355,1000,500
10031043,3241,44444,1000,500
10031044,3396,47685,1000,500
10031045,3555,51081,1000,500
10031046,3718,54636,1000,500
10031047,3885,58354,1000,500
10031048,4055,62239,1000,500
10031049,4229,66294,1000,500
10031050,4406,70523,1000,500
10031051,4588,74929,1000,500
10031052,4772,79517,1000,500
10031053,4961,84289,1000,500
10031054,5153,89250,1000,500
10031055,5349,94403,1000,500
10031056,5549,99752,1000,500
10031057,5752,105301,1000,500
10031058,5959,111053,1000,500
10031059,6170,117012,1000,500
10031060,6384,123182,1000,500
10031061,6603,129566,500,250
10031062,6826,136169,500,250
10031063,7052,142995,500,250
10031064,7281,150047,500,250
10031065,7515,157328,500,250
10031066,7751,164843,500,250
10031067,7992,172594,500,250
10031068,8236,180586,500,250
10031069,8484,188822,500,250
10031070,8735,197306,500,250
10031071,8990,206041,500,250
10031072,9248,215031,500,250
10031073,9510,224279,500,250
10031074,9775,233789,500,250
10031075,10045,243564,500,250
10031076,10317,253609,500,250
10031077,10594,263926,500,250
10031078,10874,274520,500,250
10031079,11157,285394,500,250
10031080,12512,296551,500,250
10031081,14298,309063,200,100
10031082,16107,323361,200,100
10031083,17938,339468,200,100
10031084,19791,357406,200,100
10031085,21666,377197,200,100
10031086,23563,398863,200,100
10031087,25482,422426,200,100
10031088,27423,447908,200,100
10031089,29386,475331,200,100
10031090,31372,504717,200,100
10031091,33379,536089,200,100
10031092,35408,569468,200,100
10031093,37460,604876,200,100
10031094,39534,642336,200,100
10031095,41630,681870,200,100
10031096,43747,723500,200,100
10031097,45887,767247,200,100
10031098,48049,813134,200,100
10031099,50233,861183,200,100
10031100,52440,911416,200,100
10031101,54668,963856,200,100
10031102,56918,1018524,200,100
10031103,59190,1075442,200,100
10031104,61485,1134632,200,100
10031105,63802,1196117,200,100
10031106,66140,1259919,200,100
10031107,68501,1326059,200,100
10031108,70884,1394560,200,100
10031109,73289,1465444,200,100
10031110,75716,1538733,200,100
10031111,78165,1614449,200,100
10031112,80636,1692614,200,100
10031113,83129,1773250,200,100
10031114,85644,1856379,200,100
10031115,88182,1942023,200,100
10031116,90741,2030205,200,100
10031117,93322,2120946,200,100
10031118,95926,2214268,200,100
10031119,98552,2310194,200,100
10031120,101752,2408746,200,100
10031121,105308,2510498,200,100
10031122,108894,2615806,200,100
10031123,112510,2724700,200,100
10031124,116155,2837210,200,100
10031125,119830,2953365,200,100
10031126,123533,3073195,200,100
10031127,127267,3196728,200,100
10031128,131030,3323995,200,100
10031129,134822,3455025,200,100
10031130,138644,3589847,200,100
10031131,142495,3728491,200,100
10031132,146375,3870986,200,100
10031133,150285,4017361,200,100
10031134,154225,4167646,200,100
10031135,158194,4321871,200,100
10031136,162192,4480065,200,100
10031137,166220,4642257,200,100
10031138,170277,4808477,200,100
10031139,174363,4978754,200,100
10031140,178480,5153117,200,100
10031141,182625,5331597,200,100
10031142,186800,5514222,200,100
10031143,191004,5701022,200,100
10031144,195238,5892026,200,100
10031145,199502,6087264,200,100
10031146,203794,6286766,200,100
10031147,208116,6490560,200,100
10031148,212468,6698676,200,100
10031149,216849,6911144,200,100
10031150,221260,7127993,200,100
10031151,225699,7349253,200,100
10031152,230169,7574952,200,100
10031153,234668,7805121,200,100
10031154,239196,8039789,200,100
10031155,243754,8278985,200,100
10031156,248341,8522739,200,100
10031157,252957,8771080,200,100
10031158,257603,9024037,200,100
10031159,262279,9281640,200,100
10031160,268272,9543919,200,100
10031161,275664,9812191,100,50
10031162,283102,10087855,100,50
10031163,290586,10370957,100,50
10031164,298116,10661543,100,50
10031165,305693,10959659,100,50
10031166,313315,11265352,100,50
10031167,320983,11578667,100,50
10031168,328697,11899650,100,50
10031169,336457,12228347,100,50
10031170,344264,12564804,100,50
10031171,352116,12909068,100,50
10031172,360014,13261184,100,50
10031173,367958,13621198,100,50
10031174,375948,13989156,100,50
10031175,383985,14365104,100,50
10031176,392067,14749089,100,50
10031177,400195,15141156,100,50
10031178,408369,15541351,100,50
10031179,416589,15949720,100,50
10031180,424856,16366309,100,50
10031181,433168,16791165,100,50
10031182,441526,17224333,100,50
10031183,449930,17665859,100,50
10031184,458380,18115789,100,50
10031185,466877,18574169,100,50
10031186,475419,19041046,100,50
10031187,484007,19516465,100,50
10031188,492641,20000472,100,50
10031189,501321,20493113,100,50
10031190,510048,20994434,100,50
10031191,518820,21504482,100,50
10031192,527638,22023302,100,50
10031193,536502,22550940,100,50
10031194,545412,23087442,100,50
10031195,554369,23632854,100,50
10031196,563371,24187223,100,50
10031197,572419,24750594,100,50
10031198,581513,25323013,100,50
10031199,590653,25904526,100,50
10031200,604440,26495179,100,50
10031201,626584,27099619,100,50
10032001,34,0,2000,1000
10032002,34,34,2000,1000
10032003,39,68,2000,1000
10032004,47,107,2000,1000
10032005,59,154,2000,1000
10032006,75,213,2000,1000
10032007,94,288,2000,1000
10032008,117,382,2000,1000
10032009,144,499,2000,1000
10032010,174,643,2000,1000
10032011,208,817,2000,1000
10032012,246,1025,2000,1000
10032013,287,1271,2000,1000
10032014,333,1558,2000,1000
10032015,381,1891,2000,1000
10032016,434,2272,2000,1000
10032017,490,2706,2000,1000
10032018,550,3196,2000,1000
10032019,613,3746,2000,1000
10032020,680,4359,2000,1000
10032021,751,5039,1500,750
10032022,826,5790,1500,750
10032023,904,6616,1500,750
10032024,986,7520,1500,750
10032025,1071,8506,1500,750
10032026,1161,9577,1500,750
10032027,1253,10738,1500,750
10032028,1350,11991,1500,750
10032029,1450,13341,1500,750
10032030,1554,14791,1500,750
10032031,1662,16345,1000,500
10032032,1773,18007,1000,500
10032033,1888,19780,1000,500
10032034,2007,21668,1000,500
10032035,2129,23675,1000,500
10032036,2255,25804,1000,500
10032037,2385,28059,1000,500
10032038,2518,30444,1000,500
10032039,2656,32962,1000,500
10032040,2796,35618,1000,500
10032041,2941,38414,1000,500
10032042,3089,41355,1000,500
10032043,3241,44444,1000,500
10032044,3396,47685,1000,500
10032045,3555,51081,1000,500
10032046,3718,54636,1000,500
10032047,3885,58354,1000,500
10032048,4055,62239,1000,500
10032049,4229,66294,1000,500
10032050,4406,70523,1000,500
10032051,4588,74929,1000,500
10032052,4772,79517,1000,500
10032053,4961,84289,1000,500
10032054,5153,89250,1000,500
10032055,5349,94403,1000,500
10032056,5549,99752,1000,500
10032057,5752,105301,1000,500
10032058,5959,111053,1000,500
10032059,6170,117012,1000,500
10032060,6384,123182,1000,500
10032061,6603,129566,500,250
10032062,6826,136169,500,250
10032063,7052,142995,500,250
10032064,7281,150047,500,250
10032065,7515,157328,500,250
10032066,7751,164843,500,250
10032067,7992,172594,500,250
10032068,8236,180586,500,250
10032069,8484,188822,500,250
10032070,8735,197306,500,250
10032071,8990,206041,500,250
10032072,9248,215031,500,250
10032073,9510,224279,500,250
10032074,9775,233789,500,250
10032075,10045,243564,500,250
10032076,10317,253609,500,250
10032077,10594,263926,500,250
10032078,10874,274520,500,250
10032079,11157,285394,500,250
10032080,12512,296551,500,250
10032081,14298,309063,200,100
10032082,16107,323361,200,100
10032083,17938,339468,200,100
10032084,19791,357406,200,100
10032085,21666,377197,200,100
10032086,23563,398863,200,100
10032087,25482,422426,200,100
10032088,27423,447908,200,100
10032089,29386,475331,200,100
10032090,31372,504717,200,100
10032091,33379,536089,200,100
10032092,35408,569468,200,100
10032093,37460,604876,200,100
10032094,39534,642336,200,100
10032095,41630,681870,200,100
10032096,43747,723500,200,100
10032097,45887,767247,200,100
10032098,48049,813134,200,100
10032099,50233,861183,200,100
10032100,52440,911416,200,100
10032101,54668,963856,200,100
10032102,56918,1018524,200,100
10032103,59190,1075442,200,100
10032104,61485,1134632,200,100
10032105,63802,1196117,200,100
10032106,66140,1259919,200,100
10032107,68501,1326059,200,100
10032108,70884,1394560,200,100
10032109,73289,1465444,200,100
10032110,75716,1538733,200,100
10032111,78165,1614449,200,100
10032112,80636,1692614,200,100
10032113,83129,1773250,200,100
10032114,85644,1856379,200,100
10032115,88182,1942023,200,100
10032116,90741,2030205,200,100
10032117,93322,2120946,200,100
10032118,95926,2214268,200,100
10032119,98552,2310194,200,100
10032120,101752,2408746,200,100
10032121,105308,2510498,200,100
10032122,108894,2615806,200,100
10032123,112510,2724700,200,100
10032124,116155,2837210,200,100
10032125,119830,2953365,200,100
10032126,123533,3073195,200,100
10032127,127267,3196728,200,100
10032128,131030,3323995,200,100
10032129,134822,3455025,200,100
10032130,138644,3589847,200,100
10032131,142495,3728491,200,100
10032132,146375,3870986,200,100
10032133,150285,4017361,200,100
10032134,154225,4167646,200,100
10032135,158194,4321871,200,100
10032136,162192,4480065,200,100
10032137,166220,4642257,200,100
10032138,170277,4808477,200,100
10032139,174363,4978754,200,100
10032140,178480,5153117,200,100
10032141,182625,5331597,200,100
10032142,186800,5514222,200,100
10032143,191004,5701022,200,100
10032144,195238,5892026,200,100
10032145,199502,6087264,200,100
10032146,203794,6286766,200,100
10032147,208116,6490560,200,100
10032148,212468,6698676,200,100
10032149,216849,6911144,200,100
10032150,221260,7127993,200,100
10032151,225699,7349253,200,100
10032152,230169,7574952,200,100
10032153,234668,7805121,200,100
10032154,239196,8039789,200,100
10032155,243754,8278985,200,100
10032156,248341,8522739,200,100
10032157,252957,8771080,200,100
10032158,257603,9024037,200,100
10032159,262279,9281640,200,100
10032160,268272,9543919,200,100
10032161,275664,9812191,100,50
10032162,283102,10087855,100,50
10032163,290586,10370957,100,50
10032164,298116,10661543,100,50
10032165,305693,10959659,100,50
10032166,313315,11265352,100,50
10032167,320983,11578667,100,50
10032168,328697,11899650,100,50
10032169,336457,12228347,100,50
10032170,344264,12564804,100,50
10032171,352116,12909068,100,50
10032172,360014,13261184,100,50
10032173,367958,13621198,100,50
10032174,375948,13989156,100,50
10032175,383985,14365104,100,50
10032176,392067,14749089,100,50
10032177,400195,15141156,100,50
10032178,408369,15541351,100,50
10032179,416589,15949720,100,50
10032180,424856,16366309,100,50
10032181,433168,16791165,100,50
10032182,441526,17224333,100,50
10032183,449930,17665859,100,50
10032184,458380,18115789,100,50
10032185,466877,18574169,100,50
10032186,475419,19041046,100,50
10032187,484007,19516465,100,50
10032188,492641,20000472,100,50
10032189,501321,20493113,100,50
10032190,510048,20994434,100,50
10032191,518820,21504482,100,50
10032192,527638,22023302,100,50
10032193,536502,22550940,100,50
10032194,545412,23087442,100,50
10032195,554369,23632854,100,50
10032196,563371,24187223,100,50
10032197,572419,24750594,100,50
10032198,581513,25323013,100,50
10032199,590653,25904526,100,50
10032200,604440,26495179,100,50
10032201,626584,27099619,100,50
10033001,30,0,2000,1000
10033002,31,30,2000,1000
10033003,35,61,2000,1000
10033004,42,96,2000,1000
10033005,53,138,2000,1000
10033006,67,191,2000,1000
10033007,84,258,2000,1000
10033008,104,342,2000,1000
10033009,128,446,2000,1000
10033010,155,574,2000,1000
10033011,186,729,2000,1000
10033012,219,915,2000,1000
10033013,256,1134,2000,1000
10033014,296,1390,2000,1000
10033015,340,1686,2000,1000
10033016,387,2026,2000,1000
10033017,437,2413,2000,1000
10033018,490,2850,2000,1000
10033019,546,3340,2000,1000
10033020,606,3886,2000,1000
10033021,669,4492,1500,750
10033022,736,5161,1500,750
10033023,806,5897,1500,750
10033024,879,6703,1500,750
10033025,955,7582,1500,750
10033026,1034,8537,1500,750
10033027,1117,9571,1500,750
10033028,1203,10688,1500,750
10033029,1293,11891,1500,750
10033030,1385,13184,1500,750
10033031,1481,14569,1000,500
10033032,1580,16050,1000,500
10033033,1683,17630,1000,500
10033034,1789,19313,1000,500
10033035,1898,21102,1000,500
10033036,2010,23000,1000,500
10033037,2126,25010,1000,500
10033038,2245,27136,1000,500
10033039,2367,29381,1000,500
10033040,2492,31748,1000,500
10033041,2621,34240,1000,500
10033042,2753,36861,1000,500
10033043,2888,39614,1000,500
10033044,3027,42502,1000,500
10033045,3169,45529,1000,500
10033046,3314,48698,1000,500
10033047,3462,52012,1000,500
10033048,3614,55474,1000,500
10033049,3769,59088,1000,500
10033050,3927,62857,1000,500
10033051,4089,66784,1000,500
10033052,4254,70873,1000,500
10033053,4422,75127,1000,500
10033054,4593,79549,1000,500
10033055,4768,84142,1000,500
10033056,4946,88910,1000,500
10033057,5127,93856,1000,500
10033058,5311,98983,1000,500
10033059,5499,104294,1000,500
10033060,5690,109793,1000,500
10033061,5885,115483,500,250
10033062,6084,121368,500,250
10033063,6286,127452,500,250
10033064,6490,133738,500,250
10033065,6698,140228,500,250
10033066,6909,146926,500,250
10033067,7124,153835,500,250
10033068,7341,160959,500,250
10033069,7562,168300,500,250
10033070,7785,175862,500,250
10033071,8013,183647,500,250
10033072,8243,191660,500,250
10033073,8477,199903,500,250
10033074,8713,208380,500,250
10033075,8953,217093,500,250
10033076,9196,226046,500,250
10033077,9443,235242,500,250
10033078,9692,244685,500,250
10033079,9944,254377,500,250
10033080,11152,264321,500,250
10033081,12744,275473,200,100
10033082,14356,288217,200,100
10033083,15988,302573,200,100
10033084,17639,318561,200,100
10033085,19311,336200,200,100
10033086,21001,355511,200,100
10033087,22712,376512,200,100
10033088,24442,399224,200,100
10033089,26192,423666,200,100
10033090,27962,449858,200,100
10033091,29751,477820,200,100
10033092,31560,507571,200,100
10033093,33388,539131,200,100
10033094,35237,572519,200,100
10033095,37105,607756,200,100
10033096,38992,644861,200,100
10033097,40899,683853,200,100
10033098,42826,724752,200,100
10033099,44773,767578,200,100
10033100,46740,812351,200,100
10033101,48726,859091,200,100
10033102,50731,907817,200,100
10033103,52757,958548,200,100
10033104,54802,1011305,200,100
10033105,56867,1066107,200,100
10033106,58951,1122974,200,100
10033107,61055,1181925,200,100
10033108,63179,1242980,200,100
10033109,65322,1306159,200,100
10033110,67486,1371481,200,100
10033111,69668,1438967,200,100
10033112,71871,1508635,200,100
10033113,74093,1580506,200,100
10033114,76335,1654599,200,100
10033115,78597,1730934,200,100
10033116,80878,1809531,200,100
10033117,83179,1890409,200,100
10033118,85499,1973588,200,100
10033119,87840,2059087,200,100
10033120,90692,2146927,200,100
10033121,93862,2237619,200,100
10033122,97058,2331481,200,100
10033123,100281,2428539,200,100
10033124,103529,2528820,200,100
10033125,106805,2632349,200,100
10033126,110106,2739154,200,100
10033127,113433,2849260,200,100
10033128,116787,2962693,200,100
10033129,120167,3079480,200,100
10033130,123574,3199647,200,100
10033131,127006,3323221,200,100
10033132,130465,3450227,200,100
10033133,133950,3580692,200,100
10033134,137461,3714642,200,100
10033135,140999,3852103,200,100
10033136,144562,3993102,200,100
10033137,148152,4137664,200,100
10033138,151768,4285816,200,100
10033139,155411,4437584,200,100
10033140,159080,4592995,200,100
10033141,162774,4752075,200,100
10033142,166496,4914849,200,100
10033143,170243,5081345,200,100
10033144,174017,5251588,200,100
10033145,177817,5425605,200,100
10033146,181643,5603422,200,100
10033147,185495,5785065,200,100
10033148,189374,5970560,200,100
10033149,193278,6159934,200,100
10033150,197210,6353212,200,100
10033151,201167,6550422,200,100
10033152,205150,6751589,200,100
10033153,209160,6956739,200,100
10033154,213196,7165899,200,100
10033155,217259,7379095,200,100
10033156,221347,7596354,200,100
10033157,225462,7817701,200,100
10033158,229603,8043163,200,100
10033159,233770,8272766,200,100
10033160,239112,8506536,200,100
10033161,245700,8745648,100,50
10033162,252330,8991348,100,50
10033163,259001,9243678,100,50
10033164,265712,9502679,100,50
10033165,272465,9768391,100,50
10033166,279259,10040856,100,50
10033167,286093,10320115,100,50
10033168,292969,10606208,100,50
10033169,299886,10899177,100,50
10033170,306844,11199063,100,50
10033171,313842,11505907,100,50
10033172,320882,11819749,100,50
10033173,327963,12140631,100,50
10033174,335084,12468594,100,50
10033175,342247,12803678,100,50
10033176,349451,13145925,100,50
10033177,356695,13495376,100,50
10033178,363981,13852071,100,50
10033179,371308,14216052,100,50
10033180,378676,14587360,100,50
10033181,386084,14966036,100,50
10033182,393534,15352120,100,50
10033183,401025,15745654,100,50
10033184,408556,16146679,100,50
10033185,416129,16555235,100,50
10033186,423743,16971364,100,50
10033187,431397,17395107,100,50
10033188,439093,17826504,100,50
10033189,446830,18265597,100,50
10033190,454608,18712427,100,50
10033191,462426,19167035,100,50
10033192,470286,19629461,100,50
10033193,478187,20099747,100,50
10033194,486128,20577934,100,50
10033195,494111,21064062,100,50
10033196,502135,21558173,100,50
10033197,510199,22060308,100,50
10033198,518305,22570507,100,50
10033199,526452,23088812,100,50
10033200,538740,23615264,100,50
10033201,558477,24154004,100,50
10034001,25,0,2000,1000
10034002,25,25,2000,1000
10034003,29,50,2000,1000
10034004,35,79,2000,1000
10034005,44,114,2000,1000
10034006,55,158,2000,1000
10034007,70,213,2000,1000
10034008,87,283,2000,1000
10034009,106,370,2000,1000
10034010,129,476,2000,1000
10034011,154,605,2000,1000
10034012,182,759,2000,1000
10034013,212,941,2000,1000
10034014,246,1153,2000,1000
10034015,282,1399,2000,1000
10034016,320,1681,2000,1000
10034017,362,2001,2000,1000
10034018,406,2363,2000,1000
10034019,453,2769,2000,1000
10034020,503,3222,2000,1000
10034021,555,3725,1500,750
10034022,610,4280,1500,750
10034023,668,4890,1500,750
10034024,728,5558,1500,750
10034025,792,6286,1500,750
10034026,858,7078,1500,750
10034027,926,7936,1500,750
10034028,998,8862,1500,750
10034029,1072,9860,1500,750
10034030,1149,10932,1500,750
10034031,1228,12081,1000,500
10034032,1311,13309,1000,500
10034033,1396,14620,1000,500
10034034,1483,16016,1000,500
10034035,1574,17499,1000,500
10034036,1667,19073,1000,500
10034037,1763,20740,1000,500
10034038,1861,22503,1000,500
10034039,1963,24364,1000,500
10034040,2067,26327,1000,500
10034041,2173,28394,1000,500
10034042,2283,30567,1000,500
10034043,2395,32850,1000,500
10034044,2510,35245,1000,500
10034045,2628,37755,1000,500
10034046,2748,40383,1000,500
10034047,2871,43131,1000,500
10034048,2997,46002,1000,500
10034049,3125,48999,1000,500
10034050,3257,52124,1000,500
10034051,3391,55381,1000,500
10034052,3527,58772,1000,500
10034053,3667,62299,1000,500
10034054,3809,65966,1000,500
10034055,3954,69775,1000,500
10034056,4101,73729,1000,500
10034057,4252,77830,1000,500
10034058,4405,82082,1000,500
10034059,4560,86487,1000,500
10034060,4719,91047,1000,500
10034061,4881,95766,500,250
10034062,5045,100647,500,250
10034063,5212,105692,500,250
10034064,5382,110904,500,250
10034065,5554,116286,500,250
10034066,5729,121840,500,250
10034067,5907,127569,500,250
10034068,6088,133476,500,250
10034069,6270,139564,500,250
10034070,6456,145834,500,250
10034071,6644,152290,500,250
10034072,6836,158934,500,250
10034073,7029,165770,500,250
10034074,7225,172799,500,250
10034075,7424,180024,500,250
10034076,7626,187448,500,250
10034077,7830,195074,500,250
10034078,8037,202904,500,250
10034079,8247,210941,500,250
10034080,9248,219188,500,250
10034081,10568,228436,200,100
10034082,11905,239004,200,100
10034083,13258,250909,200,100
10034084,14628,264167,200,100
10034085,16014,278795,200,100
10034086,17416,294809,200,100
10034087,18834,312225,200,100
10034088,20269,331059,200,100
10034089,21720,351328,200,100
10034090,23188,373048,200,100
10034091,24671,396236,200,100
10034092,26171,420907,200,100
10034093,27688,447078,200,100
10034094,29220,474766,200,100
10034095,30770,503986,200,100
10034096,32335,534756,200,100
10034097,33917,567091,200,100
10034098,35515,601008,200,100
10034099,37129,636523,200,100
10034100,38760,673652,200,100
10034101,40406,712412,200,100
10034102,42070,752818,200,100
10034103,43749,794888,200,100
10034104,45445,838637,200,100
10034105,47158,884082,200,100
10034106,48886,931240,200,100
10034107,50631,980126,200,100
10034108,52392,1030757,200,100
10034109,54170,1083149,200,100
10034110,55964,1137319,200,100
10034111,57774,1193283,200,100
10034112,59600,1251057,200,100
10034113,61443,1310657,200,100
10034114,63302,1372100,200,100
10034115,65178,1435402,200,100
10034116,67069,1500580,200,100
10034117,68977,1567649,200,100
10034118,70902,1636626,200,100
10034119,72842,1707528,200,100
10034120,75208,1780370,200,100
10034121,77836,1855578,200,100
10034122,80487,1933414,200,100
10034123,83159,2013901,200,100
10034124,85854,2097060,200,100
10034125,88570,2182914,200,100
10034126,91307,2271484,200,100
10034127,94067,2362791,200,100
10034128,96848,2456858,200,100
10034129,99651,2553706,200,100
10034130,102476,2653357,200,100
10034131,105322,2755833,200,100
10034132,108190,2861155,200,100
10034133,111080,2969345,200,100
10034134,113992,3080425,200,100
10034135,116926,3194417,200,100
10034136,119881,3311343,200,100
10034137,122858,3431224,200,100
10034138,125857,3554082,200,100
10034139,128877,3679939,200,100
10034140,131920,3808816,200,100
10034141,134984,3940736,200,100
10034142,138069,4075720,200,100
10034143,141177,4213789,200,100
10034144,144306,4354966,200,100
10034145,147458,4499272,200,100
10034146,150630,4646730,200,100
10034147,153825,4797360,200,100
10034148,157041,4951185,200,100
10034149,160280,5108226,200,100
10034150,163540,5268506,200,100
10034151,166821,5432046,200,100
10034152,170125,5598867,200,100
10034153,173450,5768992,200,100
10034154,176797,5942442,200,100
10034155,180166,6119239,200,100
10034156,183556,6299405,200,100
10034157,186968,6482961,200,100
10034158,190402,6669929,200,100
10034159,193858,6860331,200,100
10034160,198288,7054189,200,100
10034161,203751,7252477,100,50
10034162,209249,7456228,100,50
10034163,214781,7665477,100,50
10034164,220347,7880258,100,50
10034165,225947,8100605,100,50
10034166,231580,8326552,100,50
10034167,237248,8558132,100,50
10034168,242950,8795380,100,50
10034169,248686,9038330,100,50
10034170,254456,9287016,100,50
10034171,260259,9541472,100,50
10034172,266097,9801731,100,50
10034173,271969,10067828,100,50
10034174,277875,10339797,100,50
10034175,283815,10617672,100,50
10034176,289788,10901487,100,50
10034177,295796,11191275,100,50
10034178,301838,11487071,100,50
10034179,307914,11788909,100,50
10034180,314024,12096823,100,50
10034181,320167,12410847,100,50
10034182,326345,12731014,100,50
10034183,332557,13057359,100,50
10034184,338803,13389916,100,50
10034185,345083,13728719,100,50
10034186,351396,14073802,100,50
10034187,357744,14425198,100,50
10034188,364126,14782942,100,50
10034189,370542,15147068,100,50
10034190,376992,15517610,100,50
10034191,383475,15894602,100,50
10034192,389993,16278077,100,50
10034193,396545,16668070,100,50
10034194,403131,17064615,100,50
10034195,409751,17467746,100,50
10034196,416404,17877497,100,50
10034197,423092,18293901,100,50
10034198,429814,18716993,100,50
10034199,436570,19146807,100,50
10034200,446760,19583377,100,50
10034201,463127,20030137,100,50
10035001,25,0,2000,1000
10035002,25,25,2000,1000
10035003,29,50,2000,1000
10035004,35,79,2000,1000
10035005,44,114,2000,1000
10035006,55,158,2000,1000
10035007,70,213,2000,1000
10035008,87,283,2000,1000
10035009,106,370,2000,1000
10035010,129,476,2000,1000
10035011,154,605,2000,1000
10035012,182,759,2000,1000
10035013,212,941,2000,1000
10035014,246,1153,2000,1000
10035015,282,1399,2000,1000
10035016,320,1681,2000,1000
10035017,362,2001,2000,1000
10035018,406,2363,2000,1000
10035019,453,2769,2000,1000
10035020,503,3222,2000,1000
10035021,555,3725,1500,750
10035022,610,4280,1500,750
10035023,668,4890,1500,750
10035024,728,5558,1500,750
10035025,792,6286,1500,750
10035026,858,7078,1500,750
10035027,926,7936,1500,750
10035028,998,8862,1500,750
10035029,1072,9860,1500,750
10035030,1149,10932,1500,750
10035031,1228,12081,1000,500
10035032,1311,13309,1000,500
10035033,1396,14620,1000,500
10035034,1483,16016,1000,500
10035035,1574,17499,1000,500
10035036,1667,19073,1000,500
10035037,1763,20740,1000,500
10035038,1861,22503,1000,500
10035039,1963,24364,1000,500
10035040,2067,26327,1000,500
10035041,2173,28394,1000,500
10035042,2283,30567,1000,500
10035043,2395,32850,1000,500
