Table:CsvHeroUpgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,hero_id,trans_times,trans_discription:s,color:ItemColor,name:s,intel_p,intel_i,intel_e,intel_a,freepoint,fightingspirit,buff_id,needlevel,needmoney,needitem1,needitem2,needitem3,needitem4,needitem5,amount1,amount2,amount3,amount4,amount5,return_spirit,return_item1,return_item2,return_item3,return_item4,return_item5,return_item6,return_item7,return_item8,return_item9,return_item10,return_item11,return_item12,return_item13,return_item14,return_item15,return_item16,return_item17,return_item18,return_item19,return_item20,return_amount1,return_amount2,return_amount3,return_amount4,return_amount5,return_amount6,return_amount7,return_amount8,return_amount9,return_amount10,return_amount11,return_amount12,return_amount13,return_amount14,return_amount15,return_amount16,return_amount17,return_amount18,return_amount19,return_amount20,needHeroTID,needHeroCount
100706,1007,6,＋6,红,艾萨拉,332,320,328,244,60,1500,10129,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2007,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1007,1
100707,1007,7,＋7,红,艾萨拉,373,360,369,274,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2007,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1007,2
100708,1007,8,＋8,红,艾萨拉,415,400,410,305,60,2600,10153,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2007,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1007,3
100709,1007,9,＋9,红,艾萨拉,456,440,451,335,60,3200,10153,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2007,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1007,4
100710,1007,10,＋10,红,艾萨拉,498,480,492,366,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2007,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1007,5
100711,1007,11,＋11,红,艾萨拉,539,520,533,396,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2007,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1007,5
100712,1007,12,＋12,红,艾萨拉,581,560,574,427,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2007,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1007,5
100800,1008,0,,橙,先知,73,82,80,65,0,240,10011,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100801,1008,1,＋1,橙,先知,109,123,120,97,60,240,10032,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
100802,1008,2,＋2,橙,先知,146,164,160,130,60,500,10104,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1008,1
100803,1008,3,＋3,橙,先知,182,205,200,162,60,900,10108,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2008,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1008,1
100804,1008,4,＋4,橙,先知,219,246,240,195,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2008,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1008,2
100805,1008,5,＋5,橙,先知,255,287,280,227,60,2000,10024,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2008,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1008,3
100806,1008,6,＋6,红,先知,292,328,320,260,60,1500,10129,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2008,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1008,1
100807,1008,7,＋7,红,先知,328,369,360,292,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2008,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1008,2
100808,1008,8,＋8,红,先知,365,410,400,325,60,2600,10085,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2008,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1008,3
100809,1008,9,＋9,红,先知,401,451,440,357,60,3200,10048,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2008,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1008,4
100810,1008,10,＋10,红,先知,438,492,480,390,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2008,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1008,5
100811,1008,11,＋11,红,先知,474,533,520,422,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2008,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1008,5
100812,1008,12,＋12,红,先知,511,574,560,455,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2008,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1008,5
100900,1009,0,,橙,大主教,76,82,79,63,0,240,10012,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100901,1009,1,＋1,橙,大主教,114,123,118,94,60,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
100902,1009,2,＋2,橙,大主教,152,164,158,126,60,500,10085,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1009,1
100903,1009,3,＋3,橙,大主教,190,205,197,157,60,900,10049,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2009,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1009,1
100904,1009,4,＋4,橙,大主教,228,246,237,189,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2009,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1009,2
100905,1009,5,＋5,橙,大主教,266,287,276,220,60,2000,10111,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2009,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1009,3
100906,1009,6,＋6,红,大主教,304,328,316,252,60,1500,10130,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2009,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1009,1
100907,1009,7,＋7,红,大主教,342,369,355,283,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2009,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1009,2
100908,1009,8,＋8,红,大主教,380,410,395,315,60,2600,10104,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2009,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1009,3
100909,1009,9,＋9,红,大主教,418,451,434,346,60,3200,10062,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2009,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1009,4
100910,1009,10,＋10,红,大主教,456,492,474,378,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2009,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1009,5
100911,1009,11,＋11,红,大主教,494,533,513,409,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2009,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1009,5
100912,1009,12,＋12,红,大主教,532,574,553,441,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2009,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1009,5
101000,1010,0,,橙,大法师,75,85,81,59,0,240,10013,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101001,1010,1,＋1,橙,大法师,112,127,121,88,60,240,10065,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101002,1010,2,＋2,橙,大法师,150,170,162,118,60,500,10104,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1010,1
101003,1010,3,＋3,橙,大法师,187,212,202,147,60,900,10072,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2010,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1010,1
101004,1010,4,＋4,橙,大法师,225,255,243,177,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2010,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1010,2
101005,1010,5,＋5,橙,大法师,262,297,283,206,60,2000,10019,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2010,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1010,3
101006,1010,6,＋6,红,大法师,300,340,324,236,60,1500,10131,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2010,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1010,1
101007,1010,7,＋7,红,大法师,337,382,364,265,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2010,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1010,2
101008,1010,8,＋8,红,大法师,375,425,405,295,60,2600,10085,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2010,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1010,3
101009,1010,9,＋9,红,大法师,412,467,445,324,60,3200,10062,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2010,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1010,4
101010,1010,10,＋10,红,大法师,450,510,486,354,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2010,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1010,5
101011,1010,11,＋11,红,大法师,487,552,526,383,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2010,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1010,5
101012,1010,12,＋12,红,大法师,525,595,567,413,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2010,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1010,5
101100,1011,0,,橙,克总,82,90,120,68,0,240,10112,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101101,1011,1,＋1,橙,克总,123,135,165,102,80,240,10065,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101102,1011,2,＋2,橙,克总,164,180,210,136,80,500,10104,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1011,1
101103,1011,3,＋3,橙,克总,205,225,255,170,80,900,10079,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2011,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1011,1
101104,1011,4,＋4,橙,克总,246,270,300,204,80,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2011,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1011,2
101105,1011,5,＋5,橙,克总,287,315,345,238,80,2000,10113,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2011,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1011,3
101106,1011,6,＋6,红,克总,328,360,390,272,80,1500,10132,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2011,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1011,1
101107,1011,7,＋7,红,克总,369,405,435,306,80,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2011,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1011,2
101108,1011,8,＋8,红,克总,410,450,480,340,80,2600,10092,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2011,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1011,3
101109,1011,9,＋9,红,克总,451,495,525,374,80,3200,10061,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2011,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1011,4
101110,1011,10,＋10,红,克总,492,540,570,408,80,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2011,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1011,5
101111,1011,11,＋11,红,克总,533,585,615,442,80,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2011,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1011,5
101112,1011,12,＋12,红,克总,574,630,660,476,80,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2011,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1011,5
101200,1012,0,,橙,逐日者,82,90,120,68,0,240,10014,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101201,1012,1,＋1,橙,逐日者,123,135,165,102,80,240,10032,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101202,1012,2,＋2,橙,逐日者,164,180,210,136,80,500,10095,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1012,1
101203,1012,3,＋3,橙,逐日者,205,225,255,170,80,900,10023,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2012,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1012,1
101204,1012,4,＋4,橙,逐日者,246,270,300,204,80,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2012,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1012,2
101205,1012,5,＋5,橙,逐日者,287,315,345,238,80,2000,10022,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2012,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1012,3
101206,1012,6,＋6,红,逐日者,328,360,390,272,80,1500,10133,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2012,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1012,1
101207,1012,7,＋7,红,逐日者,369,405,435,306,80,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2012,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1012,2
101208,1012,8,＋8,红,逐日者,410,450,480,340,80,2600,10104,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2012,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1012,3
101209,1012,9,＋9,红,逐日者,451,495,525,374,80,3200,10062,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2012,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1012,4
101210,1012,10,＋10,红,逐日者,492,540,570,408,80,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2012,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1012,5
101211,1012,11,＋11,红,逐日者,533,585,615,442,80,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2012,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1012,5
101212,1012,12,＋12,红,逐日者,574,630,660,476,80,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2012,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1012,5
101300,1013,0,,橙,灰舌死誓者,77,84,80,59,0,240,10003,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101301,1013,1,＋1,橙,灰舌死誓者,115,126,120,88,60,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101302,1013,2,＋2,橙,灰舌死誓者,154,168,160,118,60,500,10104,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1013,1
101303,1013,3,＋3,橙,灰舌死誓者,192,210,200,147,60,900,10062,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2013,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1013,1
101304,1013,4,＋4,橙,灰舌死誓者,231,252,240,177,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2013,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1013,2
101305,1013,5,＋5,橙,灰舌死誓者,269,294,280,206,60,2000,10010,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2013,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1013,3
101306,1013,6,＋6,红,灰舌死誓者,308,336,320,236,60,1500,10134,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2013,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1013,1
101307,1013,7,＋7,红,灰舌死誓者,346,378,360,265,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2013,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1013,2
101308,1013,8,＋8,红,灰舌死誓者,385,420,400,295,60,2600,10092,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2013,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1013,3
101309,1013,9,＋9,红,灰舌死誓者,423,462,440,324,60,3200,10049,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2013,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1013,4
101310,1013,10,＋10,红,灰舌死誓者,462,504,480,354,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2013,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1013,5
101311,1013,11,＋11,红,灰舌死誓者,500,546,520,383,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2013,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1013,5
101312,1013,12,＋12,红,灰舌死誓者,539,588,560,413,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2013,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1013,5
101400,1014,0,,橙,霜狼督军,85,73,82,60,0,240,10054,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101401,1014,1,＋1,橙,霜狼督军,127,109,123,90,60,240,10071,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
101402,1014,2,＋2,橙,霜狼督军,170,146,164,120,60,500,10098,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1014,1
101403,1014,3,＋3,橙,霜狼督军,212,182,205,150,60,900,10048,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2014,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1014,1
101404,1014,4,＋4,橙,霜狼督军,255,219,246,180,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2014,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1014,2
